min_alignment_ratio,min_momentum_ratio,min_filter_score,min_signal_score,min_zscore,min_price_filter,TP,FP,FN,TN,Precision,Recall,F1,Accuracy,Profit_Score,Expected_Gain_USD,FP_Cost_USD,FN_Cost_USD,Signals_Per_Run,Signal_Rate_Pct
0.5,0.5,1,1,0.0,2.0,343,1824,88,7391,0.1583,0.7958,0.264,0.8018,-19142.68,8657.32,27360.0,440.0,17.91,22.47
0.5,0.5,1,1,0.0,5.0,336,1804,95,7411,0.157,0.7796,0.2614,0.8031,-19054.36,8480.64,27060.0,475.0,17.69,22.19
0.5,0.5,1,1,0.0,10.0,323,1745,108,7470,0.1562,0.7494,0.2585,0.8079,-18562.48,8152.52,26175.0,540.0,17.09,21.44
0.5,0.5,1,1,1.0,2.0,206,95,225,9120,0.6844,0.478,0.5628,0.9668,2649.44,5199.44,1425.0,1125.0,2.49,3.12
0.5,0.5,1,1,1.0,5.0,200,91,231,9124,0.6873,0.464,0.554,0.9666,2528.0,5048.0,1365.0,1155.0,2.4,3.02
0.5,0.5,1,1,1.0,10.0,190,88,241,9127,0.6835,0.4408,0.536,0.9659,2270.6,4795.6,1320.0,1205.0,2.3,2.88
0.5,0.5,1,1,1.5,2.0,206,95,225,9120,0.6844,0.478,0.5628,0.9668,2649.44,5199.44,1425.0,1125.0,2.49,3.12
0.5,0.5,1,1,1.5,5.0,200,91,231,9124,0.6873,0.464,0.554,0.9666,2528.0,5048.0,1365.0,1155.0,2.4,3.02
0.5,0.5,1,1,1.5,10.0,190,88,241,9127,0.6835,0.4408,0.536,0.9659,2270.6,4795.6,1320.0,1205.0,2.3,2.88
0.5,0.5,1,1,2.0,2.0,152,71,279,9144,0.6816,0.3527,0.4648,0.9637,1376.48,3836.48,1065.0,1395.0,1.84,2.31
0.5,0.5,1,1,2.0,5.0,147,68,284,9147,0.6837,0.3411,0.4551,0.9635,1270.28,3710.28,1020.0,1420.0,1.78,2.23
0.5,0.5,1,1,2.0,10.0,142,66,289,9149,0.6827,0.3295,0.4444,0.9632,1149.08,3584.08,990.0,1445.0,1.72,2.16
0.5,0.5,1,2,0.0,2.0,343,1,88,9214,0.9971,0.7958,0.8852,0.9908,8202.32,8657.32,15.0,440.0,2.84,3.57
0.5,0.5,1,2,0.0,5.0,336,1,95,9214,0.997,0.7796,0.875,0.99,7990.64,8480.64,15.0,475.0,2.79,3.49
0.5,0.5,1,2,0.0,10.0,323,1,108,9214,0.9969,0.7494,0.8556,0.9887,7597.52,8152.52,15.0,540.0,2.68,3.36
0.5,0.5,1,2,1.0,2.0,206,1,225,9214,0.9952,0.478,0.6458,0.9766,4059.44,5199.44,15.0,1125.0,1.71,2.15
0.5,0.5,1,2,1.0,5.0,200,1,231,9214,0.995,0.464,0.6329,0.9759,3878.0,5048.0,15.0,1155.0,1.66,2.08
0.5,0.5,1,2,1.0,10.0,190,1,241,9214,0.9948,0.4408,0.6109,0.9749,3575.6,4795.6,15.0,1205.0,1.58,1.98
0.5,0.5,1,2,1.5,2.0,206,1,225,9214,0.9952,0.478,0.6458,0.9766,4059.44,5199.44,15.0,1125.0,1.71,2.15
0.5,0.5,1,2,1.5,5.0,200,1,231,9214,0.995,0.464,0.6329,0.9759,3878.0,5048.0,15.0,1155.0,1.66,2.08
0.5,0.5,1,2,1.5,10.0,190,1,241,9214,0.9948,0.4408,0.6109,0.9749,3575.6,4795.6,15.0,1205.0,1.58,1.98
0.5,0.5,1,2,2.0,2.0,152,0,279,9215,1.0,0.3527,0.5214,0.9711,2441.48,3836.48,0.0,1395.0,1.26,1.58
0.5,0.5,1,2,2.0,5.0,147,0,284,9215,1.0,0.3411,0.5087,0.9706,2290.28,3710.28,0.0,1420.0,1.21,1.52
0.5,0.5,1,2,2.0,10.0,142,0,289,9215,1.0,0.3295,0.4956,0.97,2139.08,3584.08,0.0,1445.0,1.17,1.47
0.5,0.5,1,3,0.0,2.0,45,0,386,9215,1.0,0.1044,0.1891,0.96,-794.2,1135.8,0.0,1930.0,0.37,0.47
0.5,0.5,1,3,0.0,5.0,45,0,386,9215,1.0,0.1044,0.1891,0.96,-794.2,1135.8,0.0,1930.0,0.37,0.47
0.5,0.5,1,3,0.0,10.0,41,0,390,9215,1.0,0.0951,0.1737,0.9596,-915.16,1034.84,0.0,1950.0,0.34,0.43
0.5,0.5,1,3,1.0,2.0,34,0,397,9215,1.0,0.0789,0.1462,0.9588,-1126.84,858.16,0.0,1985.0,0.28,0.35
0.5,0.5,1,3,1.0,5.0,34,0,397,9215,1.0,0.0789,0.1462,0.9588,-1126.84,858.16,0.0,1985.0,0.28,0.35
0.5,0.5,1,3,1.0,10.0,30,0,401,9215,1.0,0.0696,0.1302,0.9584,-1247.8,757.2,0.0,2005.0,0.25,0.31
0.5,0.5,1,3,1.5,2.0,34,0,397,9215,1.0,0.0789,0.1462,0.9588,-1126.84,858.16,0.0,1985.0,0.28,0.35
0.5,0.5,1,3,1.5,5.0,34,0,397,9215,1.0,0.0789,0.1462,0.9588,-1126.84,858.16,0.0,1985.0,0.28,0.35
0.5,0.5,1,3,1.5,10.0,30,0,401,9215,1.0,0.0696,0.1302,0.9584,-1247.8,757.2,0.0,2005.0,0.25,0.31
0.5,0.5,1,3,2.0,2.0,23,0,408,9215,1.0,0.0534,0.1013,0.9577,-1459.48,580.52,0.0,2040.0,0.19,0.24
0.5,0.5,1,3,2.0,5.0,23,0,408,9215,1.0,0.0534,0.1013,0.9577,-1459.48,580.52,0.0,2040.0,0.19,0.24
0.5,0.5,1,3,2.0,10.0,20,0,411,9215,1.0,0.0464,0.0887,0.9574,-1550.2,504.8,0.0,2055.0,0.17,0.21
0.5,0.5,2,1,0.0,2.0,107,548,324,8667,0.1634,0.2483,0.1971,0.9096,-7139.32,2700.68,8220.0,1620.0,5.41,6.79
0.5,0.5,2,1,0.0,5.0,104,542,327,8673,0.161,0.2413,0.1931,0.9099,-7140.04,2624.96,8130.0,1635.0,5.34,6.7
0.5,0.5,2,1,0.0,10.0,97,503,334,8712,0.1617,0.2251,0.1882,0.9132,-6766.72,2448.28,7545.0,1670.0,4.96,6.22
0.5,0.5,2,1,1.0,2.0,61,2,370,9213,0.9683,0.1415,0.247,0.9614,-340.36,1539.64,30.0,1850.0,0.52,0.65
0.5,0.5,2,1,1.0,5.0,58,2,373,9213,0.9667,0.1346,0.2363,0.9611,-431.08,1463.92,30.0,1865.0,0.5,0.62
0.5,0.5,2,1,1.0,10.0,53,2,378,9213,0.9636,0.123,0.2181,0.9606,-582.28,1337.72,30.0,1890.0,0.45,0.57
0.5,0.5,2,1,1.5,2.0,61,2,370,9213,0.9683,0.1415,0.247,0.9614,-340.36,1539.64,30.0,1850.0,0.52,0.65
0.5,0.5,2,1,1.5,5.0,58,2,373,9213,0.9667,0.1346,0.2363,0.9611,-431.08,1463.92,30.0,1865.0,0.5,0.62
0.5,0.5,2,1,1.5,10.0,53,2,378,9213,0.9636,0.123,0.2181,0.9606,-582.28,1337.72,30.0,1890.0,0.45,0.57
0.5,0.5,2,1,2.0,2.0,42,1,389,9214,0.9767,0.0974,0.1772,0.9596,-899.92,1060.08,15.0,1945.0,0.36,0.45
0.5,0.5,2,1,2.0,5.0,40,1,391,9214,0.9756,0.0928,0.1695,0.9594,-960.4,1009.6,15.0,1955.0,0.34,0.43
0.5,0.5,2,1,2.0,10.0,39,1,392,9214,0.975,0.0905,0.1656,0.9593,-990.64,984.36,15.0,1960.0,0.33,0.41
0.5,0.5,2,2,0.0,2.0,107,0,324,9215,1.0,0.2483,0.3978,0.9664,1080.68,2700.68,0.0,1620.0,0.88,1.11
0.5,0.5,2,2,0.0,5.0,104,0,327,9215,1.0,0.2413,0.3888,0.9661,989.96,2624.96,0.0,1635.0,0.86,1.08
0.5,0.5,2,2,0.0,10.0,97,0,334,9215,1.0,0.2251,0.3674,0.9654,778.28,2448.28,0.0,1670.0,0.8,1.01
0.5,0.5,2,2,1.0,2.0,61,0,370,9215,1.0,0.1415,0.248,0.9616,-310.36,1539.64,0.0,1850.0,0.5,0.63
0.5,0.5,2,2,1.0,5.0,58,0,373,9215,1.0,0.1346,0.2372,0.9613,-401.08,1463.92,0.0,1865.0,0.48,0.6
0.5,0.5,2,2,1.0,10.0,53,0,378,9215,1.0,0.123,0.219,0.9608,-552.28,1337.72,0.0,1890.0,0.44,0.55
0.5,0.5,2,2,1.5,2.0,61,0,370,9215,1.0,0.1415,0.248,0.9616,-310.36,1539.64,0.0,1850.0,0.5,0.63
0.5,0.5,2,2,1.5,5.0,58,0,373,9215,1.0,0.1346,0.2372,0.9613,-401.08,1463.92,0.0,1865.0,0.48,0.6
0.5,0.5,2,2,1.5,10.0,53,0,378,9215,1.0,0.123,0.219,0.9608,-552.28,1337.72,0.0,1890.0,0.44,0.55
0.5,0.5,2,2,2.0,2.0,42,0,389,9215,1.0,0.0974,0.1776,0.9597,-884.92,1060.08,0.0,1945.0,0.35,0.44
0.5,0.5,2,2,2.0,5.0,40,0,391,9215,1.0,0.0928,0.1699,0.9595,-945.4,1009.6,0.0,1955.0,0.33,0.41
0.5,0.5,2,2,2.0,10.0,39,0,392,9215,1.0,0.0905,0.166,0.9594,-975.64,984.36,0.0,1960.0,0.32,0.4
0.5,0.5,2,3,0.0,2.0,24,0,407,9215,1.0,0.0557,0.1055,0.9578,-1429.24,605.76,0.0,2035.0,0.2,0.25
0.5,0.5,2,3,0.0,5.0,24,0,407,9215,1.0,0.0557,0.1055,0.9578,-1429.24,605.76,0.0,2035.0,0.2,0.25
0.5,0.5,2,3,0.0,10.0,23,0,408,9215,1.0,0.0534,0.1013,0.9577,-1459.48,580.52,0.0,2040.0,0.19,0.24
0.5,0.5,2,3,1.0,2.0,20,0,411,9215,1.0,0.0464,0.0887,0.9574,-1550.2,504.8,0.0,2055.0,0.17,0.21
0.5,0.5,2,3,1.0,5.0,20,0,411,9215,1.0,0.0464,0.0887,0.9574,-1550.2,504.8,0.0,2055.0,0.17,0.21
0.5,0.5,2,3,1.0,10.0,19,0,412,9215,1.0,0.0441,0.0844,0.9573,-1580.44,479.56,0.0,2060.0,0.16,0.2
0.5,0.5,2,3,1.5,2.0,20,0,411,9215,1.0,0.0464,0.0887,0.9574,-1550.2,504.8,0.0,2055.0,0.17,0.21
0.5,0.5,2,3,1.5,5.0,20,0,411,9215,1.0,0.0464,0.0887,0.9574,-1550.2,504.8,0.0,2055.0,0.17,0.21
0.5,0.5,2,3,1.5,10.0,19,0,412,9215,1.0,0.0441,0.0844,0.9573,-1580.44,479.56,0.0,2060.0,0.16,0.2
0.5,0.5,2,3,2.0,2.0,12,0,419,9215,1.0,0.0278,0.0542,0.9566,-1792.12,302.88,0.0,2095.0,0.1,0.12
0.5,0.5,2,3,2.0,5.0,12,0,419,9215,1.0,0.0278,0.0542,0.9566,-1792.12,302.88,0.0,2095.0,0.1,0.12
0.5,0.5,2,3,2.0,10.0,12,0,419,9215,1.0,0.0278,0.0542,0.9566,-1792.12,302.88,0.0,2095.0,0.1,0.12
0.5,0.5,3,1,0.0,2.0,9,89,422,9126,0.0918,0.0209,0.034,0.947,-3217.84,227.16,1335.0,2110.0,0.81,1.02
0.5,0.5,3,1,0.0,5.0,9,89,422,9126,0.0918,0.0209,0.034,0.947,-3217.84,227.16,1335.0,2110.0,0.81,1.02
0.5,0.5,3,1,0.0,10.0,6,77,425,9138,0.0723,0.0139,0.0233,0.948,-3128.56,151.44,1155.0,2125.0,0.69,0.86
0.5,0.5,3,1,1.0,2.0,4,0,427,9215,1.0,0.0093,0.0184,0.9557,-2034.04,100.96,0.0,2135.0,0.03,0.04
0.5,0.5,3,1,1.0,5.0,4,0,427,9215,1.0,0.0093,0.0184,0.9557,-2034.04,100.96,0.0,2135.0,0.03,0.04
0.5,0.5,3,1,1.0,10.0,3,0,428,9215,1.0,0.007,0.0138,0.9556,-2064.28,75.72,0.0,2140.0,0.02,0.03
0.5,0.5,3,1,1.5,2.0,4,0,427,9215,1.0,0.0093,0.0184,0.9557,-2034.04,100.96,0.0,2135.0,0.03,0.04
0.5,0.5,3,1,1.5,5.0,4,0,427,9215,1.0,0.0093,0.0184,0.9557,-2034.04,100.96,0.0,2135.0,0.03,0.04
0.5,0.5,3,1,1.5,10.0,3,0,428,9215,1.0,0.007,0.0138,0.9556,-2064.28,75.72,0.0,2140.0,0.02,0.03
0.5,0.5,3,1,2.0,2.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.5,0.5,3,1,2.0,5.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.5,0.5,3,1,2.0,10.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.5,0.5,3,2,0.0,2.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.5,0.5,3,2,0.0,5.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.5,0.5,3,2,0.0,10.0,6,0,425,9215,1.0,0.0139,0.0275,0.9559,-1973.56,151.44,0.0,2125.0,0.05,0.06
0.5,0.5,3,2,1.0,2.0,4,0,427,9215,1.0,0.0093,0.0184,0.9557,-2034.04,100.96,0.0,2135.0,0.03,0.04
0.5,0.5,3,2,1.0,5.0,4,0,427,9215,1.0,0.0093,0.0184,0.9557,-2034.04,100.96,0.0,2135.0,0.03,0.04
0.5,0.5,3,2,1.0,10.0,3,0,428,9215,1.0,0.007,0.0138,0.9556,-2064.28,75.72,0.0,2140.0,0.02,0.03
0.5,0.5,3,2,1.5,2.0,4,0,427,9215,1.0,0.0093,0.0184,0.9557,-2034.04,100.96,0.0,2135.0,0.03,0.04
0.5,0.5,3,2,1.5,5.0,4,0,427,9215,1.0,0.0093,0.0184,0.9557,-2034.04,100.96,0.0,2135.0,0.03,0.04
0.5,0.5,3,2,1.5,10.0,3,0,428,9215,1.0,0.007,0.0138,0.9556,-2064.28,75.72,0.0,2140.0,0.02,0.03
0.5,0.5,3,2,2.0,2.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.5,0.5,3,2,2.0,5.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.5,0.5,3,2,2.0,10.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.5,0.5,3,3,0.0,2.0,4,0,427,9215,1.0,0.0093,0.0184,0.9557,-2034.04,100.96,0.0,2135.0,0.03,0.04
0.5,0.5,3,3,0.0,5.0,4,0,427,9215,1.0,0.0093,0.0184,0.9557,-2034.04,100.96,0.0,2135.0,0.03,0.04
0.5,0.5,3,3,0.0,10.0,3,0,428,9215,1.0,0.007,0.0138,0.9556,-2064.28,75.72,0.0,2140.0,0.02,0.03
0.5,0.5,3,3,1.0,2.0,4,0,427,9215,1.0,0.0093,0.0184,0.9557,-2034.04,100.96,0.0,2135.0,0.03,0.04
0.5,0.5,3,3,1.0,5.0,4,0,427,9215,1.0,0.0093,0.0184,0.9557,-2034.04,100.96,0.0,2135.0,0.03,0.04
0.5,0.5,3,3,1.0,10.0,3,0,428,9215,1.0,0.007,0.0138,0.9556,-2064.28,75.72,0.0,2140.0,0.02,0.03
0.5,0.5,3,3,1.5,2.0,4,0,427,9215,1.0,0.0093,0.0184,0.9557,-2034.04,100.96,0.0,2135.0,0.03,0.04
0.5,0.5,3,3,1.5,5.0,4,0,427,9215,1.0,0.0093,0.0184,0.9557,-2034.04,100.96,0.0,2135.0,0.03,0.04
0.5,0.5,3,3,1.5,10.0,3,0,428,9215,1.0,0.007,0.0138,0.9556,-2064.28,75.72,0.0,2140.0,0.02,0.03
0.5,0.5,3,3,2.0,2.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.5,0.5,3,3,2.0,5.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.5,0.5,3,3,2.0,10.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.5,0.6,0,1,0.0,2.0,242,1174,189,8041,0.1709,0.5615,0.262,0.8587,-12446.92,6108.08,17610.0,945.0,11.7,14.68
0.5,0.6,0,1,0.0,5.0,238,1156,193,8059,0.1707,0.5522,0.2608,0.8601,-12297.88,6007.12,17340.0,965.0,11.52,14.45
0.5,0.6,0,1,0.0,10.0,229,1111,202,8104,0.1709,0.5313,0.2586,0.8639,-11895.04,5779.96,16665.0,1010.0,11.07,13.89
0.5,0.6,0,1,1.0,2.0,158,94,273,9121,0.627,0.3666,0.4627,0.962,1212.92,3987.92,1410.0,1365.0,2.08,2.61
0.5,0.6,0,1,1.0,5.0,155,87,276,9128,0.6405,0.3596,0.4606,0.9624,1227.2,3912.2,1305.0,1380.0,2.0,2.51
0.5,0.6,0,1,1.0,10.0,148,83,283,9132,0.6407,0.3434,0.4471,0.9621,1075.52,3735.52,1245.0,1415.0,1.91,2.39
0.5,0.6,0,1,1.5,2.0,158,94,273,9121,0.627,0.3666,0.4627,0.962,1212.92,3987.92,1410.0,1365.0,2.08,2.61
0.5,0.6,0,1,1.5,5.0,155,87,276,9128,0.6405,0.3596,0.4606,0.9624,1227.2,3912.2,1305.0,1380.0,2.0,2.51
0.5,0.6,0,1,1.5,10.0,148,83,283,9132,0.6407,0.3434,0.4471,0.9621,1075.52,3735.52,1245.0,1415.0,1.91,2.39
0.5,0.6,0,1,2.0,2.0,116,73,315,9142,0.6138,0.2691,0.3742,0.9598,257.84,2927.84,1095.0,1575.0,1.56,1.96
0.5,0.6,0,1,2.0,5.0,113,67,318,9148,0.6278,0.2622,0.3699,0.9601,257.12,2852.12,1005.0,1590.0,1.49,1.87
0.5,0.6,0,1,2.0,10.0,110,64,321,9151,0.6322,0.2552,0.3636,0.9601,211.4,2776.4,960.0,1605.0,1.44,1.8
0.5,0.6,0,2,0.0,2.0,242,21,189,9194,0.9202,0.5615,0.6974,0.9782,4848.08,6108.08,315.0,945.0,2.17,2.73
0.5,0.6,0,2,0.0,5.0,238,18,193,9197,0.9297,0.5522,0.6929,0.9781,4772.12,6007.12,270.0,965.0,2.12,2.65
0.5,0.6,0,2,0.0,10.0,229,17,202,9198,0.9309,0.5313,0.6765,0.9773,4514.96,5779.96,255.0,1010.0,2.03,2.55
0.5,0.6,0,2,1.0,2.0,158,16,273,9199,0.908,0.3666,0.5223,0.97,2382.92,3987.92,240.0,1365.0,1.44,1.8
0.5,0.6,0,2,1.0,5.0,155,13,276,9202,0.9226,0.3596,0.5175,0.97,2337.2,3912.2,195.0,1380.0,1.39,1.74
0.5,0.6,0,2,1.0,10.0,148,12,283,9203,0.925,0.3434,0.5008,0.9694,2140.52,3735.52,180.0,1415.0,1.32,1.66
0.5,0.6,0,2,1.5,2.0,158,16,273,9199,0.908,0.3666,0.5223,0.97,2382.92,3987.92,240.0,1365.0,1.44,1.8
0.5,0.6,0,2,1.5,5.0,155,13,276,9202,0.9226,0.3596,0.5175,0.97,2337.2,3912.2,195.0,1380.0,1.39,1.74
0.5,0.6,0,2,1.5,10.0,148,12,283,9203,0.925,0.3434,0.5008,0.9694,2140.52,3735.52,180.0,1415.0,1.32,1.66
0.5,0.6,0,2,2.0,2.0,116,15,315,9200,0.8855,0.2691,0.4128,0.9658,1127.84,2927.84,225.0,1575.0,1.08,1.36
0.5,0.6,0,2,2.0,5.0,113,12,318,9203,0.904,0.2622,0.4065,0.9658,1082.12,2852.12,180.0,1590.0,1.03,1.3
0.5,0.6,0,2,2.0,10.0,110,11,321,9204,0.9091,0.2552,0.3986,0.9656,1006.4,2776.4,165.0,1605.0,1.0,1.25
0.5,0.6,0,3,0.0,2.0,20,1,411,9214,0.9524,0.0464,0.0885,0.9573,-1565.2,504.8,15.0,2055.0,0.17,0.22
0.5,0.6,0,3,0.0,5.0,20,1,411,9214,0.9524,0.0464,0.0885,0.9573,-1565.2,504.8,15.0,2055.0,0.17,0.22
0.5,0.6,0,3,0.0,10.0,19,1,412,9214,0.95,0.0441,0.0843,0.9572,-1595.44,479.56,15.0,2060.0,0.17,0.21
0.5,0.6,0,3,1.0,2.0,18,1,413,9214,0.9474,0.0418,0.08,0.9571,-1625.68,454.32,15.0,2065.0,0.16,0.2
0.5,0.6,0,3,1.0,5.0,18,1,413,9214,0.9474,0.0418,0.08,0.9571,-1625.68,454.32,15.0,2065.0,0.16,0.2
0.5,0.6,0,3,1.0,10.0,17,1,414,9214,0.9444,0.0394,0.0757,0.957,-1655.92,429.08,15.0,2070.0,0.15,0.19
0.5,0.6,0,3,1.5,2.0,18,1,413,9214,0.9474,0.0418,0.08,0.9571,-1625.68,454.32,15.0,2065.0,0.16,0.2
0.5,0.6,0,3,1.5,5.0,18,1,413,9214,0.9474,0.0418,0.08,0.9571,-1625.68,454.32,15.0,2065.0,0.16,0.2
0.5,0.6,0,3,1.5,10.0,17,1,414,9214,0.9444,0.0394,0.0757,0.957,-1655.92,429.08,15.0,2070.0,0.15,0.19
0.5,0.6,0,3,2.0,2.0,9,1,422,9214,0.9,0.0209,0.0408,0.9561,-1897.84,227.16,15.0,2110.0,0.08,0.1
0.5,0.6,0,3,2.0,5.0,9,1,422,9214,0.9,0.0209,0.0408,0.9561,-1897.84,227.16,15.0,2110.0,0.08,0.1
0.5,0.6,0,3,2.0,10.0,8,1,423,9214,0.8889,0.0186,0.0364,0.956,-1928.08,201.92,15.0,2115.0,0.07,0.09
0.5,0.6,1,1,0.0,2.0,242,1067,189,8148,0.1849,0.5615,0.2782,0.8698,-10841.92,6108.08,16005.0,945.0,10.82,13.57
0.5,0.6,1,1,0.0,5.0,238,1053,193,8162,0.1844,0.5522,0.2764,0.8708,-10752.88,6007.12,15795.0,965.0,10.67,13.38
0.5,0.6,1,1,0.0,10.0,229,1012,202,8203,0.1845,0.5313,0.2739,0.8741,-10410.04,5779.96,15180.0,1010.0,10.26,12.87
0.5,0.6,1,1,1.0,2.0,158,72,273,9143,0.687,0.3666,0.4781,0.9642,1542.92,3987.92,1080.0,1365.0,1.9,2.38
0.5,0.6,1,1,1.0,5.0,155,68,276,9147,0.6951,0.3596,0.474,0.9643,1512.2,3912.2,1020.0,1380.0,1.84,2.31
0.5,0.6,1,1,1.0,10.0,148,66,283,9149,0.6916,0.3434,0.4589,0.9638,1330.52,3735.52,990.0,1415.0,1.77,2.22
0.5,0.6,1,1,1.5,2.0,158,72,273,9143,0.687,0.3666,0.4781,0.9642,1542.92,3987.92,1080.0,1365.0,1.9,2.38
0.5,0.6,1,1,1.5,5.0,155,68,276,9147,0.6951,0.3596,0.474,0.9643,1512.2,3912.2,1020.0,1380.0,1.84,2.31
0.5,0.6,1,1,1.5,10.0,148,66,283,9149,0.6916,0.3434,0.4589,0.9638,1330.52,3735.52,990.0,1415.0,1.77,2.22
0.5,0.6,1,1,2.0,2.0,116,55,315,9160,0.6784,0.2691,0.3854,0.9616,527.84,2927.84,825.0,1575.0,1.41,1.77
0.5,0.6,1,1,2.0,5.0,113,52,318,9163,0.6848,0.2622,0.3792,0.9616,482.12,2852.12,780.0,1590.0,1.36,1.71
0.5,0.6,1,1,2.0,10.0,110,50,321,9165,0.6875,0.2552,0.3723,0.9615,421.4,2776.4,750.0,1605.0,1.32,1.66
0.5,0.6,1,2,0.0,2.0,242,0,189,9215,1.0,0.5615,0.7192,0.9804,5163.08,6108.08,0.0,945.0,2.0,2.51
0.5,0.6,1,2,0.0,5.0,238,0,193,9215,1.0,0.5522,0.7115,0.98,5042.12,6007.12,0.0,965.0,1.97,2.47
0.5,0.6,1,2,0.0,10.0,229,0,202,9215,1.0,0.5313,0.6939,0.9791,4769.96,5779.96,0.0,1010.0,1.89,2.37
0.5,0.6,1,2,1.0,2.0,158,0,273,9215,1.0,0.3666,0.5365,0.9717,2622.92,3987.92,0.0,1365.0,1.31,1.64
0.5,0.6,1,2,1.0,5.0,155,0,276,9215,1.0,0.3596,0.529,0.9714,2532.2,3912.2,0.0,1380.0,1.28,1.61
0.5,0.6,1,2,1.0,10.0,148,0,283,9215,1.0,0.3434,0.5112,0.9707,2320.52,3735.52,0.0,1415.0,1.22,1.53
0.5,0.6,1,2,1.5,2.0,158,0,273,9215,1.0,0.3666,0.5365,0.9717,2622.92,3987.92,0.0,1365.0,1.31,1.64
0.5,0.6,1,2,1.5,5.0,155,0,276,9215,1.0,0.3596,0.529,0.9714,2532.2,3912.2,0.0,1380.0,1.28,1.61
0.5,0.6,1,2,1.5,10.0,148,0,283,9215,1.0,0.3434,0.5112,0.9707,2320.52,3735.52,0.0,1415.0,1.22,1.53
0.5,0.6,1,2,2.0,2.0,116,0,315,9215,1.0,0.2691,0.4241,0.9673,1352.84,2927.84,0.0,1575.0,0.96,1.2
0.5,0.6,1,2,2.0,5.0,113,0,318,9215,1.0,0.2622,0.4154,0.967,1262.12,2852.12,0.0,1590.0,0.93,1.17
0.5,0.6,1,2,2.0,10.0,110,0,321,9215,1.0,0.2552,0.4067,0.9667,1171.4,2776.4,0.0,1605.0,0.91,1.14
0.5,0.6,1,3,0.0,2.0,20,0,411,9215,1.0,0.0464,0.0887,0.9574,-1550.2,504.8,0.0,2055.0,0.17,0.21
0.5,0.6,1,3,0.0,5.0,20,0,411,9215,1.0,0.0464,0.0887,0.9574,-1550.2,504.8,0.0,2055.0,0.17,0.21
0.5,0.6,1,3,0.0,10.0,19,0,412,9215,1.0,0.0441,0.0844,0.9573,-1580.44,479.56,0.0,2060.0,0.16,0.2
0.5,0.6,1,3,1.0,2.0,18,0,413,9215,1.0,0.0418,0.0802,0.9572,-1610.68,454.32,0.0,2065.0,0.15,0.19
0.5,0.6,1,3,1.0,5.0,18,0,413,9215,1.0,0.0418,0.0802,0.9572,-1610.68,454.32,0.0,2065.0,0.15,0.19
0.5,0.6,1,3,1.0,10.0,17,0,414,9215,1.0,0.0394,0.0759,0.9571,-1640.92,429.08,0.0,2070.0,0.14,0.18
0.5,0.6,1,3,1.5,2.0,18,0,413,9215,1.0,0.0418,0.0802,0.9572,-1610.68,454.32,0.0,2065.0,0.15,0.19
0.5,0.6,1,3,1.5,5.0,18,0,413,9215,1.0,0.0418,0.0802,0.9572,-1610.68,454.32,0.0,2065.0,0.15,0.19
0.5,0.6,1,3,1.5,10.0,17,0,414,9215,1.0,0.0394,0.0759,0.9571,-1640.92,429.08,0.0,2070.0,0.14,0.18
0.5,0.6,1,3,2.0,2.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.5,0.6,1,3,2.0,5.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.5,0.6,1,3,2.0,10.0,8,0,423,9215,1.0,0.0186,0.0364,0.9561,-1913.08,201.92,0.0,2115.0,0.07,0.08
0.5,0.6,2,1,0.0,2.0,72,316,359,8899,0.1856,0.1671,0.1758,0.93,-4717.72,1817.28,4740.0,1795.0,3.21,4.02
0.5,0.6,2,1,0.0,5.0,71,312,360,8903,0.1854,0.1647,0.1744,0.9303,-4687.96,1792.04,4680.0,1800.0,3.17,3.97
0.5,0.6,2,1,0.0,10.0,65,281,366,8934,0.1879,0.1508,0.1673,0.9329,-4404.4,1640.6,4215.0,1830.0,2.86,3.59
0.5,0.6,2,1,1.0,2.0,40,0,391,9215,1.0,0.0928,0.1699,0.9595,-945.4,1009.6,0.0,1955.0,0.33,0.41
