symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric
PESI,11.47,2,False,False,0.080805,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,0.28,7.39,3,1.53,7.39,neutral,1.75,1.5,1.4,1.98,low_liquidity,3,60,2.69,False,0.33,True,0.5,False,False,11.27,12.0,1000,2.6,1.76,0.5,0.0,0.0
TWIN,15.82,3,True,False,0.158083,False,Varsayılan,2026-04-06 19:45,False,False,False,True,1,1.28,3.92,3,0.72,3.92,neutral,1.87,1.5,1.4,2.18,low_liquidity,3,60,11.0,True,1.0,True,0.67,False,False,15.42,16.85,1000,2.6,2.5,0.5,0.0,0.0
POWW,2.05,2,True,True,0.009679,False,Varsayılan,2026-04-06 19:45,False,True,False,True,2,1.68,1.99,5,1.22,9.04,neutral,1.98,1.5,1.6,2.23,mid_liquidity,3,60,12.39,True,1.0,True,0.5,False,True,2.03,2.11,1000,2.6,1.18,0.5,0.0,0.0
MASS,6.85,2,True,True,0.049405,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,0.92,11.93,5,2.02,18.51,neutral,2.21,1.5,1.4,2.76,low_liquidity,3,60,2.09,True,1.0,True,0.5,False,True,6.78,7.1,1000,3.33,1.08,0.5,0.0,0.0
ESOA,13.13,1,True,True,0.066266,False,Varsayılan,2026-04-06 19:45,False,False,False,True,1,0.94,-0.15,5,-0.59,-3.88,neutral,2.36,1.5,1.4,3.0,low_liquidity,3,60,16.03,False,0.67,True,0.67,False,False,12.96,13.56,1000,2.6,1.26,0.5,0.0,0.0
AZ,7.85,3,True,True,0.109266,True,Varsayılan,2026-04-06 19:45,True,True,False,False,1,1.54,17.09,3,2.08,17.09,neutral,2.11,1.5,1.6,2.45,mid_liquidity,3,60,-7.72,True,1.0,True,0.67,False,True,7.69,8.4,1000,3.33,2.09,0.5,0.0,0.0
SND,5.045,1,True,True,0.024015,False,Varsayılan,2026-04-06 19:45,True,False,False,True,1,0.33,-1.56,5,-0.93,-7.86,neutral,1.91,1.5,1.6,2.11,mid_liquidity,3,60,31.79,False,0.67,True,0.5,False,False,5.01,5.17,1000,3.33,0.71,0.5,0.0,0.0
PSNYW,3.99,1,False,False,0.255404,False,Varsayılan,2026-04-06 16:00,False,False,False,False,0,0.33,-20.99,3,-1.42,-20.99,neutral,2.09,1.5,1.4,2.55,low_liquidity,3,60,-17.79,False,0.0,False,0.0,False,False,3.35,5.65,1000,2.6,16.0,0.5,0.0,0.0
QSI,0.7292,1,False,False,0.004504,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,0.65,-5.81,3,-0.48,-5.81,neutral,2.22,1.5,2.0,2.37,high_liquidity,3,60,-24.05,False,0.0,False,0.17,False,False,0.72,0.76,1000,2.6,1.54,0.5,0.0,0.0
CBUS,1.905,1,False,False,0.021401,False,Varsayılan,2026-04-06 19:45,False,False,False,True,1,0.5,-3.54,1,-0.37,-3.54,neutral,2.17,1.5,1.6,2.54,mid_liquidity,3,60,15.61,False,0.0,True,0.67,False,False,1.85,2.04,1000,2.6,2.81,0.5,0.0,0.0
AIRJ,2.835,2,False,False,0.030664,False,Varsayılan,2026-04-06 19:45,False,False,True,False,1,0.95,12.75,3,2.11,12.75,bullish,2.07,1.5,1.6,2.38,mid_liquidity,3,60,-20.86,False,0.33,True,0.5,False,False,2.76,3.03,1000,2.6,2.7,0.5,0.0,0.0
GDC,3.01,1,False,False,0.046564,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,0.19,10.66,3,1.08,10.66,neutral,1.94,1.5,1.4,2.29,low_liquidity,3,60,-9.04,False,0.33,True,0.5,False,False,2.89,3.31,1000,2.6,3.87,0.5,0.0,0.0
ALTO,4.58,1,True,True,0.041795,False,Varsayılan,2026-04-06 19:45,False,False,False,True,1,0.93,-5.37,3,-0.62,-5.37,neutral,2.6,1.5,2.0,3.0,high_liquidity,3,60,51.35,False,0.67,True,0.67,False,False,4.48,4.85,1000,2.6,2.28,0.5,0.0,0.0
DPRO,5.16,1,False,False,0.054862,False,Varsayılan,2026-04-06 19:45,True,False,False,False,0,0.69,4.89,5,1.14,12.2,neutral,2.13,1.5,2.0,2.21,high_liquidity,3,60,1.14,False,0.33,False,0.33,False,False,5.02,5.52,1000,2.6,2.66,0.5,0.0,0.0
FLX,2.45,1,False,False,0.031664,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,0.73,-7.92,3,-0.66,-7.92,neutral,2.04,1.5,1.4,2.47,low_liquidity,3,60,-25.93,False,0.0,False,0.0,False,False,2.37,2.66,1000,2.6,3.23,0.5,0.0,0.0
BOOM,5.46,3,False,False,0.03646,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,1.35,4.8,3,0.64,4.8,neutral,2.15,1.5,1.4,2.65,low_liquidity,3,60,-13.95,False,0.33,True,0.67,False,False,5.37,5.7,1000,2.6,1.67,0.5,0.0,0.0
