symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric
GILD,132.04,1,True,False,0.538831,False,Varsayılan,2026-05-04 16:45,True,False,False,True,1,0.46,2.5,5,1.35,3.37,neutral,2.12,1.5,2.0,2.21,high_liquidity,3,60,7.62,False,0.67,True,0.67,False,False,130.69,135.54,1000,2.6,1.02,0.5,0.0,0.0
ISRG,450.39,1,False,False,1.782609,False,Varsayılan,2026-05-04 16:45,True,False,False,False,0,0.28,-0.76,5,-1.48,-4.37,neutral,2.03,1.5,2.0,2.04,high_liquidity,3,60,-5.14,False,0.0,False,0.17,False,False,445.93,461.98,1000,2.6,0.99,0.5,0.0,0.0
VRTX,423.0899,1,False,False,1.579734,False,Varsayılan,2026-05-04 16:45,True,False,False,False,0,0.57,-0.04,3,0.13,-0.04,neutral,2.12,1.5,1.6,2.46,mid_liquidity,3,60,-0.42,False,0.0,False,0.0,False,False,419.14,433.36,1000,2.6,0.93,0.5,0.0,0.0
SNY,43.245,1,False,False,0.191159,False,Varsayılan,2026-05-04 16:45,True,False,False,False,0,0.47,-6.05,1,-3.72,-6.15,bearish,2.06,1.5,2.0,2.1,high_liquidity,3,60,-2.75,False,0.0,False,0.0,False,False,42.77,44.49,1000,2.6,1.11,0.5,0.0,0.0
REGN,709.41,1,False,False,2.627229,False,Varsayılan,2026-05-04 16:45,True,False,False,True,1,0.28,3.36,5,-1.54,-4.71,neutral,2.13,1.5,1.6,2.49,mid_liquidity,3,60,4.42,False,0.33,True,0.67,False,False,702.84,726.49,1000,2.6,0.93,0.5,0.0,0.0
MDLN,44.12,1,False,False,0.223454,False,Varsayılan,2026-05-04 16:45,True,False,False,False,0,0.28,1.66,1,-0.62,-1.41,neutral,2.03,1.5,2.0,2.05,high_liquidity,3,60,3.86,False,0.0,False,0.33,False,False,43.56,45.57,1000,2.6,1.27,0.5,0.0,0.0
ARGX,800.525,1,True,True,3.606792,False,Varsayılan,2026-05-04 16:45,False,False,False,False,0,0.48,3.16,1,1.17,2.17,neutral,1.71,1.5,1.4,1.91,low_liquidity,3,60,2.31,True,1.0,True,0.67,False,False,791.51,823.97,1000,2.6,1.13,0.5,0.0,0.0
IDXX,556.0,1,False,False,2.428057,False,Varsayılan,2026-05-04 16:45,True,False,False,False,0,0.35,0.42,1,-0.93,-2.02,neutral,1.98,1.5,1.6,2.23,mid_liquidity,3,60,-3.28,False,0.0,False,0.17,False,False,549.93,571.78,1000,2.6,1.09,0.5,0.0,0.0
ALNY,293.71,1,False,False,1.912409,False,Varsayılan,2026-05-04 16:45,True,False,False,False,0,0.58,-2.48,5,-0.99,-4.8,neutral,2.21,1.5,2.0,2.36,high_liquidity,3,60,-8.88,False,0.0,False,0.17,False,False,288.93,306.14,1000,2.6,1.63,0.5,0.0,0.0
ONC,296.39,1,False,False,1.274022,False,Varsayılan,2026-05-04 16:45,False,False,False,False,0,0.33,1.92,3,0.58,1.92,neutral,1.97,1.5,1.4,2.35,low_liquidity,3,60,0.07,False,0.33,True,0.5,False,False,293.2,304.67,1000,2.6,1.07,0.5,0.0,0.0
