symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric
MELI,1868.09,1,False,True,8.039733,False,Varsayılan,2026-04-16 13:45,True,False,False,False,0,0.12,1.97,5,0.9,4.18,neutral,1.88,1.5,1.6,2.07,mid_liquidity,3,60,-10.4,False,0.67,False,0.17,False,False,1856.03,1908.29,1000,3.33,0.65,0.5,0.0,0.0
EQIX,1056.61,0,True,True,3.084588,False,Varsayılan,2026-04-16 13:45,True,False,False,True,1,0.08,-0.02,3,-0.47,-0.02,neutral,2.09,1.5,1.6,2.42,mid_liquidity,3,60,11.13,True,1.0,False,0.33,False,False,1051.98,1072.03,1000,3.33,0.44,0.5,0.0,0.0
EBAY,100.62,1,True,True,0.39884,False,Varsayılan,2026-04-16 13:45,True,False,False,True,1,0.03,2.62,5,1.02,5.38,neutral,2.12,1.5,2.0,2.2,high_liquidity,3,60,6.76,True,1.0,False,0.33,False,False,100.02,102.61,1000,3.33,0.59,0.5,0.0,0.0
TCOM,54.53,2,False,True,0.223883,False,Varsayılan,2026-04-16 13:45,True,False,False,False,0,0.18,5.33,5,1.9,6.21,neutral,2.02,1.5,2.0,2.03,high_liquidity,3,60,-11.83,False,0.67,False,0.33,False,False,54.19,55.65,1000,3.33,0.62,0.5,0.0,0.0
FISV,61.615,2,False,True,0.283372,False,Varsayılan,2026-04-16 13:45,True,False,False,False,0,0.04,4.81,5,2.08,9.23,neutral,2.14,1.5,2.0,2.23,high_liquidity,3,60,-35.4,False,0.67,True,0.5,False,False,61.19,63.03,1000,3.33,0.69,0.5,0.0,0.0
AGNCN,25.56,3,True,True,0.035487,False,Varsayılan,2026-04-15 19:45,False,False,True,False,1,1.04,0.81,5,1.99,1.64,bullish,1.96,1.5,1.4,2.34,low_liquidity,3,60,2.22,True,1.0,True,0.67,False,True,25.51,25.74,1000,3.33,0.21,0.5,0.0,0.0
AGNCO,25.18,1,True,True,0.026757,False,Varsayılan,2026-04-16 13:30,False,False,False,False,0,0.1,0.76,3,1.38,0.76,neutral,1.98,1.5,1.4,2.36,low_liquidity,3,60,2.24,True,1.0,True,0.67,False,False,25.14,25.31,1000,3.33,0.16,0.5,0.0,0.0
AGNCL,24.38,2,True,True,0.041316,False,Varsayılan,2026-04-16 13:30,False,False,False,False,0,0.03,0.41,5,1.41,1.37,neutral,2.19,1.5,1.4,2.72,low_liquidity,3,60,1.78,False,0.67,True,0.5,False,True,24.32,24.59,1000,3.33,0.25,0.5,0.0,0.0
AGNCP,24.48,2,True,True,0.028992,False,Varsayılan,2026-04-16 13:30,False,False,False,False,0,0.08,0.45,3,0.69,0.45,neutral,2.25,1.5,1.4,2.81,low_liquidity,3,60,1.63,True,1.0,True,0.67,False,True,24.44,24.62,1000,3.33,0.18,0.5,0.0,0.0
AGNCM,24.67,2,True,True,0.079185,False,Varsayılan,2026-04-16 13:30,False,False,True,False,1,0.01,1.86,3,2.48,1.86,bullish,2.02,1.5,1.4,2.43,low_liquidity,3,60,1.85,True,1.0,True,0.83,False,True,24.55,25.07,1000,3.33,0.48,0.5,0.0,0.0
SBAC,215.95,1,True,True,1.205856,False,Varsayılan,2026-04-16 13:30,True,False,False,False,0,0.01,-1.95,3,-0.47,-1.95,neutral,2.6,1.5,2.0,3.0,high_liquidity,3,60,-1.59,False,0.67,True,0.5,False,False,214.14,221.98,1000,3.33,0.84,0.5,0.0,0.0
CSGP,39.595,2,False,False,0.280147,False,Varsayılan,2026-04-16 13:45,True,False,False,False,0,0.03,6.84,3,1.53,6.84,neutral,2.15,1.5,2.0,2.25,high_liquidity,3,60,-26.97,False,0.33,True,0.67,False,False,38.89,41.42,1000,2.6,1.77,0.5,0.0,0.0
GRAB,4.0299,2,False,True,0.027678,False,Varsayılan,2026-04-16 13:30,False,False,True,False,1,0.1,7.77,5,2.6,9.24,bullish,1.97,1.5,2.0,1.95,high_liquidity,3,60,-13.84,False,0.67,True,0.5,False,False,3.99,4.17,1000,3.33,1.03,0.5,0.0,0.0
REG,79.69,0,True,True,0.155069,False,Varsayılan,2026-04-16 13:45,True,False,False,True,1,0.03,1.74,3,0.68,1.74,neutral,2.19,1.5,2.0,2.31,high_liquidity,3,60,5.3,True,1.0,True,0.5,False,False,79.46,80.47,1000,3.33,0.29,0.5,0.0,0.0
HST,20.65,1,True,True,0.071265,False,Varsayılan,2026-04-16 13:45,True,False,False,True,1,0.01,1.87,5,0.93,3.72,neutral,2.09,1.5,2.0,2.15,high_liquidity,3,60,8.96,True,1.0,False,0.33,False,False,20.54,21.01,1000,3.33,0.52,0.5,0.0,0.0
LAMR,135.08,1,True,True,0.335556,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.03,1.63,3,0.63,1.63,neutral,1.86,1.5,1.6,2.03,mid_liquidity,3,60,4.22,True,1.0,True,0.67,False,False,134.58,136.76,1000,3.33,0.37,0.5,0.0,0.0
AKAM,92.56,1,True,False,0.744592,False,Varsayılan,2026-04-16 13:45,True,False,False,True,1,0.05,-2.51,5,-1.76,-15.56,neutral,2.41,1.5,2.0,2.68,high_liquidity,3,60,11.56,False,0.33,True,0.67,False,False,90.7,97.4,1000,2.6,2.01,0.5,0.0,0.0
