symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric
NVDA,196.75,1,True,True,0.93315,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.12,3.84,5,1.36,6.89,neutral,2.1,1.5,2.0,2.16,high_liquidity,3,60,4.38,True,1.0,False,0.33,True,False,195.35,201.42,1000,3.33,0.71,0.5,0.0,0.0
AMD,265.545,1,True,True,1.832772,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.31,7.56,5,1.29,12.19,neutral,2.09,1.5,2.0,2.15,high_liquidity,3,60,10.07,True,1.0,True,0.67,False,False,262.8,274.71,1000,3.33,1.04,0.5,0.0,0.0
INTC,66.32,0,True,True,0.534699,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.13,1.75,5,0.42,7.45,neutral,2.25,1.5,2.0,2.42,high_liquidity,3,60,26.64,True,1.0,True,0.5,False,False,65.52,68.99,1000,3.33,1.21,0.5,0.0,0.0
AVGO,397.95,1,True,True,1.959737,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.1,4.77,5,1.57,12.11,neutral,2.08,1.5,2.0,2.14,high_liquidity,3,60,6.16,True,1.0,True,0.5,False,False,395.01,407.75,1000,3.33,0.74,0.5,0.0,0.0
QCOM,133.9001,2,False,False,0.606431,False,Varsayılan,2026-04-16 13:30,True,False,False,False,0,0.09,2.03,5,1.88,4.81,neutral,2.07,1.5,2.0,2.12,high_liquidity,3,60,-9.58,False,0.67,True,0.5,False,False,132.38,137.84,1000,2.6,1.13,0.5,0.0,0.0
TXN,219.765,1,True,True,0.944843,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.12,1.41,1,0.6,1.61,neutral,2.17,1.5,2.0,2.28,high_liquidity,3,60,5.69,True,1.0,True,0.5,False,False,218.35,224.49,1000,3.33,0.64,0.5,0.0,0.0
MU,450.634,1,True,True,3.678733,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.12,5.64,3,0.52,5.64,neutral,1.98,1.5,2.0,1.97,high_liquidity,3,60,37.67,True,1.0,True,0.67,False,False,445.12,469.03,1000,3.33,1.22,0.5,0.0,0.0
AMAT,386.68,1,True,True,2.661464,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.11,-2.29,5,-0.7,-2.8,neutral,2.02,1.5,2.0,2.03,high_liquidity,3,60,26.6,False,0.67,True,0.5,False,False,382.69,399.99,1000,3.33,1.03,0.5,0.0,0.0
LRCX,261.465,1,True,True,1.933266,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.09,-2.28,3,-0.51,-2.28,neutral,2.21,1.5,2.0,2.35,high_liquidity,3,60,29.41,False,0.67,True,0.67,False,False,258.57,271.13,1000,3.33,1.11,0.5,0.0,0.0
KLAC,1716.4175,1,True,True,13.524266,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.1,-2.96,3,-0.61,-2.96,neutral,1.95,1.5,1.6,2.18,mid_liquidity,3,60,21.39,False,0.67,True,0.5,False,False,1696.13,1784.04,1000,3.33,1.18,0.5,0.0,0.0
MRVL,130.25,0,True,True,1.195251,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.16,-0.8,1,-0.99,-3.23,neutral,2.21,1.5,2.0,2.35,high_liquidity,3,60,14.5,False,0.67,False,0.17,False,False,128.46,136.23,1000,3.33,1.38,0.5,0.0,0.0
ADI,350.17,1,True,True,1.2708,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.04,0.05,5,-0.4,-0.34,neutral,2.1,1.5,2.0,2.16,high_liquidity,3,60,15.1,True,1.0,False,0.33,False,False,348.26,356.52,1000,3.33,0.54,0.5,0.0,0.0
NXPI,211.67,1,False,True,0.896962,False,Varsayılan,2026-04-16 13:30,True,False,False,False,0,0.05,1.76,5,0.77,2.92,neutral,2.02,1.5,2.0,2.03,high_liquidity,3,60,-2.84,False,0.67,True,0.67,False,False,210.32,216.15,1000,3.33,0.64,0.5,0.0,0.0
MCHP,75.62,0,True,True,0.396362,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.06,2.81,5,1.1,6.18,neutral,2.17,1.5,2.0,2.29,high_liquidity,3,60,4.09,True,1.0,True,0.5,False,False,75.03,77.6,1000,3.33,0.79,0.5,0.0,0.0
ON,76.865,1,True,True,0.639307,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.31,8.23,1,1.76,6.12,neutral,2.02,1.5,2.0,2.04,high_liquidity,3,60,9.97,True,1.0,True,0.67,False,False,75.91,80.06,1000,3.33,1.25,0.5,0.0,0.0
SWKS,58.27,2,False,True,0.275578,False,Varsayılan,2026-04-16 13:30,True,False,False,False,0,0.02,3.13,3,0.83,3.13,neutral,2.12,1.5,2.0,2.2,high_liquidity,3,60,-10.66,False,0.67,True,0.67,False,False,57.86,59.65,1000,3.33,0.71,0.5,0.0,0.0
QRVO,81.47,2,False,True,0.243612,False,Varsayılan,2026-04-16 13:30,True,False,False,False,0,0.02,2.13,3,0.79,2.13,neutral,2.15,1.5,2.0,2.25,high_liquidity,3,60,-3.52,False,0.67,True,0.67,False,False,81.1,82.69,1000,3.33,0.45,0.5,0.0,0.0
MPWR,1379.4435,0,True,True,8.57278,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.05,0.53,1,0.42,1.95,neutral,2.01,1.5,1.6,2.28,mid_liquidity,3,60,16.38,True,1.0,True,0.5,False,False,1366.58,1422.31,1000,3.33,0.93,0.5,0.0,0.0
ALGM,37.79,1,True,True,0.229819,False,Varsayılan,2026-04-16 13:45,True,False,False,True,1,0.02,-0.66,1,0.29,1.45,neutral,2.12,1.5,2.0,2.2,high_liquidity,3,60,9.28,True,1.0,True,0.83,False,False,37.45,38.94,1000,3.33,0.91,0.5,0.0,0.0
ACLS,118.08,0,True,True,1.030626,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.06,6.63,5,0.85,9.09,neutral,1.95,1.5,1.6,2.19,mid_liquidity,3,60,10.5,True,1.0,True,0.67,False,False,116.53,123.23,1000,3.33,1.31,0.5,0.0,0.0
AMKR,61.09,0,True,True,0.481883,False,Varsayılan,2026-04-16 13:45,True,False,False,True,1,0.06,1.06,5,0.78,10.77,neutral,2.11,1.5,2.0,2.18,high_liquidity,3,60,24.57,True,1.0,True,0.5,False,False,60.37,63.5,1000,3.33,1.18,0.5,0.0,0.0
CAMT,177.69,1,True,True,1.244936,False,Varsayılan,2026-04-16 13:30,False,False,False,True,1,0.11,1.58,1,-0.38,-1.04,neutral,1.83,1.5,1.4,2.11,low_liquidity,3,60,25.44,True,1.0,True,0.67,False,False,175.82,183.91,1000,3.33,1.05,0.5,0.0,0.0
AOSL,30.535,0,True,True,0.416087,False,Varsayılan,2026-04-16 13:30,True,False,True,False,1,0.12,11.48,5,2.17,20.83,bullish,2.09,1.5,1.6,2.41,mid_liquidity,3,60,-3.29,True,1.0,True,0.5,False,False,29.91,32.62,1000,3.33,2.04,0.5,0.0,0.0
ACMR,48.12,1,True,True,0.460268,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.15,-3.02,1,-0.65,-3.35,neutral,1.93,1.5,1.6,2.14,mid_liquidity,3,60,16.3,False,0.67,True,0.5,False,False,47.43,50.42,1000,3.33,1.43,0.5,0.0,0.0
AEHR,86.775,1,True,True,1.765984,False,Varsayılan,2026-04-16 13:45,True,False,False,True,1,0.49,20.93,1,1.72,18.35,neutral,2.23,1.5,2.0,2.38,high_liquidity,3,60,50.65,True,1.0,True,0.5,False,False,84.13,95.6,1000,3.33,3.05,0.5,0.0,0.0
ARM,159.26,1,True,True,0.882215,False,Varsayılan,2026-04-16 13:45,True,False,False,False,0,0.08,1.07,5,0.34,6.32,neutral,2.24,1.5,2.0,2.4,high_liquidity,3,60,1.89,True,1.0,True,0.67,False,False,157.94,163.67,1000,3.33,0.83,0.5,0.0,0.0
CRUS,161.02,1,True,True,0.958035,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.07,-0.05,1,0.69,2.1,neutral,1.85,1.5,1.6,2.01,mid_liquidity,3,60,11.87,True,1.0,True,0.5,False,False,159.58,165.81,1000,3.33,0.89,0.5,0.0,0.0
DIOD,90.99,0,True,True,0.590286,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.03,3.09,5,0.71,10.57,neutral,1.84,1.5,1.6,2.0,mid_liquidity,3,60,18.1,True,1.0,True,0.5,False,False,90.1,93.94,1000,3.33,0.97,0.5,0.0,0.0
FORM,126.33,0,True,True,1.400261,False,Varsayılan,2026-04-16 13:45,True,False,False,True,1,0.08,-1.47,1,-0.73,-2.54,neutral,2.17,1.5,2.0,2.29,high_liquidity,3,60,44.25,False,0.67,True,0.5,False,False,124.23,133.33,1000,3.33,1.66,0.5,0.0,0.0
MKSI,269.805,1,True,True,2.132763,False,Varsayılan,2026-04-16 13:30,True,False,False,True,1,0.05,-1.73,3,-0.54,-1.73,neutral,1.8,1.5,1.6,1.94,mid_liquidity,3,60,30.86,False,0.67,True,0.83,False,False,266.61,280.47,1000,3.33,1.19,0.5,0.0,0.0
