symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric
HON,229.52,1,True,True,0.630192,False,Varsayılan,2026-04-02 19:45,True,False,False,True,1,0.72,2.67,3,0.88,2.67,neutral,2.04,1.5,2.0,2.07,high_liquidity,3,60,7.23,False,0.67,True,1.0,False,False,227.94,233.62,1000,2.6,0.69,0.5,0.0,0.0
ADP,204.01,2,False,False,0.615887,False,Varsayılan,2026-04-02 19:45,True,False,False,False,0,0.59,-0.71,1,1.03,1.36,neutral,2.0,1.5,2.0,2.01,high_liquidity,3,60,-13.3,False,0.33,True,0.67,False,False,202.47,208.01,1000,2.6,0.75,0.5,0.0,0.0
CTAS,174.31,1,False,False,0.580185,False,Varsayılan,2026-04-02 19:45,True,False,False,False,0,0.78,3.37,3,1.42,3.37,neutral,2.17,1.5,2.0,2.28,high_liquidity,3,60,-3.82,False,0.33,True,0.5,False,False,172.86,178.08,1000,2.6,0.83,0.5,0.0,0.0
CSX,41.245,2,True,True,0.128761,True,Varsayılan,2026-04-02 19:45,True,False,False,True,1,0.93,3.65,3,1.09,3.65,neutral,2.05,1.5,2.0,2.08,high_liquidity,3,60,8.54,True,1.0,True,0.83,False,True,41.05,41.89,1000,3.33,0.47,0.5,0.0,0.0
ELVR,58.82,2,True,True,0.726837,False,Varsayılan,2026-04-02 19:45,False,True,False,False,1,2.16,6.66,5,0.91,13.99,neutral,1.8,1.5,1.4,2.07,low_liquidity,3,60,28.67,False,0.5,True,0.5,False,False,57.73,62.45,1000,3.33,1.85,0.5,0.0,0.0
TER,309.33,1,True,True,2.298609,False,Varsayılan,2026-04-02 19:45,True,False,False,True,1,0.83,12.04,3,1.67,12.04,neutral,2.31,1.5,2.0,2.52,high_liquidity,3,60,38.34,True,1.0,True,1.0,False,False,303.58,324.27,1000,2.6,1.86,0.5,0.0,0.0
BRKRP,289.58,2,False,False,2.462955,False,Varsayılan,2026-04-02 16:30,False,False,False,False,0,0.38,5.29,3,1.34,5.29,neutral,1.76,1.5,1.4,1.99,low_liquidity,3,60,0.63,False,0.5,True,0.67,False,False,283.42,305.59,1000,2.6,2.13,0.5,0.0,0.0
ODFL,198.02,2,True,True,0.978787,True,Varsayılan,2026-04-02 19:45,True,False,False,True,1,0.86,4.35,3,0.65,4.35,neutral,2.33,1.5,2.0,2.55,high_liquidity,3,60,9.86,True,1.0,False,0.33,False,True,196.55,202.91,1000,3.33,0.74,0.5,0.0,0.0
PYPL,45.35,2,False,False,0.193697,False,Varsayılan,2026-04-02 19:45,True,False,False,False,0,0.72,1.5,1,0.59,1.59,neutral,2.51,1.5,2.0,2.84,high_liquidity,3,60,-19.07,False,0.67,True,1.0,False,False,44.87,46.61,1000,2.6,1.07,0.5,0.0,0.0
RKLB,67.73,2,True,False,0.989894,False,Varsayılan,2026-04-02 19:45,True,False,True,True,2,1.22,18.04,3,2.42,18.04,bullish,2.14,1.5,2.0,2.23,high_liquidity,3,60,19.88,False,0.67,True,1.0,False,False,65.26,74.16,1000,2.6,3.65,0.5,0.0,0.0
AXON,412.63,2,False,False,3.253398,False,Varsayılan,2026-04-02 19:45,True,False,False,False,0,1.2,-0.54,5,-0.52,-8.36,neutral,2.09,1.5,1.6,2.42,mid_liquidity,3,60,-14.11,False,0.0,True,0.67,False,False,404.5,433.78,1000,2.6,1.97,0.5,0.0,0.0
ESLT,887.78,1,True,True,4.755813,False,Varsayılan,2026-04-02 19:45,False,False,False,True,1,0.83,8.84,3,1.19,8.84,neutral,1.77,1.5,1.4,2.02,low_liquidity,3,60,32.75,True,1.0,True,0.67,False,False,875.89,918.69,1000,2.6,1.34,0.5,0.0,0.0
PAYX,91.69,1,False,False,0.345071,False,Varsayılan,2026-04-02 19:45,True,False,False,False,0,0.79,-1.52,1,0.61,0.87,neutral,2.05,1.5,2.0,2.09,high_liquidity,3,60,-14.67,False,0.33,True,0.83,False,False,90.83,93.93,1000,2.6,0.94,0.5,0.0,0.0
SYM,53.36,2,True,False,0.392868,False,Varsayılan,2026-04-02 19:45,True,False,False,False,0,0.84,12.57,3,2.15,12.57,neutral,2.29,1.5,2.0,2.48,high_liquidity,3,60,2.48,True,1.0,True,0.83,False,False,52.38,55.91,1000,2.6,1.84,0.5,0.0,0.0
FTAI,242.65,2,True,False,1.911307,False,Varsayılan,2026-04-02 19:45,True,False,False,True,1,0.69,6.09,3,0.89,6.09,neutral,2.09,1.5,2.0,2.15,high_liquidity,3,60,23.77,False,0.33,True,0.5,False,False,237.87,255.07,1000,2.6,1.97,0.5,0.0,0.0
STLD,180.19,2,True,True,0.832687,True,Varsayılan,2026-04-02 19:45,True,False,False,True,1,0.72,5.23,3,1.23,5.23,neutral,2.02,1.5,2.0,2.03,high_liquidity,3,60,11.09,True,1.0,True,0.67,False,True,178.94,184.35,1000,3.33,0.69,0.5,0.0,0.0
VRSK,185.08,1,False,False,0.760888,False,Varsayılan,2026-04-02 19:45,True,False,False,False,0,0.78,-1.22,1,0.46,0.86,neutral,2.18,1.5,2.0,2.31,high_liquidity,3,60,-12.81,False,0.0,True,0.67,False,False,183.18,190.03,1000,2.6,1.03,0.5,0.0,0.0
FOXA,58.61,1,False,False,0.234059,False,Varsayılan,2026-04-02 19:45,True,False,False,False,0,0.45,-0.86,1,0.37,0.27,neutral,2.22,1.5,2.0,2.37,high_liquidity,3,60,-0.28,False,0.33,True,0.5,False,False,58.02,60.13,1000,2.6,1.0,0.5,0.0,0.0
RGLD,262.91,2,True,True,1.368402,True,Varsayılan,2026-04-02 19:45,True,False,False,True,1,0.52,10.2,5,1.51,14.05,neutral,2.02,1.5,2.0,2.03,high_liquidity,3,60,15.98,True,1.0,True,0.67,False,True,260.86,269.75,1000,3.33,0.78,0.5,0.0,0.0
FWONK,87.88,2,False,True,0.428688,False,Varsayılan,2026-04-02 19:45,True,False,True,False,1,0.67,6.15,3,2.09,6.15,bullish,2.07,1.5,2.0,2.12,high_liquidity,3,60,-5.71,False,0.67,True,0.67,False,False,87.24,90.02,1000,3.33,0.73,0.5,0.0,0.0
