symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric,composite_score
BBIO,64.715,1,True,False,0.479068,False,Varsayılan,2026-05-11 19:30,True,False,False,True,1,0.59,-4.96,1,-1.26,-3.97,neutral,2.17,1.5,2.0,2.28,high_liquidity,3,60,11.01,False,0.33,False,0.17,False,False,63.52,67.83,1000,2.6,1.85,0.5,0.0,0.0,33
GH,96.575,2,True,True,0.896422,True,Varsayılan,2026-05-11 19:30,True,False,False,True,1,0.64,4.69,5,1.05,5.93,neutral,2.09,1.5,2.0,2.15,high_liquidity,3,60,8.54,True,1.0,True,0.83,False,True,95.23,101.06,1000,3.33,1.39,0.5,0.0,0.0,64
MEDP,416.96,1,False,False,1.969747,False,Varsayılan,2026-05-11 19:30,True,False,False,False,0,0.77,-2.3,1,-0.48,-1.66,neutral,2.17,1.5,1.6,2.55,mid_liquidity,3,60,-2.93,False,0.0,False,0.33,False,False,412.04,429.76,1000,2.6,1.18,0.5,0.0,0.0,9
SMMT,18.74,1,False,False,0.182334,False,Varsayılan,2026-05-11 19:30,True,False,False,False,0,0.58,4.99,5,0.69,10.37,neutral,2.16,1.5,2.0,2.27,high_liquidity,3,60,-0.17,False,0.33,True,0.83,False,False,18.28,19.93,1000,2.6,2.43,0.5,0.0,0.0,18
RNA,13.21,2,False,False,0.04786,False,Varsayılan,2026-05-11 19:30,False,False,False,False,0,0.62,0.92,5,0.76,2.64,neutral,1.98,1.5,1.4,2.36,low_liquidity,3,60,-4.72,False,0.5,True,0.67,False,False,13.09,13.52,1000,2.6,0.91,0.5,0.0,0.0,24
MDGL,495.98,1,True,False,3.535774,False,Varsayılan,2026-05-11 19:30,False,False,False,True,1,0.74,-8.11,3,-1.92,-8.11,neutral,2.3,1.5,1.4,2.9,low_liquidity,3,60,8.72,False,0.33,False,0.33,False,False,487.14,518.96,1000,2.6,1.78,0.5,0.0,0.0,35
MASI,178.68,1,True,True,0.045387,False,Varsayılan,2026-05-11 19:30,True,False,False,True,1,0.71,0.11,5,-0.28,0.26,neutral,2.44,1.5,1.6,3.0,mid_liquidity,3,60,8.83,True,1.0,True,0.83,False,False,178.57,178.98,1000,2.6,0.06,0.5,0.0,0.0,58
HSIC,69.0,1,False,False,0.310201,False,Varsayılan,2026-05-11 19:30,True,False,False,False,0,0.72,-4.75,3,-1.55,-4.75,neutral,1.89,1.5,2.0,1.82,high_liquidity,3,60,1.7,False,0.0,False,0.33,False,False,68.22,71.02,1000,2.6,1.12,0.5,0.0,0.0,9
TECH,47.505,1,False,False,0.376839,False,Varsayılan,2026-05-11 19:30,True,False,False,False,0,0.5,0.2,5,-1.88,-13.22,neutral,2.31,1.5,2.0,2.52,high_liquidity,3,60,-5.05,False,0.0,False,0.17,False,False,46.56,49.95,1000,2.6,1.98,0.5,0.0,0.0,7
ARWR,77.39,2,True,True,0.665165,True,Varsayılan,2026-05-11 19:30,True,False,False,True,1,0.98,-2.21,1,1.88,6.47,neutral,2.11,1.5,2.0,2.18,high_liquidity,3,60,28.11,True,1.0,True,0.67,False,True,76.39,80.72,1000,3.33,1.29,0.5,0.0,0.0,62
