symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric,composite_score
AAPL,294.32,0,True,True,0.965363,False,Varsayılan,2026-05-12 15:00,True,False,False,True,1,0.28,2.49,5,0.98,3.67,neutral,1.98,1.5,2.0,1.97,high_liquidity,3,60,5.16,True,1.0,True,0.5,True,False,292.87,299.15,1000,3.33,0.49,0.5,0.0,0.0,51
MSFT,408.7599,1,False,True,1.691636,False,Varsayılan,2026-05-12 15:00,True,False,False,False,0,0.29,-2.88,3,-0.98,-2.88,neutral,2.33,1.5,2.0,2.55,high_liquidity,3,60,-6.69,False,0.0,False,0.17,True,False,404.53,419.76,1000,2.6,1.03,0.5,0.0,0.0,20
GOOGL,387.52,0,True,True,1.417477,False,Varsayılan,2026-05-12 15:00,True,False,False,True,1,0.26,-2.63,3,-1.0,-2.63,neutral,2.07,1.5,2.0,2.11,high_liquidity,3,60,17.12,False,0.67,False,0.33,True,False,385.39,394.61,1000,3.33,0.55,0.5,0.0,0.0,45
GOOG,385.06,0,True,True,1.410856,False,Varsayılan,2026-05-12 15:00,True,False,False,True,1,0.24,-2.59,3,-1.02,-2.59,neutral,2.03,1.5,2.0,2.06,high_liquidity,3,60,16.6,False,0.67,False,0.33,False,False,382.94,392.11,1000,3.33,0.55,0.5,0.0,0.0,44
META,600.39,1,False,False,2.322507,False,Varsayılan,2026-05-12 15:00,True,False,False,False,0,0.23,-2.66,3,-0.51,-2.66,neutral,2.11,1.5,2.0,2.18,high_liquidity,3,60,-2.96,False,0.0,False,0.33,False,False,594.58,615.49,1000,2.6,0.97,0.5,0.0,0.0,9
AMZN,264.9773,1,True,True,1.08588,False,Varsayılan,2026-05-12 15:00,True,False,False,True,1,0.24,-2.27,5,-1.29,-3.12,neutral,2.22,1.5,2.0,2.37,high_liquidity,3,60,6.78,False,0.67,False,0.33,False,False,262.26,272.04,1000,2.6,1.02,0.5,0.0,0.0,49
NVDA,217.475,2,True,True,1.58729,True,Varsayılan,2026-05-12 15:00,True,False,False,True,1,0.43,2.83,5,1.91,10.67,neutral,2.06,1.5,2.0,2.11,high_liquidity,3,60,8.18,True,1.0,False,0.33,True,True,215.09,225.41,1000,3.33,1.09,0.5,0.0,0.0,60
TSLA,430.89,1,True,True,4.091386,False,Varsayılan,2026-05-12 15:00,True,False,False,False,0,0.44,4.64,5,1.9,10.66,neutral,2.22,1.5,2.0,2.36,high_liquidity,3,60,0.31,True,1.0,False,0.33,False,False,424.75,451.35,1000,3.33,1.42,0.5,0.0,0.0,42
ADBE,243.675,1,False,False,1.274759,False,Varsayılan,2026-05-12 15:00,True,False,False,False,0,0.24,-5.0,3,-1.28,-5.0,neutral,2.16,1.5,2.0,2.26,high_liquidity,3,60,-16.93,False,0.0,False,0.17,False,False,240.49,251.96,1000,2.6,1.31,0.5,0.0,0.0,7
CRM,174.82,1,False,False,0.948295,False,Varsayılan,2026-05-12 15:00,True,False,False,False,0,0.26,-6.18,3,-1.47,-6.18,neutral,2.07,1.5,2.0,2.12,high_liquidity,3,60,-15.13,False,0.0,False,0.17,False,False,172.45,180.98,1000,2.6,1.36,0.5,0.0,0.0,7
