symbol,price,score,regime,direction,atr,entry_ok,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent
INTU,693.825,1,True,True,2.064259,False,2025-09-29 15:45,False,False,False,False,0,0.22,-0.23,1.01,False,0.67,True,0.5,False,False,689.7,702.08,48,2.0,0.6
TMO,462.085,1,False,False,1.733441,False,2025-09-29 15:45,False,False,False,False,0,0.06,0.04,-1.46,False,0.0,True,0.67,False,False,458.62,469.02,57,2.0,0.75
DVN,36.04,1,True,True,0.180018,False,2025-09-29 15:45,False,False,False,False,0,0.09,-0.08,2.2,False,0.67,True,0.5,False,False,35.68,36.76,555,2.0,1.0
AXP,339.56,1,True,True,1.091853,False,2025-09-29 15:45,False,False,False,False,0,0.3,-0.03,0.47,False,0.67,False,0.33,False,False,337.38,343.93,91,2.0,0.64
QCOM,166.17,1,False,True,0.768468,False,2025-09-29 15:45,False,False,False,False,0,0.06,0.13,0.29,False,0.33,False,0.33,False,False,164.63,169.24,130,2.0,0.92
NEE,75.82,1,True,True,0.265241,False,2025-09-29 15:45,False,False,False,False,0,0.13,0.56,2.42,True,1.0,False,0.33,False,False,75.29,76.88,377,2.0,0.7
DUK,122.32,1,True,True,0.338519,False,2025-09-29 15:45,False,False,False,False,0,0.06,0.58,0.2,False,0.67,True,0.67,False,False,121.64,123.67,295,2.0,0.55
VZ,43.2798,1,False,False,0.079485,False,2025-09-29 15:45,True,False,False,False,0,0.15,-0.13,-0.05,False,0.0,False,0.33,False,False,43.12,43.6,1258,2.0,0.37
WINA,503.99,1,True,True,2.10478,False,2025-09-29 15:30,False,False,False,False,0,1.32,0.59,0.69,True,1.0,True,0.67,False,False,499.78,512.41,47,2.0,0.84
AAPL,253.43,0,True,True,0.705168,False,2025-09-29 15:45,True,False,False,False,0,0.15,-0.16,1.73,False,0.67,False,0.33,True,False,252.02,256.25,141,2.0,0.56
