symbol,price,score,regime,direction,atr,entry_ok,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent
TEAM,162.44,3,False,False,0.685868,False,2025-09-25 19:45,False,True,False,False,1,3.9,-0.06,-2.4,False,0.0,True,0.5,False,False,161.07,165.18,145,2.0,0.84
MRNA,24.621,3,False,False,0.179046,False,2025-09-25 19:45,True,True,False,False,1,2.86,-0.08,-0.76,False,0.0,False,0.17,False,False,24.26,25.34,558,2.0,1.45
AMZN,218.13,2,False,False,0.714555,False,2025-09-25 19:45,True,True,False,False,1,1.98,0.33,-2.45,False,0.0,False,0.33,False,False,216.7,220.99,139,2.0,0.66
MSFT,506.96,2,False,False,1.002863,False,2025-09-25 19:45,False,True,False,False,1,3.15,-0.09,-0.21,False,0.0,False,0.33,True,False,504.95,510.97,99,2.0,0.4
CRM,240.98,2,False,False,0.837282,False,2025-09-25 19:45,False,True,False,False,1,3.18,0.24,-0.74,False,0.0,False,0.33,False,False,239.31,244.33,119,2.0,0.69
ORCL,291.23,2,False,True,2.204926,False,2025-09-25 19:45,True,True,False,False,1,1.77,-0.46,-1.08,False,0.33,True,0.5,False,False,286.82,300.05,45,2.0,1.51
CRWD,473.09,2,False,True,2.210598,False,2025-09-25 19:45,False,True,False,False,1,3.3,-0.31,0.58,False,0.33,True,0.5,False,False,468.67,481.93,45,2.0,0.93
SHOP,143.46,2,False,False,0.791557,False,2025-09-25 19:45,False,True,False,False,1,2.37,0.13,-1.76,False,0.0,False,0.33,False,False,141.88,146.63,126,2.0,1.1
MARA,16.06,2,False,False,0.18796,False,2025-09-25 19:45,True,True,False,False,1,4.16,-0.77,-2.59,False,0.0,False,0.33,False,False,15.68,16.81,532,2.0,2.34
SOFI,28.125,2,False,True,0.203724,False,2025-09-25 19:45,True,True,False,False,1,1.78,-0.69,0.39,False,0.33,False,0.33,False,False,27.72,28.94,490,2.0,1.45
LLY,714.68,2,False,False,2.846897,False,2025-09-25 19:45,False,True,False,False,1,2.73,-0.05,-2.14,False,0.0,False,0.33,False,False,708.99,726.07,35,2.0,0.8
DIA,459.4,2,False,True,0.686986,False,2025-09-25 19:45,False,True,False,False,1,2.53,0.05,-0.16,False,0.33,True,0.5,False,False,458.03,462.15,145,2.0,0.3
XLY,236.28,2,False,True,0.491386,False,2025-09-25 19:45,False,True,False,False,1,2.86,-0.01,-0.58,False,0.33,False,0.33,False,False,235.3,238.25,203,2.0,0.42
SAP,262.44,2,False,False,0.62066,False,2025-09-25 19:45,False,True,False,False,1,4.29,0.11,-0.14,False,0.0,True,0.67,False,False,261.2,264.92,161,2.0,0.47
REGN,555.58,2,False,False,2.531058,False,2025-09-25 19:45,False,True,False,False,1,4.51,0.07,-1.91,False,0.0,False,0.33,False,False,550.52,565.7,39,2.0,0.91
GE,297.11,2,True,True,0.984313,False,2025-09-25 19:45,False,True,False,False,1,2.66,0.0,0.84,False,0.67,False,0.33,False,False,295.14,301.05,101,2.0,0.66
BA,213.48,2,False,False,0.744015,False,2025-09-25 19:45,False,True,False,False,1,2.99,-0.13,-0.61,False,0.0,False,0.33,False,False,211.99,216.46,134,2.0,0.7
HON,207.76,2,False,False,0.434952,False,2025-09-25 19:45,False,True,False,False,1,5.05,0.05,-0.67,False,0.0,False,0.17,False,False,206.89,209.5,229,2.0,0.42
BETR,55.89,2,True,True,1.568633,False,2025-09-25 19:45,False,True,False,True,2,1.83,-2.17,21.44,False,0.67,True,0.5,False,False,52.75,62.16,63,2.0,5.61
TSLA,423.23,1,True,True,2.639357,False,2025-09-25 19:45,True,False,False,False,0,1.33,-0.59,1.7,False,0.67,False,0.33,False,False,417.95,433.79,37,2.0,1.25
ASST,2.735,1,False,False,0.054133,False,2025-09-25 19:45,True,True,False,False,1,4.23,0.0,-23.82,False,0.0,False,0.17,False,False,2.63,2.95,1847,2.0,3.96
AAPL,256.94,1,True,True,0.904044,False,2025-09-25 19:45,True,False,False,False,0,1.23,0.26,2.19,True,1.0,True,0.5,True,False,255.13,260.56,110,2.0,0.7
GOOGL,245.79,1,False,True,0.861931,False,2025-09-25 19:45,True,True,False,False,1,3.03,-0.1,-0.48,False,0.33,True,0.67,True,False,244.07,249.24,116,2.0,0.7
META,748.91,1,False,False,2.334294,False,2025-09-25 19:45,False,True,False,False,1,2.73,-0.15,-1.1,False,0.0,False,0.17,False,False,744.24,758.25,42,2.0,0.62
NVDA,177.68,1,True,True,0.840771,False,2025-09-25 19:45,True,True,False,False,1,1.59,0.39,0.32,False,0.67,True,0.67,True,False,176.0,181.04,118,2.0,0.95
AMD,161.28,1,True,True,0.880027,False,2025-09-25 19:45,True,True,False,False,1,1.8,0.35,0.42,True,1.0,True,0.67,False,False,159.52,164.8,113,2.0,1.09
NFLX,1207.6,1,False,False,3.120692,False,2025-09-25 19:45,False,True,False,False,1,3.31,-0.06,-0.47,False,0.0,True,0.67,False,False,1201.36,1220.08,32,2.0,0.52
SMCI,46.22,1,True,True,0.434865,False,2025-09-25 19:45,True,True,False,False,1,2.62,-0.75,0.75,False,0.67,True,0.5,False,False,45.35,47.96,229,2.0,1.88
AVGO,336.11,1,False,True,1.771516,False,2025-09-25 19:45,True,True,False,False,1,7.01,0.34,-1.55,False,0.33,True,0.83,False,False,332.57,343.2,56,2.0,1.05
SNOW,221.68,1,False,True,0.988459,False,2025-09-25 19:45,False,True,False,False,1,3.58,-0.05,-0.39,False,0.33,True,0.5,False,False,219.7,225.63,101,2.0,0.89
ARM,140.57,1,False,False,0.739904,False,2025-09-25 19:45,False,True,False,False,1,3.74,0.37,-2.05,False,0.0,True,0.67,False,False,139.09,143.53,135,2.0,1.05
PLTR,179.103,1,True,True,1.213705,False,2025-09-25 19:45,True,False,False,False,0,0.59,-0.85,1.77,False,0.67,False,0.17,False,False,176.68,183.96,82,2.0,1.36
NOW,918.37,1,False,False,3.480076,False,2025-09-25 19:45,False,True,False,False,1,4.49,-0.34,-1.02,False,0.0,False,0.17,False,False,911.41,932.29,28,2.0,0.76
ADBE,354.15,1,False,False,1.157614,False,2025-09-25 19:45,False,True,False,False,1,2.65,0.35,-0.78,False,0.0,True,0.5,False,False,351.83,358.78,86,2.0,0.65
VEEV,279.98,1,True,True,0.993433,False,2025-09-25 19:45,False,True,False,False,1,3.91,0.78,0.08,True,1.0,True,1.0,False,False,277.99,283.95,100,2.0,0.71
WDAY,242.75,1,True,True,0.792001,False,2025-09-25 19:45,False,True,False,False,1,3.37,0.23,1.67,True,1.0,True,0.67,False,False,241.17,245.92,126,2.0,0.65
ZM,83.98,1,True,True,0.259269,False,2025-09-25 19:45,False,True,False,False,1,3.91,0.1,-0.6,True,1.0,True,0.67,False,False,83.46,85.02,385,2.0,0.62
FTNT,83.195,1,True,True,0.274388,False,2025-09-25 19:45,False,True,False,False,1,3.8,-0.07,0.61,False,0.67,True,0.5,False,False,82.65,84.29,364,2.0,0.66
OKTA,91.2,1,False,False,0.387717,False,2025-09-25 19:45,False,True,False,False,1,2.7,-0.1,-0.66,False,0.33,True,0.83,False,False,90.42,92.75,257,2.0,0.85
DDOG,136.58,1,False,True,0.572501,False,2025-09-25 19:45,False,True,False,False,1,4.33,-0.21,-0.31,False,0.67,True,0.67,False,False,135.43,138.87,174,2.0,0.84
NET,218.22,1,False,True,1.247535,False,2025-09-25 19:45,False,True,False,False,1,4.32,-0.1,-0.88,False,0.33,True,0.5,False,False,215.72,223.21,80,2.0,1.14
ADP,288.89,1,False,False,0.754049,False,2025-09-25 19:45,False,True,False,False,1,3.95,0.14,-0.41,False,0.0,True,0.67,False,False,287.38,291.91,132,2.0,0.52
MDB,315.33,1,False,True,1.355197,False,2025-09-25 19:45,False,True,False,False,1,3.23,0.26,-1.27,False,0.33,True,0.83,False,False,312.62,320.75,73,2.0,0.86
INTU,692.75,1,True,True,1.886885,False,2025-09-25 19:45,False,True,False,False,1,3.61,0.4,0.86,True,1.0,True,0.83,False,False,688.98,700.3,52,2.0,0.54
COIN,306.82,1,False,False,2.231318,False,2025-09-25 19:45,False,True,False,False,1,1.97,-0.8,-2.51,False,0.0,False,0.17,False,False,302.36,315.75,44,2.0,1.45
RBLX,132.03,1,False,True,0.80639,False,2025-09-25 19:45,False,True,False,False,1,4.54,-0.82,-0.72,False,0.33,False,0.33,False,False,130.42,135.26,124,2.0,1.22
ZS,286.73,1,True,True,1.09781,False,2025-09-25 19:45,False,True,False,False,1,3.94,-0.16,-0.11,False,0.67,True,0.5,False,False,284.53,291.12,91,2.0,0.77
ABNB,121.75,1,False,False,0.385106,False,2025-09-25 19:45,False,True,False,False,1,3.93,-0.24,-0.92,False,0.0,False,0.17,False,False,120.98,123.29,259,2.0,0.63
PANW,202.229,1,False,True,0.839088,False,2025-09-25 19:45,False,True,False,False,1,3.29,-0.2,-0.24,False,0.33,False,0.33,False,False,200.55,205.59,119,2.0,0.83
UBER,97.59,1,True,True,0.326436,False,2025-09-25 19:45,False,True,False,False,1,2.22,-0.11,0.3,False,0.67,True,0.5,False,False,96.94,98.9,306,2.0,0.67
RIOT,16.74,1,False,True,0.212747,False,2025-09-25 19:45,True,False,False,False,0,0.84,-0.62,0.11,False,0.33,False,0.33,False,False,16.31,17.59,470,2.0,2.54
MSTR,300.665,1,False,False,2.930905,False,2025-09-25 19:45,True,True,False,False,1,2.49,-0.33,-4.54,False,0.0,False,0.17,False,False,294.8,312.39,34,2.0,1.95
LCID,23.05,1,True,True,0.197273,False,2025-09-25 19:45,False,True,False,True,2,2.01,-0.43,4.88,True,1.0,True,0.83,False,False,22.66,23.84,506,2.0,1.71
RIVN,15.75,1,True,True,0.141814,False,2025-09-25 19:45,True,True,False,True,2,1.77,-0.69,4.08,True,1.0,True,0.5,False,False,15.47,16.32,705,2.0,1.8
BNTX,98.07,1,False,False,0.34101,False,2025-09-25 19:45,False,True,False,False,1,4.38,-0.2,-0.21,False,0.0,False,0.33,False,False,97.39,99.43,293,2.0,0.7
UNH,345.7,1,True,True,1.208701,False,2025-09-25 19:45,False,True,False,False,1,2.44,-0.35,0.9,False,0.67,False,0.17,False,False,343.28,350.53,82,2.0,0.7
JNJ,177.745,1,True,True,0.347347,False,2025-09-25 19:45,False,True,False,False,1,3.2,0.26,0.14,True,1.0,True,0.83,False,False,177.05,179.13,287,2.0,0.39
PFE,23.605,1,False,False,0.063124,False,2025-09-25 19:45,True,True,False,False,1,3.04,-0.34,-0.92,False,0.0,False,0.0,False,False,23.48,23.86,1584,2.0,0.53
MRK,77.58,1,False,False,0.223466,False,2025-09-25 19:45,True,True,False,False,1,2.8,-0.42,-2.07,False,0.0,False,0.17,False,False,77.13,78.47,447,2.0,0.58
ABBV,218.54,1,False,True,0.64189,False,2025-09-25 19:45,False,True,False,False,1,4.29,-0.3,-0.17,False,0.33,False,0.33,False,False,217.26,221.11,155,2.0,0.59
DHR,181.44,1,False,False,0.728068,False,2025-09-25 19:45,True,True,False,False,1,2.05,0.32,-2.69,False,0.0,False,0.17,False,False,179.98,184.35,137,2.0,0.8
TMO,459.08,1,False,False,1.688439,False,2025-09-25 19:45,False,True,False,False,1,2.63,0.17,-1.79,False,0.0,False,0.17,False,False,455.7,465.83,59,2.0,0.74
ISRG,438.05,1,False,False,1.527645,False,2025-09-25 19:45,False,True,False,False,1,2.52,-0.04,-0.39,False,0.0,False,0.33,False,False,434.99,444.16,65,2.0,0.7
CVS,74.605,1,False,True,0.279179,False,2025-09-25 19:45,False,True,False,False,1,3.56,-0.35,0.36,False,0.33,False,0.33,False,False,74.05,75.72,358,2.0,0.75
JPM,313.44,1,True,True,0.720694,False,2025-09-25 19:45,False,True,False,False,1,3.04,0.05,0.57,True,1.0,False,0.33,False,False,312.0,316.32,138,2.0,0.46
BAC,51.835,1,True,True,0.118359,False,2025-09-25 19:45,True,True,False,False,1,3.51,-0.02,0.35,False,0.67,False,0.33,False,False,51.6,52.31,844,2.0,0.46
GS,795.06,1,False,True,2.399472,False,2025-09-25 19:45,False,True,False,False,1,2.97,0.19,0.06,False,0.33,True,0.67,False,False,790.26,804.66,41,2.0,0.6
WFC,84.31,1,True,True,0.227277,False,2025-09-25 19:45,False,True,False,False,1,4.26,0.43,0.67,True,1.0,True,0.67,False,False,83.86,85.22,439,2.0,0.54
SCHW,94.79,1,True,True,0.239388,False,2025-09-25 19:45,False,True,False,False,1,2.87,0.23,0.43,True,1.0,True,0.67,False,False,94.31,95.75,417,2.0,0.51
MS,158.95,1,True,True,0.436434,False,2025-09-25 19:45,False,True,False,False,1,3.77,0.26,0.16,False,0.67,True,0.67,False,False,158.08,160.7,229,2.0,0.55
XOM,115.6,1,True,True,0.270325,False,2025-09-25 19:45,True,True,False,False,1,4.32,0.29,0.9,True,1.0,True,0.83,False,False,115.06,116.68,369,2.0,0.47
C,102.11,1,True,True,0.290718,False,2025-09-25 19:45,False,True,False,False,1,3.17,0.15,0.3,False,0.67,True,0.67,False,False,101.53,103.27,343,2.0,0.57
CVX,160.73,1,True,True,0.39212,False,2025-09-25 19:45,False,True,False,False,1,3.73,0.18,0.79,True,1.0,True,0.83,False,False,159.95,162.3,255,2.0,0.49
COP,96.81,1,True,True,0.290506,False,2025-09-25 19:45,True,True,False,False,1,3.27,0.01,1.64,True,1.0,True,0.67,False,False,96.23,97.97,344,2.0,0.6
SLB,34.589,1,False,False,0.118233,False,2025-09-25 19:45,True,True,False,False,1,4.42,0.51,-0.36,False,0.0,True,0.83,False,False,34.35,35.06,845,2.0,0.68
DVN,35.76,1,True,True,0.122938,False,2025-09-25 19:45,False,True,False,False,1,3.41,0.52,1.31,True,1.0,True,0.83,False,False,35.51,36.25,813,2.0,0.69
OXY,46.985,1,True,True,0.1406,False,2025-09-25 19:45,False,True,False,False,1,4.0,0.35,0.45,True,1.0,True,0.83,False,False,46.7,47.55,711,2.0,0.6
EOG,117.295,1,False,False,0.370904,False,2025-09-25 19:45,False,True,False,False,1,4.56,0.16,-0.33,False,0.33,True,1.0,False,False,116.55,118.78,269,2.0,0.63
FSLR,223.0,1,True,True,1.570137,False,2025-09-25 19:45,False,True,False,False,1,2.21,-0.73,2.37,True,1.0,True,0.83,False,False,219.86,229.28,63,2.0,1.41
EQT,53.92,1,True,True,0.274177,False,2025-09-25 19:45,True,True,False,True,2,3.4,-0.15,3.56,True,1.0,True,0.5,False,False,53.37,55.02,364,2.0,1.02
ENPH,37.08,1,False,False,0.27098,False,2025-09-25 19:45,False,True,False,False,1,6.92,0.54,-2.27,False,0.0,True,0.67,False,False,36.54,38.16,369,2.0,1.46
V,334.98,1,False,False,0.892731,False,2025-09-25 19:45,False,True,False,False,1,4.28,-0.18,-0.76,False,0.0,False,0.17,False,False,333.19,338.55,112,2.0,0.53
PYPL,66.76,1,False,False,0.234863,False,2025-09-25 19:45,False,True,False,False,1,3.37,0.0,-0.65,False,0.0,False,0.17,False,False,66.29,67.7,425,2.0,0.7
MA,567.09,1,False,False,1.27224,False,2025-09-25 19:45,False,True,False,False,1,3.99,-0.05,-1.5,False,0.0,True,0.5,False,False,564.55,572.18,78,2.0,0.45
AXP,340.18,1,True,True,0.983024,False,2025-09-25 19:45,False,True,False,False,1,3.43,0.16,0.47,False,0.67,True,0.67,False,False,338.21,344.11,101,2.0,0.58
QQQ,593.55,1,False,True,1.241788,False,2025-09-25 19:45,True,True,False,False,1,1.57,0.07,0.02,False,0.33,True,0.67,True,False,591.07,598.52,80,2.0,0.42
SPY,657.95,1,False,True,1.102222,False,2025-09-25 19:45,True,True,False,False,1,2.01,0.06,-0.18,False,0.33,True,0.67,True,False,655.75,662.36,90,2.0,0.34
IWM,239.3,1,False,True,0.592884,False,2025-09-25 19:45,True,True,False,False,1,2.61,0.11,-0.37,False,0.33,True,0.67,False,False,238.11,241.67,168,2.0,0.5
XLK,277.99,1,True,True,0.703143,False,2025-09-25 19:45,True,True,False,False,1,2.18,0.15,0.42,False,0.67,True,0.67,False,False,276.58,280.8,142,2.0,0.51
