symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric,composite_score
DAVE,249.68,1,True,True,2.456262,False,Varsayılan,2026-05-08 18:15,True,False,False,True,1,0.48,-5.36,5,-0.95,-8.42,neutral,1.94,1.5,1.6,2.17,mid_liquidity,3,60,13.3,False,0.67,True,0.83,False,False,243.54,265.65,1000,2.6,2.46,0.5,0.0,0.0,55
GCMG,11.28,1,True,True,0.070284,False,Varsayılan,2026-05-08 18:15,True,False,False,False,0,0.39,0.18,1,0.44,1.08,neutral,2.13,1.5,1.6,2.48,mid_liquidity,3,60,-3.69,True,1.0,True,0.67,False,False,11.17,11.63,1000,3.33,0.93,0.5,0.0,0.0,46
BULL,7.0601,1,False,True,0.051186,False,Varsayılan,2026-05-08 18:15,True,False,False,False,0,0.53,-3.68,1,-0.66,-2.08,neutral,2.33,1.5,2.0,2.56,high_liquidity,3,60,-25.14,False,0.33,True,0.67,False,False,6.93,7.39,1000,2.6,1.81,0.5,0.0,0.0,27
BETR,30.7407,2,False,False,0.579914,False,Varsayılan,2026-05-08 18:15,True,False,False,True,1,1.31,-27.55,3,-2.14,-27.55,bearish,1.91,1.5,1.6,2.12,mid_liquidity,3,60,7.5,False,0.0,True,0.5,False,False,29.29,34.51,1000,2.6,4.72,0.5,0.0,0.0,27
CLOV,2.95,1,True,True,0.032456,False,Varsayılan,2026-05-08 18:15,False,False,True,False,1,0.88,13.03,3,2.06,13.03,bullish,1.97,1.5,2.0,1.95,high_liquidity,3,60,-9.32,True,1.0,True,0.5,False,False,2.9,3.11,1000,3.33,1.65,0.5,0.0,0.0,55
LMND,55.085,1,False,False,0.535966,False,Varsayılan,2026-05-08 18:15,True,False,False,False,0,0.44,-3.65,3,-0.3,-3.65,neutral,2.24,1.5,2.0,2.41,high_liquidity,3,60,2.56,False,0.33,True,0.5,False,False,53.75,58.57,1000,2.6,2.43,0.5,0.0,0.0,15
ROOT,56.91,2,False,True,0.842841,False,Varsayılan,2026-05-08 18:15,True,False,False,False,0,0.95,3.66,3,0.53,3.66,neutral,2.15,1.5,1.6,2.52,mid_liquidity,3,60,-24.64,False,0.67,True,1.0,False,False,55.65,61.12,1000,3.33,2.22,0.5,0.0,0.0,40
OPEN,5.005,1,False,False,0.073292,False,Varsayılan,2026-05-08 18:15,True,False,False,False,0,1.18,-4.32,1,-1.36,-5.94,neutral,2.11,1.5,2.0,2.18,high_liquidity,3,60,1.85,False,0.0,False,0.17,False,False,4.82,5.48,1000,2.6,3.66,0.5,0.0,0.0,7
OPFI,9.325,2,False,True,0.084717,False,Varsayılan,2026-05-08 18:15,True,False,False,False,0,0.88,-4.36,1,-2.64,-5.71,bearish,1.97,1.5,1.6,2.22,mid_liquidity,3,60,-6.1,False,0.33,False,0.33,False,False,9.2,9.75,1000,3.33,1.36,0.5,0.0,0.0,29
UPWK,8.55,1,False,False,0.171488,False,Varsayılan,2026-05-08 18:15,True,True,False,False,1,3.02,-17.07,1,-4.56,-19.42,bearish,2.17,1.5,2.0,2.29,high_liquidity,3,60,-19.76,False,0.0,False,0.17,False,False,8.12,9.66,1000,2.6,5.01,0.5,0.0,0.0,18
