symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric
NAMI,0.6457,1,False,True,0.02509,False,Varsayılan,2026-04-16 13:45,False,False,False,False,0,0.28,28.12,1,2.02,17.4,neutral,2.2,1.5,1.4,2.73,low_liquidity,3,60,-43.12,False,0.67,True,0.83,False,False,0.58,0.81,1000,2.6,9.71,0.5,0.0,0.0
AACG,1.0,3,False,True,0.035053,False,Varsayılan,2026-04-15 19:30,False,True,False,False,1,2.46,-3.85,1,1.31,5.26,neutral,2.05,1.5,1.4,2.49,low_liquidity,3,60,-8.96,False,0.67,True,0.5,False,False,0.95,1.18,1000,3.33,5.26,0.5,0.0,0.0
SCOR,7.9,2,True,True,0.136076,False,Varsayılan,2026-04-16 13:30,False,False,True,True,2,0.96,6.33,1,2.72,10.34,bullish,1.94,1.5,1.4,2.29,low_liquidity,3,60,3.77,True,1.0,True,0.83,False,True,7.7,8.58,1000,3.33,2.58,0.5,0.0,0.0
YQ,1.83,2,False,False,0.066581,False,Varsayılan,2026-04-16 13:30,False,False,False,False,0,0.49,-0.71,1,1.03,3.39,neutral,2.11,1.5,1.4,2.59,low_liquidity,3,60,-17.17,False,0.0,True,0.67,False,False,1.66,2.26,1000,2.6,9.1,0.5,0.0,0.0
TDTH,0.0975,1,False,False,0.002679,False,Varsayılan,2026-04-16 13:45,False,False,False,False,0,0.35,-8.02,5,-0.64,-17.37,neutral,2.29,1.5,2.0,2.49,high_liquidity,3,60,-61.25,False,0.0,True,0.5,False,False,0.09,0.11,1000,2.6,6.87,0.5,0.0,0.0
CREG,0.6999,2,False,False,0.026046,False,Varsayılan,2026-04-16 13:45,False,False,False,False,0,0.01,-1.42,5,2.49,105.85,neutral,2.54,1.5,2.0,2.89,high_liquidity,3,60,-59.33,False,0.67,False,0.33,False,False,0.63,0.87,1000,2.6,9.3,0.5,0.0,0.0
EPOW,0.82,1,False,True,0.018839,False,Varsayılan,2026-04-16 13:45,False,False,False,False,0,0.06,7.75,3,0.72,7.75,neutral,2.36,1.5,1.4,3.0,low_liquidity,3,60,-11.37,False,0.67,True,0.67,False,False,0.77,0.94,1000,2.6,5.74,0.5,0.0,0.0
SGRP,0.6299,2,False,False,0.014881,False,Varsayılan,2026-04-16 13:30,False,False,True,False,1,0.04,21.13,3,3.91,21.13,bullish,2.33,1.5,1.4,2.96,low_liquidity,3,60,-25.93,False,0.33,True,0.83,False,False,0.59,0.73,1000,2.6,5.91,0.5,0.0,0.0
SWVL,1.56,2,False,False,0.033767,False,Varsayılan,2026-04-16 13:30,False,False,False,False,0,0.81,3.7,5,2.02,14.07,neutral,2.14,1.5,1.4,2.64,low_liquidity,3,60,-37.53,False,0.67,True,0.83,False,False,1.48,1.78,1000,2.6,5.41,0.5,0.0,0.0
EDTK,1.04,1,True,True,0.022894,False,Varsayılan,2026-04-16 13:30,False,False,False,False,0,0.23,4.0,1,1.44,4.0,neutral,2.14,1.5,1.4,2.64,low_liquidity,3,60,-0.48,True,1.0,True,0.5,False,False,0.98,1.19,1000,2.6,5.5,0.5,0.0,0.0
