symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric
ARWR,75.6498,1,True,True,0.995361,False,Varsayılan,2026-05-08 14:15,True,False,False,True,1,0.32,0.96,1,-1.11,-2.95,neutral,2.1,1.5,2.0,2.17,high_liquidity,3,60,28.13,False,0.67,False,0.33,False,False,74.16,80.63,1000,3.33,1.97,0.5,0.0,0.0
IBRX,7.7797,1,True,True,0.105542,False,Varsayılan,2026-05-08 14:15,True,False,False,True,1,0.17,2.63,5,0.33,9.42,neutral,2.32,1.5,2.0,2.54,high_liquidity,3,60,39.76,True,1.0,True,0.83,False,False,7.62,8.31,1000,3.33,2.03,0.5,0.0,0.0
PRAX,333.2,1,True,True,5.059411,False,Varsayılan,2026-05-08 14:15,True,False,False,True,1,0.1,-0.03,5,0.44,2.78,neutral,1.89,1.5,1.6,2.08,mid_liquidity,3,60,35.71,True,1.0,True,0.83,False,False,320.55,366.09,1000,2.6,3.8,0.5,0.0,0.0
HALO,65.41,2,False,False,0.360083,False,Varsayılan,2026-05-08 14:15,True,False,False,False,0,0.09,-0.7,5,0.9,2.27,neutral,2.04,1.5,2.0,2.06,high_liquidity,3,60,-0.32,False,0.0,True,0.67,False,False,64.51,67.75,1000,2.6,1.38,0.5,0.0,0.0
CYTK,76.52,2,True,True,0.746464,True,Varsayılan,2026-05-08 14:15,True,False,True,True,2,0.08,-0.74,5,2.62,20.79,bullish,2.41,1.5,2.0,2.68,high_liquidity,3,60,10.56,True,1.0,True,0.67,False,True,75.4,80.25,1000,3.33,1.46,0.5,0.0,0.0
PCVX,52.9,1,True,False,0.754682,False,Varsayılan,2026-05-08 14:15,True,False,False,True,1,0.12,-4.92,5,-1.33,-7.08,neutral,2.16,1.5,2.0,2.27,high_liquidity,3,60,8.47,False,0.33,True,0.5,False,False,51.01,57.81,1000,2.6,3.57,0.5,0.0,0.0
ICLR,121.8,1,False,True,1.140096,False,Varsayılan,2026-05-08 14:15,True,False,False,False,0,0.07,0.4,5,0.61,7.93,neutral,2.57,1.5,2.0,2.95,high_liquidity,3,60,-20.42,False,0.33,True,0.5,False,False,120.09,127.5,1000,3.33,1.4,0.5,0.0,0.0
KRYS,297.59,2,True,True,2.745722,True,Varsayılan,2026-05-08 14:15,True,False,True,True,2,0.22,4.58,5,2.54,11.86,bullish,2.12,1.5,1.6,2.47,mid_liquidity,3,60,15.21,True,1.0,True,0.5,False,True,293.47,311.32,1000,3.33,1.38,0.5,0.0,0.0
RGEN,121.53,1,False,False,1.336587,False,Varsayılan,2026-05-08 14:00,True,False,False,False,0,0.12,-3.25,1,-1.2,-3.88,neutral,2.12,1.5,2.0,2.2,high_liquidity,3,60,-8.05,False,0.0,False,0.33,False,False,118.19,130.22,1000,2.6,2.75,0.5,0.0,0.0
BTSG,53.465,1,True,True,0.404974,False,Varsayılan,2026-05-08 14:15,True,False,False,True,1,0.03,3.94,3,0.51,3.94,neutral,2.16,1.5,2.0,2.27,high_liquidity,3,60,24.58,True,1.0,True,0.5,False,False,52.86,55.49,1000,3.33,1.14,0.5,0.0,0.0
NUVL,107.27,2,True,True,0.993296,True,Varsayılan,2026-05-08 14:15,True,False,True,True,2,0.14,5.72,1,2.34,4.76,bullish,1.94,1.5,1.6,2.16,mid_liquidity,3,60,5.7,True,1.0,True,0.67,False,True,105.78,112.24,1000,3.33,1.39,0.5,0.0,0.0
KYMR,85.415,1,True,True,0.749558,False,Varsayılan,2026-05-08 14:00,True,False,False,True,1,0.07,3.27,5,0.93,5.83,neutral,1.82,1.5,1.6,1.97,mid_liquidity,3,60,18.06,True,1.0,True,1.0,False,False,83.54,90.29,1000,2.6,2.19,0.5,0.0,0.0
BLTE,156.99,1,True,False,1.20146,False,Varsayılan,2026-05-08 14:00,False,False,False,True,1,0.03,1.69,3,0.49,1.69,neutral,1.93,1.5,1.4,2.29,low_liquidity,3,60,20.21,False,0.67,True,1.0,False,False,153.99,164.8,1000,2.6,1.91,0.5,0.0,0.0
RYTM,95.61,2,True,True,0.734274,True,Varsayılan,2026-05-08 14:15,True,False,True,False,1,0.12,3.57,5,2.67,16.87,bullish,2.22,1.5,1.6,2.64,mid_liquidity,3,60,-1.91,True,1.0,True,0.5,False,True,94.51,99.28,1000,3.33,1.15,0.5,0.0,0.0
GRFS,8.02,1,False,False,0.06511,False,Varsayılan,2026-05-08 14:15,True,False,False,False,0,0.45,-3.02,3,-0.65,-3.02,neutral,2.05,1.5,1.6,2.35,mid_liquidity,3,60,-4.4,False,0.0,False,0.17,False,False,7.86,8.44,1000,2.6,2.03,0.5,0.0,0.0
COGT,34.93,1,True,False,0.270535,False,Varsayılan,2026-05-08 14:15,True,False,False,True,1,0.08,-5.54,3,-1.46,-5.54,neutral,2.11,1.5,2.0,2.19,high_liquidity,3,60,23.22,False,0.33,True,0.5,False,False,34.25,36.69,1000,2.6,1.94,0.5,0.0,0.0
PTCT,73.23,2,True,True,1.17488,True,Varsayılan,2026-05-08 14:15,True,False,True,True,2,0.66,12.59,1,4.48,13.55,bullish,1.98,1.5,2.0,1.97,high_liquidity,3,60,4.23,True,1.0,True,0.5,False,True,71.47,79.1,1000,3.33,2.41,0.5,0.0,0.0
OPCH,20.67,0,False,False,0.154796,False,Varsayılan,2026-05-08 14:15,True,False,False,False,0,0.1,-2.96,5,0.83,3.2,neutral,2.5,1.5,2.0,2.83,high_liquidity,3,60,-8.2,False,0.0,True,0.5,False,False,20.28,21.68,1000,2.6,1.87,0.5,0.0,0.0
CAI,15.99,2,False,False,0.464831,False,Varsayılan,2026-05-08 14:15,True,False,False,False,0,1.28,-15.62,1,-4.18,-19.41,bearish,2.05,1.5,2.0,2.09,high_liquidity,3,60,-17.96,False,0.0,False,0.0,False,False,14.83,19.01,1000,2.6,7.27,0.5,0.0,0.0
RDNT,57.23,1,False,False,0.579465,False,Varsayılan,2026-05-08 14:15,True,False,False,False,0,0.08,-3.03,3,-0.46,-3.03,neutral,2.08,1.5,1.6,2.4,mid_liquidity,3,60,-8.73,False,0.0,True,0.5,False,False,55.78,61.0,1000,2.6,2.53,0.5,0.0,0.0
IMVT,28.14,1,True,True,0.209352,False,Varsayılan,2026-05-08 14:15,True,False,False,True,1,0.05,1.08,1,1.12,3.38,neutral,2.07,1.5,2.0,2.11,high_liquidity,3,60,11.41,True,1.0,True,0.67,False,False,27.62,29.5,1000,2.6,1.86,0.5,0.0,0.0
MIRM,107.35,3,True,True,1.708507,True,Varsayılan,2026-05-08 14:00,True,False,False,True,1,0.78,1.46,5,1.55,11.21,neutral,2.08,1.5,1.6,2.41,mid_liquidity,3,60,17.24,True,1.0,True,1.0,False,True,104.79,115.89,1000,3.33,2.39,0.5,0.0,0.0
ALKS,35.79,2,True,True,0.192645,True,Varsayılan,2026-05-08 14:15,True,False,False,True,1,0.11,-1.27,5,1.01,7.22,neutral,2.37,1.5,2.0,2.61,high_liquidity,3,60,5.84,True,1.0,True,0.67,False,True,35.5,36.75,1000,3.33,0.81,0.5,0.0,0.0
PTGX,98.495,1,True,True,0.924958,False,Varsayılan,2026-05-08 14:15,True,False,False,True,1,0.06,-0.72,3,-0.5,-0.72,neutral,1.85,1.5,1.6,2.02,mid_liquidity,3,60,18.7,False,0.33,False,0.17,False,False,96.18,104.51,1000,2.6,2.35,0.5,0.0,0.0
CRSP,53.35,1,True,True,0.467676,False,Varsayılan,2026-05-08 14:15,True,False,False,False,0,0.1,1.85,1,0.38,1.77,neutral,2.09,1.5,2.0,2.15,high_liquidity,3,60,-0.96,True,1.0,True,1.0,False,False,52.18,56.39,1000,2.6,2.19,0.5,0.0,0.0
SHC,15.545,1,False,True,0.090685,False,Varsayılan,2026-05-08 14:15,True,False,False,False,0,0.07,1.4,3,0.43,1.4,neutral,2.02,1.5,2.0,2.04,high_liquidity,3,60,-0.42,False,0.33,False,0.33,False,False,15.32,16.13,1000,2.6,1.46,0.5,0.0,0.0
LNTH,92.44,1,True,True,1.03856,False,Varsayılan,2026-05-08 14:15,True,False,False,True,1,0.28,7.71,3,1.59,7.71,neutral,1.95,1.5,1.6,2.18,mid_liquidity,3,60,9.39,True,1.0,True,0.5,False,False,90.88,97.63,1000,3.33,1.69,0.5,0.0,0.0
SRRK,46.7601,1,True,True,0.507609,False,Varsayılan,2026-05-08 14:00,True,False,False,True,1,0.06,-0.8,1,0.18,0.67,neutral,2.43,1.5,2.0,2.72,high_liquidity,3,60,12.09,False,0.67,True,1.0,False,False,45.49,50.06,1000,2.6,2.71,0.5,0.0,0.0
MMSI,61.88,1,False,False,0.451053,False,Varsayılan,2026-05-08 14:00,True,False,False,False,0,0.06,2.38,3,1.26,2.38,neutral,2.06,1.5,2.0,2.1,high_liquidity,3,60,-13.01,False,0.0,False,0.33,False,False,60.75,64.81,1000,2.6,1.82,0.5,0.0,0.0
IRTC,120.175,1,False,False,1.475375,False,Varsayılan,2026-05-08 14:00,True,False,False,False,0,0.14,1.75,1,-1.17,-3.76,neutral,1.93,1.5,1.6,2.16,mid_liquidity,3,60,-10.97,False,0.0,False,0.33,False,False,116.49,129.76,1000,2.6,3.07,0.5,0.0,0.0
CELC,131.39,1,True,True,1.428419,False,Varsayılan,2026-05-08 14:00,True,False,False,True,1,0.05,-7.27,3,-1.58,-7.27,neutral,2.28,1.5,2.0,2.47,high_liquidity,3,60,32.72,False,0.67,True,0.67,False,False,129.25,138.53,1000,3.33,1.63,0.5,0.0,0.0
