symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric,composite_score
AKAM,153.45,2,True,True,1.90071,True,Varsayılan,2026-05-11 19:30,True,False,True,True,2,1.11,25.79,5,3.46,45.07,bullish,2.42,1.5,2.0,2.71,high_liquidity,3,60,12.66,True,1.0,True,0.67,False,True,150.6,162.95,1000,3.33,1.86,0.5,0.0,0.0,73
AIOT,3.29,1,False,False,0.02326,False,Varsayılan,2026-05-11 19:30,False,False,False,False,0,0.7,-0.6,1,-1.0,-3.52,neutral,2.17,1.5,2.0,2.29,high_liquidity,3,60,-20.21,False,0.33,True,0.5,False,False,3.23,3.44,1000,2.6,1.77,0.5,0.0,0.0,15
ADP,211.61,1,False,True,0.718556,False,Varsayılan,2026-05-11 19:30,True,False,False,False,0,0.44,2.13,3,0.62,2.13,neutral,2.07,1.5,2.0,2.12,high_liquidity,3,60,-13.09,False,0.67,True,0.5,False,False,210.53,215.2,1000,3.33,0.51,0.5,0.0,0.0,29
AMBA,79.6025,2,True,True,0.657145,True,Varsayılan,2026-05-11 19:30,True,False,False,False,0,1.15,5.46,5,1.28,12.56,neutral,2.12,1.5,1.6,2.47,mid_liquidity,3,60,-4.56,True,1.0,True,0.67,False,True,78.62,82.89,1000,3.33,1.24,0.5,0.0,0.0,51
ALAB,206.38,1,True,True,2.192942,False,Varsayılan,2026-05-11 19:30,True,False,False,True,1,0.69,-3.52,3,-0.53,-3.52,neutral,2.32,1.5,2.0,2.53,high_liquidity,3,60,11.14,True,1.0,True,0.67,False,False,200.9,220.63,1000,2.6,2.66,0.5,0.0,0.0,56
NMIH,37.64,1,False,False,0.126429,False,Varsayılan,2026-05-11 19:30,True,False,False,False,0,0.32,-1.59,1,-1.94,-3.16,neutral,2.12,1.5,1.6,2.47,mid_liquidity,3,60,0.47,False,0.0,False,0.17,False,False,37.32,38.46,1000,2.6,0.84,0.5,0.0,0.0,7
AFBI,22.46,0,True,True,0.009972,False,Varsayılan,2026-05-11 19:30,False,False,False,True,1,1.26,0.0,5,-0.16,0.13,neutral,2.28,1.5,1.4,2.87,low_liquidity,3,60,6.41,True,1.0,False,0.33,False,False,22.44,22.51,1000,2.75,0.09,0.5,0.0,0.0,47
AAME,2.51,2,False,False,0.023999,False,Varsayılan,2026-05-11 18:15,False,True,False,False,1,1.51,0.0,1,-0.34,-1.18,neutral,1.83,1.5,1.4,2.12,low_liquidity,3,60,0.24,False,0.0,False,0.33,False,False,2.45,2.67,1000,2.6,2.39,0.5,0.0,0.0,26
AIFU,1.6,2,False,True,0.061822,False,Varsayılan,2026-05-11 18:30,False,False,False,False,0,0.79,0.0,5,1.65,16.79,neutral,1.99,1.5,1.4,2.39,low_liquidity,3,60,-57.19,False,0.67,True,0.67,False,False,1.51,1.91,1000,3.33,5.8,0.5,0.0,0.0,36
ACR,21.88,1,True,True,0.127124,False,Varsayılan,2026-05-11 19:15,False,False,False,False,0,0.72,-4.2,1,-2.84,-3.19,bearish,2.21,1.5,1.4,2.76,low_liquidity,3,60,2.13,False,0.67,False,0.17,False,False,21.69,22.52,1000,3.33,0.87,0.5,0.0,0.0,36
ACRE,4.89,1,True,False,0.021175,False,Varsayılan,2026-05-11 19:30,False,False,False,True,1,0.91,-6.32,1,-2.7,-4.86,bearish,1.92,1.5,1.6,2.13,mid_liquidity,3,60,5.49,False,0.33,False,0.0,False,False,4.84,5.03,1000,2.6,1.08,0.5,0.0,0.0,31
AEI,1.9,3,False,True,0.044142,False,Varsayılan,2026-05-11 19:00,False,True,True,False,2,1.77,18.01,5,2.79,26.67,bullish,1.99,1.5,1.4,2.39,low_liquidity,3,60,-10.87,False,0.67,True,0.5,False,False,1.83,2.12,1000,3.33,3.48,0.5,0.0,0.0,62
AFCG,3.18,3,False,True,0.028722,False,Varsayılan,2026-05-11 19:30,False,False,True,False,1,1.08,14.8,3,2.16,14.8,bullish,2.03,1.5,1.6,2.32,mid_liquidity,3,60,-15.68,False,0.67,False,0.33,False,False,3.14,3.32,1000,3.33,1.35,0.5,0.0,0.0,49
AIRE,2.4344,1,False,False,0.063889,False,Varsayılan,2026-05-11 19:30,False,False,False,False,0,1.06,-16.34,1,1.59,9.66,neutral,2.13,1.5,1.4,2.62,low_liquidity,3,60,-45.4,False,0.0,True,0.67,False,False,2.27,2.85,1000,2.6,6.56,0.5,0.0,0.0,13
ACTG,4.655,1,True,False,0.031348,False,Varsayılan,2026-05-11 19:30,False,False,False,True,1,0.98,-8.19,5,-1.81,-9.79,neutral,2.3,1.5,1.4,2.89,low_liquidity,3,60,13.89,False,0.33,True,0.5,False,False,4.58,4.86,1000,2.6,1.68,0.5,0.0,0.0,36
ABAT,3.335,2,False,True,0.042726,False,Varsayılan,2026-05-11 19:30,False,False,False,False,0,1.24,-2.34,1,1.29,5.21,neutral,2.07,1.5,2.0,2.11,high_liquidity,3,60,-2.08,False,0.67,True,0.67,False,False,3.23,3.61,1000,2.6,3.2,0.5,0.0,0.0,36
AMSC,59.25,1,True,True,0.589488,False,Varsayılan,2026-05-11 19:30,True,False,False,True,1,0.64,3.82,1,1.22,7.36,neutral,2.11,1.5,2.0,2.18,high_liquidity,3,60,10.63,True,1.0,True,0.67,False,False,58.37,62.2,1000,3.33,1.49,0.5,0.0,0.0,56
AEP,130.83,1,True,True,0.346064,False,Varsayılan,2026-05-11 19:30,True,False,False,True,1,0.51,-0.56,5,-1.03,-2.11,neutral,2.36,1.5,2.0,2.6,high_liquidity,3,60,8.9,False,0.33,True,0.5,False,False,129.96,133.08,1000,2.6,0.66,0.5,0.0,0.0,47
AFRI,10.01,2,True,True,0.050042,False,Varsayılan,2026-05-11 18:30,False,False,False,False,0,0.95,-1.67,1,-0.97,-1.48,neutral,1.94,1.5,1.4,2.3,low_liquidity,3,60,2.81,False,0.67,False,0.17,False,True,9.88,10.34,1000,2.6,1.25,0.5,0.0,0.0,42
AACG,1.1999,2,True,True,0.027089,False,Varsayılan,2026-05-11 19:00,False,True,False,False,1,2.15,0.83,5,0.74,8.1,neutral,1.98,1.5,1.4,2.37,low_liquidity,3,60,-2.1,True,1.0,True,0.67,False,True,1.13,1.38,1000,2.6,5.64,0.5,0.0,0.0,62
BATRA,53.86,1,True,True,0.21288,False,Varsayılan,2026-05-11 19:30,False,False,False,True,1,0.62,-2.5,1,-1.4,-1.84,neutral,1.95,1.5,1.4,2.32,low_liquidity,3,60,8.26,False,0.67,True,0.67,False,False,53.33,55.24,1000,2.6,0.99,0.5,0.0,0.0,53
BATRK,49.86,1,True,True,0.253862,False,Varsayılan,2026-05-11 19:30,True,False,False,True,1,0.97,-2.41,3,-1.43,-2.41,neutral,2.1,1.5,1.6,2.43,mid_liquidity,3,60,7.95,False,0.67,True,0.5,False,False,49.23,51.51,1000,2.6,1.27,0.5,0.0,0.0,51
SHOP,103.645,2,False,False,0.6352,False,Varsayılan,2026-05-11 19:30,True,False,False,False,0,0.94,-1.7,5,-2.47,-18.74,bearish,2.09,1.5,2.0,2.16,high_liquidity,3,60,-6.56,False,0.0,False,0.33,False,False,102.06,107.77,1000,2.6,1.53,0.5,0.0,0.0,15
APP,474.11,1,False,True,4.10504,False,Varsayılan,2026-05-11 19:30,True,False,False,False,0,0.76,1.13,5,-0.15,-0.19,neutral,2.1,1.5,2.0,2.16,high_liquidity,3,60,-4.33,False,0.67,True,0.67,False,False,467.95,494.64,1000,3.33,1.3,0.5,0.0,0.0,31
INTU,391.395,1,False,False,1.812868,False,Varsayılan,2026-05-11 19:30,True,False,False,False,0,0.52,0.73,5,-0.45,-3.83,neutral,2.12,1.5,2.0,2.2,high_liquidity,3,60,-21.31,False,0.0,True,0.67,False,False,386.86,403.18,1000,2.6,1.16,0.5,0.0,0.0,13
WDC,514.52,1,True,True,4.713319,False,Varsayılan,2026-05-11 19:30,True,False,False,True,1,0.82,6.49,1,1.44,7.19,neutral,2.06,1.5,2.0,2.1,high_liquidity,3,60,55.53,True,1.0,True,0.67,False,False,507.45,538.09,1000,3.33,1.37,0.5,0.0,0.0,56
SNDK,1543.5389,1,True,True,18.68757,False,Varsayılan,2026-05-11 19:30,True,False,False,True,1,0.82,9.52,5,1.03,22.96,neutral,1.99,1.5,2.0,1.99,high_liquidity,3,60,83.74,True,1.0,False,0.33,False,False,1515.51,1636.98,1000,3.33,1.82,0.5,0.0,0.0,53
STX,831.25,1,True,True,6.770386,False,Varsayılan,2026-05-11 19:30,True,False,False,True,1,0.78,5.52,1,1.17,6.03,neutral,2.09,1.5,2.0,2.15,high_liquidity,3,60,52.48,True,1.0,True,0.67,False,False,821.09,865.1,1000,3.33,1.22,0.5,0.0,0.0,56
FER,70.195,2,True,True,0.17706,True,Varsayılan,2026-05-11 19:30,True,False,False,True,1,0.64,-2.09,5,0.85,3.46,neutral,2.2,1.5,2.0,2.33,high_liquidity,3,60,8.11,False,0.67,True,0.67,False,True,69.93,71.08,1000,3.33,0.38,0.5,0.0,0.0,58
CRWV,113.295,1,True,True,1.221462,False,Varsayılan,2026-05-11 19:30,True,False,False,True,1,0.79,-17.86,3,-1.85,-17.86,neutral,2.18,1.5,2.0,2.3,high_liquidity,3,60,9.04,False,0.67,False,0.33,False,False,110.24,121.23,1000,2.6,2.7,0.5,0.0,0.0,49
ERIC,12.39,2,True,True,0.039316,True,Varsayılan,2026-05-11 19:30,True,False,False,True,1,1.21,3.08,1,2.02,4.29,neutral,2.07,1.5,2.0,2.11,high_liquidity,3,60,13.73,True,1.0,True,0.67,False,True,12.33,12.59,1000,3.33,0.48,0.5,0.0,0.0,62
MCHPP,82.21,1,True,True,0.365766,False,Varsayılan,2026-05-11 19:00,False,False,False,True,1,0.07,-5.21,3,-1.37,-5.21,neutral,1.83,1.5,1.4,2.12,low_liquidity,3,60,12.6,False,0.67,False,0.17,False,False,81.66,84.04,1000,3.33,0.67,0.5,0.0,0.0,47
ROP,328.81,0,False,False,1.550355,False,Varsayılan,2026-05-11 19:30,True,False,False,False,0,0.77,-6.12,1,-2.9,-4.23,bearish,2.23,1.5,2.0,2.38,high_liquidity,3,60,-14.58,False,0.0,False,0.17,False,False,324.93,338.89,1000,2.6,1.18,0.5,0.0,0.0,2
CTSH,49.38,0,False,False,0.237624,False,Varsayılan,2026-05-11 19:30,True,False,False,False,0,0.65,-3.8,1,-1.9,-4.45,neutral,2.02,1.5,2.0,2.04,high_liquidity,3,60,-13.44,False,0.0,False,0.17,False,False,48.79,50.92,1000,2.6,1.2,0.5,0.0,0.0,2
STRF,101.108,2,True,True,0.175333,False,Varsayılan,2026-05-11 19:15,False,False,False,False,0,1.16,0.44,1,0.28,0.37,neutral,1.98,1.5,1.4,2.36,low_liquidity,3,60,0.17,True,1.0,True,0.83,False,True,100.67,102.25,1000,2.6,0.43,0.5,0.0,0.0,53
STRC,100.0,1,True,True,0.010145,False,Varsayılan,2026-05-11 19:30,True,True,False,False,1,1.7,0.03,5,-0.65,0.05,neutral,2.31,1.5,2.0,2.51,high_liquidity,3,60,3.93,True,1.0,True,0.5,False,False,99.98,100.05,1000,3.33,0.02,0.5,0.0,0.0,55
ZM,106.405,1,True,True,0.615732,False,Varsayılan,2026-05-11 19:30,True,False,False,True,1,0.62,1.21,1,-0.95,-2.57,neutral,2.31,1.5,2.0,2.51,high_liquidity,3,60,7.1,False,0.67,False,0.33,False,False,105.48,109.48,1000,3.33,0.87,0.5,0.0,0.0,49
GFS,74.84,0,True,True,0.589927,False,Varsayılan,2026-05-11 19:30,True,False,False,True,1,0.47,3.51,5,0.68,10.46,neutral,2.12,1.5,2.0,2.19,high_liquidity,3,60,24.31,True,1.0,True,0.5,False,False,73.96,77.79,1000,3.33,1.18,0.5,0.0,0.0,49
FLEX,145.395,2,True,True,1.325478,True,Varsayılan,2026-05-11 19:30,True,False,True,True,2,0.91,7.92,5,3.88,58.31,bullish,2.6,1.5,2.0,3.0,high_liquidity,3,60,29.22,True,1.0,True,0.67,False,True,143.41,152.02,1000,3.33,1.37,0.5,0.0,0.0,73
NBIS,186.92,2,True,True,2.582515,True,Varsayılan,2026-05-11 19:30,True,False,False,True,1,0.78,-4.19,3,-0.73,-4.19,neutral,1.97,1.5,2.0,1.95,high_liquidity,3,60,35.55,True,1.0,True,0.67,False,True,183.05,199.83,1000,3.33,2.07,0.5,0.0,0.0,62
STRK,78.0201,1,False,True,0.203673,False,Varsayılan,2026-05-11 19:30,False,False,False,False,0,1.21,-0.04,1,-0.49,-0.67,neutral,1.72,1.5,1.4,1.93,low_liquidity,3,60,-4.78,False,0.33,True,0.67,False,False,77.71,79.04,1000,3.33,0.39,0.5,0.0,0.0,27
CRDO,209.3938,2,True,True,2.23261,True,Varsayılan,2026-05-11 19:30,True,False,False,True,1,1.15,5.6,1,1.64,11.08,neutral,2.3,1.5,2.0,2.5,high_liquidity,3,60,16.97,True,1.0,True,0.5,False,True,206.04,220.56,1000,3.33,1.6,0.5,0.0,0.0,60
STRD,76.5151,2,True,True,0.208095,False,Varsayılan,2026-05-11 19:15,False,True,False,False,1,1.63,0.61,5,-0.69,-0.94,neutral,1.89,1.5,1.4,2.22,low_liquidity,3,60,0.94,True,1.0,True,0.5,False,True,75.99,77.87,1000,2.6,0.68,0.5,0.0,0.0,60
NTAP,117.6,2,True,True,0.510765,True,Varsayılan,2026-05-11 19:30,True,False,False,False,0,0.8,5.24,3,1.46,5.24,neutral,2.06,1.5,2.0,2.1,high_liquidity,3,60,0.03,True,1.0,False,0.33,False,True,116.83,120.15,1000,3.33,0.65,0.5,0.0,0.0,47
VRSN,285.75,2,True,True,1.030867,True,Varsayılan,2026-05-11 19:30,True,False,False,True,1,0.72,3.62,3,0.73,3.62,neutral,2.08,1.5,1.6,2.4,mid_liquidity,3,60,4.09,True,1.0,False,0.33,False,True,284.2,290.9,1000,3.33,0.54,0.5,0.0,0.0,58
SMCI,33.825,1,False,True,0.373512,False,Varsayılan,2026-05-11 19:30,True,False,False,False,0,0.7,-2.41,5,1.56,21.15,neutral,2.31,1.5,2.0,2.51,high_liquidity,3,60,-15.48,False,0.33,True,0.5,False,False,33.26,35.69,1000,3.33,1.66,0.5,0.0,0.0,26
PTC,145.29,2,False,True,0.545785,False,Varsayılan,2026-05-11 19:30,True,False,False,False,0,0.52,6.23,3,2.02,6.23,neutral,2.1,1.5,2.0,2.16,high_liquidity,3,60,-11.82,False,0.67,True,0.83,False,False,144.47,148.02,1000,3.33,0.56,0.5,0.0,0.0,38
MTSI,360.085,1,True,True,2.90796,False,Varsayılan,2026-05-11 19:30,True,False,True,True,2,0.88,16.23,5,2.46,23.44,bullish,2.28,1.5,2.0,2.46,high_liquidity,3,60,30.18,True,1.0,True,0.5,False,False,355.72,374.62,1000,3.33,1.21,0.5,0.0,0.0,66
SSNC,67.11,1,False,False,0.228753,False,Varsayılan,2026-05-11 19:30,True,False,False,False,0,0.73,-3.47,1,-1.41,-2.4,neutral,2.19,1.5,2.0,2.31,high_liquidity,3,60,-8.15,False,0.0,False,0.33,False,False,66.54,68.6,1000,2.6,0.85,0.5,0.0,0.0,9
CHKP,115.1,1,False,False,0.587671,False,Varsayılan,2026-05-11 19:30,True,False,False,False,0,0.4,0.73,3,0.52,0.73,neutral,2.05,1.5,2.0,2.09,high_liquidity,3,60,-18.24,False,0.33,True,0.67,False,False,113.63,118.92,1000,2.6,1.28,0.5,0.0,0.0,16
