symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric
AAPL,286.47,2,True,True,1.171951,True,Varsayılan,2026-05-06 14:15,True,False,False,True,1,0.21,2.26,5,1.93,6.03,neutral,1.97,1.5,2.0,1.96,high_liquidity,3,60,4.18,True,1.0,True,0.67,True,True,284.71,292.33,1000,3.33,0.61,0.5,0.0,0.0
MSFT,412.37,1,False,True,1.753918,False,Varsayılan,2026-05-06 14:15,True,False,False,False,0,0.24,-0.5,5,-0.7,-2.85,neutral,2.33,1.5,2.0,2.55,high_liquidity,3,60,-7.17,False,0.33,True,0.83,True,False,407.99,423.77,1000,2.6,1.06,0.5,0.0,0.0
GOOGL,395.115,1,True,True,1.888283,False,Varsayılan,2026-05-06 14:15,True,False,False,True,1,0.26,2.44,5,1.97,12.91,neutral,2.05,1.5,2.0,2.08,high_liquidity,3,60,15.59,True,1.0,True,0.5,True,False,392.28,404.56,1000,3.33,0.72,0.5,0.0,0.0
GOOG,391.605,1,True,True,1.858183,False,Varsayılan,2026-05-06 14:15,True,False,True,True,2,0.25,2.19,5,2.01,12.76,bullish,1.99,1.5,2.0,1.98,high_liquidity,3,60,15.07,True,1.0,True,0.5,False,False,388.82,400.9,1000,3.33,0.71,0.5,0.0,0.0
META,615.5135,1,False,False,3.213285,False,Varsayılan,2026-05-06 14:15,True,False,False,False,0,0.32,1.08,5,-1.26,-8.04,neutral,2.1,1.5,2.0,2.17,high_liquidity,3,60,-2.54,False,0.33,True,0.5,False,False,607.48,636.4,1000,2.6,1.31,0.5,0.0,0.0
AMZN,273.305,0,True,True,1.121947,False,Varsayılan,2026-05-06 14:15,True,False,False,True,1,0.17,1.88,5,0.39,3.9,neutral,2.24,1.5,2.0,2.4,high_liquidity,3,60,5.52,True,1.0,False,0.33,False,False,271.62,278.91,1000,3.33,0.62,0.5,0.0,0.0
NVDA,205.09,1,True,True,1.3051,False,Varsayılan,2026-05-06 14:15,True,False,False,True,1,0.34,3.23,1,1.85,4.25,neutral,2.07,1.5,2.0,2.12,high_liquidity,3,60,7.14,True,1.0,True,0.5,True,False,201.83,213.57,1000,2.6,1.59,0.5,0.0,0.0
TSLA,393.8,2,True,True,2.536232,True,Varsayılan,2026-05-06 14:15,True,False,False,False,0,0.2,0.76,5,1.22,5.63,neutral,2.29,1.5,2.0,2.48,high_liquidity,3,60,-1.03,True,1.0,True,1.0,False,True,390.0,406.48,1000,3.33,0.97,0.5,0.0,0.0
ADBE,251.42,1,False,False,1.6374,False,Varsayılan,2026-05-06 14:15,True,False,False,False,0,0.17,0.28,5,0.74,3.22,neutral,2.16,1.5,2.0,2.27,high_liquidity,3,60,-17.4,False,0.33,False,0.33,False,False,247.33,262.06,1000,2.6,1.63,0.5,0.0,0.0
CRM,184.975,1,False,False,1.166769,False,Varsayılan,2026-05-06 14:15,True,False,False,False,0,0.16,0.63,5,0.51,2.07,neutral,2.08,1.5,2.0,2.13,high_liquidity,3,60,-15.06,False,0.67,True,0.5,False,False,182.06,192.56,1000,2.6,1.58,0.5,0.0,0.0
ORCL,187.28,2,True,True,1.495649,True,Varsayılan,2026-05-06 14:15,True,False,False,False,0,0.24,8.99,5,1.46,14.31,neutral,2.24,1.5,2.0,2.4,high_liquidity,3,60,-11.2,True,1.0,True,0.5,False,True,185.04,194.76,1000,3.33,1.2,0.5,0.0,0.0
INTC,108.245,0,True,True,1.455621,False,Varsayılan,2026-05-06 14:15,True,False,False,True,1,0.35,8.66,5,0.55,14.24,neutral,2.19,1.5,2.0,2.31,high_liquidity,3,60,44.9,True,1.0,False,0.33,False,False,106.06,115.52,1000,3.33,2.02,0.5,0.0,0.0
AMD,408.135,1,True,True,8.316561,False,Varsayılan,2026-05-06 14:15,True,False,True,True,2,0.79,13.22,1,3.31,14.9,bullish,2.02,1.5,2.0,2.03,high_liquidity,3,60,24.21,True,1.0,True,0.5,False,False,395.66,449.72,1000,3.33,3.06,0.5,0.0,0.0
AVGO,421.995,1,True,True,2.734929,False,Varsayılan,2026-05-06 14:15,True,False,False,True,1,0.21,0.01,1,-0.72,-1.42,neutral,2.04,1.5,2.0,2.06,high_liquidity,3,60,12.11,False,0.67,False,0.17,False,False,416.53,437.04,1000,2.75,1.3,0.5,0.0,0.0
QCOM,190.35,1,True,True,2.559758,False,Varsayılan,2026-05-06 14:15,True,False,True,False,1,0.34,7.54,5,2.61,22.02,bullish,2.52,1.5,2.0,2.87,high_liquidity,3,60,-3.59,True,1.0,True,0.83,False,False,186.51,203.15,1000,3.33,2.02,0.5,0.0,0.0
TXN,284.425,0,True,True,1.750393,False,Varsayılan,2026-05-06 14:15,True,False,False,True,1,0.15,1.73,5,0.59,6.18,neutral,2.21,1.5,2.0,2.35,high_liquidity,3,60,14.57,True,1.0,False,0.33,False,False,281.8,293.18,1000,3.33,0.92,0.5,0.0,0.0
MU,635.74,1,True,True,8.36249,False,Varsayılan,2026-05-06 14:15,True,False,False,True,1,0.48,17.25,3,1.84,17.25,neutral,2.08,1.5,2.0,2.14,high_liquidity,3,60,42.38,True,1.0,False,0.33,False,False,623.2,677.55,1000,3.33,1.97,0.5,0.0,0.0
AMAT,421.5,2,True,True,3.457572,True,Varsayılan,2026-05-06 14:15,True,False,False,True,1,0.29,8.33,3,1.28,8.33,neutral,2.06,1.5,2.0,2.09,high_liquidity,3,60,26.56,True,1.0,True,0.5,False,True,416.31,438.79,1000,3.33,1.23,0.5,0.0,0.0
LRCX,291.85,2,True,True,2.920946,True,Varsayılan,2026-05-06 14:15,True,False,False,True,1,0.37,13.68,3,1.98,13.68,neutral,2.24,1.5,2.0,2.4,high_liquidity,3,60,29.48,True,1.0,True,0.5,False,True,287.47,306.45,1000,3.33,1.5,0.5,0.0,0.0
KLAC,1768.395,1,True,True,13.847862,False,Varsayılan,2026-05-06 14:15,True,False,False,True,1,0.17,2.44,5,-0.77,-2.63,neutral,2.13,1.5,2.0,2.22,high_liquidity,3,60,23.59,True,1.0,True,0.67,False,False,1733.78,1858.41,1000,2.6,1.96,0.5,0.0,0.0
SNPS,503.77,1,True,True,2.841539,False,Varsayılan,2026-05-06 14:15,True,False,False,False,0,0.17,3.02,5,0.63,4.69,neutral,2.06,1.5,2.0,2.11,high_liquidity,3,60,-2.79,True,1.0,True,0.5,False,False,499.51,517.98,1000,3.33,0.85,0.5,0.0,0.0
CDNS,352.52,1,True,True,1.828384,False,Varsayılan,2026-05-06 14:15,True,False,False,False,0,0.11,3.4,5,0.99,6.84,neutral,2.18,1.5,2.0,2.29,high_liquidity,3,60,0.07,True,1.0,True,0.5,False,False,349.78,361.66,1000,3.33,0.78,0.5,0.0,0.0
MRVL,167.4,0,True,True,1.911693,False,Varsayılan,2026-05-06 14:15,True,False,False,True,1,0.28,1.49,1,-0.5,-0.8,neutral,2.13,1.5,2.0,2.22,high_liquidity,3,60,30.47,True,1.0,False,0.0,False,False,163.58,177.91,1000,2.75,2.28,0.5,0.0,0.0
ADI,407.0,0,True,True,1.83175,False,Varsayılan,2026-05-06 14:15,True,False,False,True,1,0.15,2.34,5,0.48,4.54,neutral,2.16,1.5,2.0,2.26,high_liquidity,3,60,19.5,True,1.0,True,0.5,False,False,404.25,416.16,1000,3.33,0.68,0.5,0.0,0.0
NXPI,294.5,0,True,True,1.622608,False,Varsayılan,2026-05-06 14:15,True,False,False,True,1,0.1,-0.25,3,-0.27,-0.25,neutral,2.34,1.5,2.0,2.57,high_liquidity,3,60,5.06,True,1.0,True,0.5,False,False,292.07,302.61,1000,3.33,0.83,0.5,0.0,0.0
MCHP,99.03,0,True,True,0.636553,False,Varsayılan,2026-05-06 14:15,True,False,False,True,1,0.14,5.41,5,1.09,9.83,neutral,2.09,1.5,2.0,2.15,high_liquidity,3,60,12.41,True,1.0,False,0.33,False,False,98.08,102.21,1000,3.33,0.96,0.5,0.0,0.0
ON,101.21,0,True,True,1.30638,False,Varsayılan,2026-05-06 14:15,True,False,False,True,1,0.44,-1.74,3,-0.65,-1.74,neutral,2.05,1.5,2.0,2.08,high_liquidity,3,60,23.65,False,0.67,False,0.33,False,False,99.25,107.74,1000,3.33,1.94,0.5,0.0,0.0
SWKS,62.78,1,False,True,1.088436,False,Varsayılan,2026-05-06 14:15,True,False,False,False,0,0.54,-9.54,1,-4.47,-13.48,bearish,2.43,1.5,2.0,2.72,high_liquidity,3,60,-5.58,False,0.33,True,0.5,False,False,61.15,68.22,1000,3.33,2.6,0.5,0.0,0.0
QRVO,87.345,1,True,True,1.009717,False,Varsayılan,2026-05-06 14:15,True,False,False,False,0,0.46,-6.58,1,-4.16,-9.35,bearish,2.4,1.5,2.0,2.67,high_liquidity,3,60,0.01,False,0.67,True,0.5,False,False,85.83,92.39,1000,3.33,1.73,0.5,0.0,0.0
MPWR,1596.83,1,True,True,12.10561,False,Varsayılan,2026-05-06 14:15,True,False,False,True,1,0.2,0.71,5,0.21,4.44,neutral,1.97,1.5,1.6,2.21,mid_liquidity,3,60,24.72,True,1.0,True,0.67,False,False,1572.62,1663.41,1000,2.75,1.52,0.5,0.0,0.0
