symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric,composite_score
AAPL,292.74,0,True,True,0.828441,False,Varsayılan,2026-05-11 19:45,True,False,False,True,1,0.69,1.8,5,1.64,5.73,neutral,1.94,1.5,2.0,1.9,high_liquidity,3,60,4.88,True,1.0,True,0.67,True,False,291.5,296.88,1000,3.33,0.42,0.5,0.0,0.0,53
MSFT,412.68,1,False,True,1.250299,False,Varsayılan,2026-05-11 19:45,True,False,False,False,0,0.82,-0.31,1,-0.39,-0.59,neutral,2.33,1.5,2.0,2.54,high_liquidity,3,60,-6.78,False,0.33,True,0.67,True,False,409.55,420.81,1000,2.6,0.76,0.5,0.0,0.0,29
GOOGL,388.64,0,True,True,1.160433,False,Varsayılan,2026-05-11 19:45,True,False,False,True,1,0.86,-2.36,1,-1.59,-3.03,neutral,2.05,1.5,2.0,2.09,high_liquidity,3,60,16.82,False,0.67,False,0.17,True,False,386.9,394.44,1000,3.33,0.45,0.5,0.0,0.0,44
GOOG,386.74,0,True,True,1.100726,False,Varsayılan,2026-05-11 19:45,True,False,False,True,1,0.71,-2.12,1,-1.41,-2.59,neutral,2.02,1.5,2.0,2.03,high_liquidity,3,60,16.31,False,0.67,False,0.0,False,False,385.09,392.24,1000,3.33,0.43,0.5,0.0,0.0,40
META,598.85,1,False,False,1.72737,False,Varsayılan,2026-05-11 19:45,True,False,False,False,0,0.75,-2.29,1,-0.66,-1.77,neutral,2.11,1.5,2.0,2.18,high_liquidity,3,60,-2.87,False,0.0,False,0.17,False,False,594.53,610.08,1000,2.6,0.72,0.5,0.0,0.0,7
AMZN,268.99,1,True,True,0.75152,False,Varsayılan,2026-05-11 19:45,True,False,False,True,1,0.7,-2.18,3,-1.13,-2.18,neutral,2.21,1.5,2.0,2.35,high_liquidity,3,60,6.52,False,0.67,False,0.17,False,False,267.49,273.12,1000,2.75,0.56,0.5,0.0,0.0,47
NVDA,219.48,2,True,True,1.057326,True,Varsayılan,2026-05-11 19:45,True,False,False,True,1,0.97,5.59,5,1.98,10.56,neutral,2.06,1.5,2.0,2.09,high_liquidity,3,60,7.94,True,1.0,True,0.67,True,True,217.89,224.77,1000,3.33,0.72,0.5,0.0,0.0,64
TSLA,445.03,1,True,True,3.395985,False,Varsayılan,2026-05-11 19:45,True,False,True,False,1,1.34,11.62,3,2.53,11.62,bullish,2.24,1.5,2.0,2.4,high_liquidity,3,60,-0.02,True,1.0,True,0.5,False,False,439.94,462.01,1000,3.33,1.14,0.5,0.0,0.0,55
ADBE,246.14,1,False,False,0.932588,False,Varsayılan,2026-05-11 19:45,True,False,False,False,0,0.73,-1.61,1,-1.07,-2.72,neutral,2.16,1.5,2.0,2.27,high_liquidity,3,60,-17.07,False,0.0,True,0.5,False,False,243.81,252.2,1000,2.6,0.95,0.5,0.0,0.0,11
CRM,177.42,1,False,False,0.752222,False,Varsayılan,2026-05-11 19:45,True,False,False,False,0,0.76,-2.08,1,-0.89,-2.42,neutral,2.08,1.5,2.0,2.13,high_liquidity,3,60,-15.11,False,0.0,False,0.33,False,False,175.54,182.31,1000,2.6,1.06,0.5,0.0,0.0,9
