symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric
TXN,288.395,0,True,True,1.788774,False,Varsayılan,2026-05-08 14:00,True,False,False,True,1,0.13,2.63,3,0.22,2.63,neutral,2.2,1.5,2.0,2.33,high_liquidity,3,60,15.86,True,1.0,True,0.5,False,False,285.71,297.34,1000,3.33,0.93,0.5,0.0,0.0
KLAC,1852.998,1,True,True,17.401597,False,Varsayılan,2026-05-08 14:00,True,False,False,True,1,0.18,6.93,1,1.55,5.09,neutral,2.11,1.5,2.0,2.18,high_liquidity,3,60,23.73,True,1.0,True,0.67,False,False,1809.49,1966.11,1000,2.6,2.35,0.5,0.0,0.0
ADI,415.84,0,True,True,2.492617,False,Varsayılan,2026-05-08 14:00,True,False,False,True,1,0.11,2.73,1,0.64,1.79,neutral,2.16,1.5,2.0,2.26,high_liquidity,3,60,20.14,True,1.0,False,0.33,False,False,412.1,428.3,1000,3.33,0.9,0.5,0.0,0.0
SHOP,108.56,1,False,False,1.161216,False,Varsayılan,2026-05-08 14:00,True,False,False,False,0,0.15,0.89,5,-2.09,-14.95,neutral,2.1,1.5,2.0,2.16,high_liquidity,3,60,-6.17,False,0.0,True,0.5,False,False,105.66,116.11,1000,2.6,2.67,0.5,0.0,0.0
QCOM,214.66,1,True,True,4.198788,False,Varsayılan,2026-05-08 14:00,True,False,False,False,0,0.29,15.07,3,2.32,15.07,neutral,2.59,1.5,2.0,2.99,high_liquidity,3,60,-1.14,True,1.0,True,0.67,False,False,208.36,235.65,1000,3.33,2.93,0.5,0.0,0.0
PDD,99.46,1,False,False,0.465067,False,Varsayılan,2026-05-08 14:00,True,False,False,False,0,0.29,2.8,1,-0.97,-2.02,neutral,2.03,1.5,2.0,2.04,high_liquidity,3,60,-7.76,False,0.0,False,0.33,False,False,98.3,102.48,1000,2.6,1.17,0.5,0.0,0.0
APP,453.11,1,False,False,9.268429,False,Varsayılan,2026-05-08 14:00,True,False,False,False,0,0.4,-5.23,1,-1.81,-9.17,neutral,2.02,1.5,2.0,2.03,high_liquidity,3,60,-4.56,False,0.0,False,0.33,False,False,429.94,513.35,1000,2.6,5.11,0.5,0.0,0.0
ARM,217.86,1,True,True,3.202942,False,Varsayılan,2026-05-08 14:00,True,False,False,True,1,0.32,4.3,5,-0.23,3.14,neutral,2.1,1.5,2.0,2.16,high_liquidity,3,60,17.33,True,1.0,True,0.5,False,False,213.06,233.87,1000,3.33,2.21,0.5,0.0,0.0
PANW,197.99,1,True,True,1.607511,False,Varsayılan,2026-05-08 14:00,True,False,False,False,0,0.23,7.61,3,1.45,7.61,neutral,2.04,1.5,2.0,2.06,high_liquidity,3,60,-3.6,True,1.0,True,0.5,False,False,195.58,206.03,1000,3.33,1.22,0.5,0.0,0.0
ADBE,248.692,1,False,False,1.882876,False,Varsayılan,2026-05-08 14:00,True,False,False,False,0,0.26,-2.71,1,-1.21,-3.05,neutral,2.16,1.5,2.0,2.27,high_liquidity,3,60,-17.16,False,0.33,True,0.5,False,False,243.98,260.93,1000,2.6,1.89,0.5,0.0,0.0
