symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric,composite_score
AMGN,336.025,1,True,False,1.317083,False,Varsayılan,2026-05-12 15:30,True,False,False,True,1,0.16,2.11,1,1.45,1.95,neutral,2.0,1.5,2.0,2.0,high_liquidity,3,60,4.71,False,0.67,True,0.67,False,False,332.73,344.59,1000,2.6,0.98,0.5,0.0,0.0,42
GILD,135.745,2,True,False,0.686568,False,Varsayılan,2026-05-12 15:30,True,False,False,True,1,0.21,1.26,1,1.35,1.67,neutral,1.93,1.5,2.0,1.89,high_liquidity,3,60,6.83,True,1.0,True,0.67,False,False,134.03,140.21,1000,2.6,1.26,0.5,0.0,0.0,51
VRTX,449.85,2,True,True,2.40923,True,Varsayılan,2026-05-12 15:30,True,False,True,False,1,0.42,5.85,5,2.25,6.01,bullish,2.24,1.5,2.0,2.41,high_liquidity,3,60,-0.74,True,1.0,True,0.5,False,True,446.24,461.9,1000,3.33,0.8,0.5,0.0,0.0,60
REGN,717.69,1,True,False,3.527066,False,Varsayılan,2026-05-12 15:30,True,False,False,True,1,0.34,1.21,5,1.09,2.2,neutral,1.97,1.5,1.6,2.21,mid_liquidity,3,60,3.55,False,0.67,True,1.0,False,False,708.87,740.62,1000,2.6,1.23,0.5,0.0,0.0,46
BIIB,199.16,2,True,True,1.073479,True,Varsayılan,2026-05-12 15:30,True,False,False,True,1,0.3,4.07,5,1.68,5.3,neutral,2.01,1.5,2.0,2.02,high_liquidity,3,60,8.26,True,1.0,True,0.67,False,True,197.55,204.53,1000,3.33,0.81,0.5,0.0,0.0,62
MRNA,54.2999,2,True,True,0.925404,True,Varsayılan,2026-05-12 15:30,True,False,False,True,1,0.35,11.87,5,1.64,16.25,neutral,2.22,1.5,2.0,2.36,high_liquidity,3,60,20.85,True,1.0,True,0.83,False,True,52.91,58.93,1000,3.33,2.56,0.5,0.0,0.0,64
BNTX,93.65,1,False,False,0.522101,False,Varsayılan,2026-05-12 15:30,True,False,False,False,0,0.13,0.68,3,0.24,0.68,neutral,1.92,1.5,1.6,2.14,mid_liquidity,3,60,-3.46,False,0.0,True,0.67,False,False,92.34,97.04,1000,2.6,1.39,0.5,0.0,0.0,13
ILMN,144.46,2,True,True,1.271173,True,Varsayılan,2026-05-12 15:30,True,False,False,True,1,0.44,4.15,3,0.65,4.15,neutral,2.07,1.5,2.0,2.12,high_liquidity,3,60,6.83,True,1.0,True,0.5,False,True,142.55,150.82,1000,3.33,1.32,0.5,0.0,0.0,60
ALNY,294.005,1,False,False,1.897007,False,Varsayılan,2026-05-12 15:30,True,False,False,False,0,0.17,-0.64,1,1.43,3.22,neutral,2.24,1.5,2.0,2.41,high_liquidity,3,60,-9.58,False,0.33,True,0.5,False,False,289.26,306.34,1000,2.6,1.61,0.5,0.0,0.0,15
BMRN,52.46,1,False,False,0.247322,False,Varsayılan,2026-05-12 15:30,True,False,False,False,0,0.15,-3.07,3,-0.91,-3.07,neutral,2.06,1.5,2.0,2.1,high_liquidity,3,60,-3.01,False,0.0,False,0.17,False,False,51.84,54.07,1000,2.6,1.18,0.5,0.0,0.0,7
INCY,100.535,2,True,True,0.537077,True,Varsayılan,2026-05-12 15:30,True,False,False,True,1,0.22,2.83,3,1.33,2.83,neutral,2.11,1.5,2.0,2.18,high_liquidity,3,60,4.8,True,1.0,True,0.83,False,True,99.73,103.22,1000,3.33,0.8,0.5,0.0,0.0,64
EXEL,49.21,2,True,True,0.307961,True,Varsayılan,2026-05-12 15:30,True,False,True,True,2,0.25,6.49,5,2.38,10.78,bullish,2.36,1.5,2.0,2.6,high_liquidity,3,60,5.82,True,1.0,False,0.33,False,True,48.75,50.75,1000,3.33,0.94,0.5,0.0,0.0,69
JAZZ,226.155,0,True,True,1.096767,False,Varsayılan,2026-05-12 15:30,True,False,False,True,1,0.2,-0.35,5,0.85,6.55,neutral,2.06,1.5,1.6,2.37,mid_liquidity,3,60,18.56,True,1.0,True,0.5,False,False,224.51,231.64,1000,3.33,0.73,0.5,0.0,0.0,49
UTHR,575.8054,1,True,True,2.530074,False,Varsayılan,2026-05-12 15:30,True,False,False,True,1,0.17,1.16,5,-0.24,0.63,neutral,2.22,1.5,1.6,2.63,mid_liquidity,3,60,15.9,True,1.0,True,0.67,False,False,569.48,592.25,1000,2.6,1.1,0.5,0.0,0.0,56
NBIX,154.4751,1,True,True,0.737619,False,Varsayılan,2026-05-12 15:30,True,False,True,False,1,0.2,3.27,5,2.85,14.38,bullish,2.46,1.5,2.0,2.77,high_liquidity,3,60,0.52,True,1.0,True,0.5,False,False,153.37,158.16,1000,3.33,0.72,0.5,0.0,0.0,55
SRPT,18.92,1,False,False,0.16071,False,Varsayılan,2026-05-12 15:30,True,False,False,False,0,0.24,-9.04,5,-1.46,-13.17,neutral,2.11,1.5,2.0,2.19,high_liquidity,3,60,-23.37,False,0.0,False,0.17,False,False,18.52,19.96,1000,2.6,2.12,0.5,0.0,0.0,7
ALKS,36.73,2,True,True,0.246305,True,Varsayılan,2026-05-12 15:30,True,False,False,True,1,0.41,3.76,1,1.04,3.55,neutral,2.37,1.5,2.0,2.61,high_liquidity,3,60,6.27,True,1.0,True,0.5,False,True,36.36,37.96,1000,3.33,1.01,0.5,0.0,0.0,60
PTCT,74.82,2,True,True,0.699969,True,Varsayılan,2026-05-12 15:30,True,False,True,True,2,0.25,16.02,3,3.17,16.02,bullish,2.44,1.5,2.0,2.73,high_liquidity,3,60,4.77,True,1.0,False,0.33,False,True,73.77,78.32,1000,3.33,1.4,0.5,0.0,0.0,69
RARE,26.46,2,False,True,0.178466,False,Varsayılan,2026-05-12 15:30,True,False,False,False,0,0.14,1.26,5,0.59,5.8,neutral,2.31,1.5,2.0,2.51,high_liquidity,3,60,-13.59,False,0.67,True,0.5,False,False,26.19,27.35,1000,3.33,1.01,0.5,0.0,0.0,35
HALO,71.15,3,True,True,0.93074,True,Varsayılan,2026-05-12 15:30,True,False,True,False,1,1.35,9.65,1,3.39,7.63,bullish,2.35,1.5,2.0,2.59,high_liquidity,3,60,0.03,True,1.0,True,0.5,False,True,69.75,75.8,1000,3.33,1.96,0.5,0.0,0.0,66
IONS,76.09,2,True,True,0.393702,True,Varsayılan,2026-05-12 15:30,True,False,False,True,1,0.14,0.09,1,0.55,0.94,neutral,2.12,1.5,2.0,2.21,high_liquidity,3,60,9.04,True,1.0,True,0.83,False,True,75.5,78.06,1000,3.33,0.78,0.5,0.0,0.0,64
ARCT,8.41,1,False,True,0.104499,False,Varsayılan,2026-05-12 15:30,True,False,False,False,0,0.5,-5.51,3,-1.08,-5.51,neutral,2.07,1.5,1.6,2.38,mid_liquidity,3,60,-17.71,False,0.0,False,0.17,False,False,8.15,9.09,1000,2.6,3.11,0.5,0.0,0.0,18
CRSP,52.3469,1,False,False,0.438901,False,Varsayılan,2026-05-12 15:30,True,False,False,False,0,0.24,-0.14,1,-0.79,-3.08,neutral,2.1,1.5,2.0,2.17,high_liquidity,3,60,-0.83,False,0.0,True,0.5,False,False,51.25,55.2,1000,2.6,2.1,0.5,0.0,0.0,11
EDIT,2.9485,1,True,True,0.033192,False,Varsayılan,2026-05-12 15:30,False,False,False,True,1,0.51,-2.69,1,-0.86,-3.64,neutral,2.21,1.5,2.0,2.34,high_liquidity,3,60,10.24,False,0.33,False,0.33,False,False,2.87,3.16,1000,2.6,2.81,0.5,0.0,0.0,46
NTLA,13.7014,1,True,True,0.17983,False,Varsayılan,2026-05-12 15:30,True,False,False,True,1,0.24,-0.06,1,-1.13,-4.98,neutral,2.27,1.5,2.0,2.45,high_liquidity,3,60,5.49,False,0.33,True,0.5,False,False,13.25,14.87,1000,2.6,3.28,0.5,0.0,0.0,47
BEAM,30.785,1,True,True,0.320065,False,Varsayılan,2026-05-12 15:30,True,False,False,True,1,0.22,-2.18,1,-0.74,-3.04,neutral,2.2,1.5,2.0,2.33,high_liquidity,3,60,9.75,False,0.67,True,0.5,False,False,30.3,32.39,1000,3.33,1.56,0.5,0.0,0.0,51
