symbol,price,score,regime,direction,atr,entry_ok,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent
ASST,2.335,3,False,False,0.063492,False,2025-09-29 14:00,True,False,False,False,0,1.23,-4.27,-25.96,False,0.0,False,0.33,False,False,2.21,2.59,1575,2.0,5.44
SLB,34.9542,2,False,False,0.21965,False,2025-09-29 14:00,True,False,False,False,0,0.42,-1.58,0.77,False,0.0,True,0.5,False,False,34.51,35.83,455,2.0,1.26
QCOM,168.265,2,False,True,0.784443,False,2025-09-29 14:00,False,False,False,False,0,0.33,-0.53,0.66,False,0.33,False,0.33,False,False,166.7,171.4,127,2.0,0.93
T,28.095,2,False,False,0.081083,False,2025-09-29 14:00,True,False,False,False,0,0.37,-0.79,-1.14,False,0.0,False,0.17,False,False,27.93,28.42,1233,2.0,0.58
GOOGL,250.04,1,True,True,0.911826,False,2025-09-29 14:00,True,True,False,False,1,2.64,1.42,-0.24,True,1.0,True,0.67,True,False,248.22,253.69,109,2.0,0.73
NFLX,1215.51,1,True,False,5.032261,False,2025-09-29 14:00,False,False,False,False,0,0.48,0.44,-0.26,False,0.67,True,0.83,False,False,1205.45,1235.64,19,2.0,0.83
MDB,315.22,1,False,True,1.704239,False,2025-09-29 14:00,False,False,False,False,0,0.5,-1.05,-1.02,False,0.33,True,0.67,False,False,311.81,322.04,58,2.0,1.08
CRWD,489.31,1,True,True,2.454705,False,2025-09-29 14:00,False,False,False,False,0,0.79,1.64,0.9,True,1.0,True,0.5,False,False,484.4,499.13,40,2.0,1.0
UBER,99.48,1,True,True,0.419762,False,2025-09-29 14:00,True,False,False,False,0,0.86,1.07,0.51,True,1.0,True,0.67,False,False,98.64,101.16,238,2.0,0.84
SOFI,27.4,1,False,True,0.235571,False,2025-09-29 14:00,True,False,False,False,0,0.82,-2.09,-0.67,False,0.33,False,0.17,False,False,26.93,28.34,424,2.0,1.72
JNJ,180.355,1,True,True,0.438954,False,2025-09-29 14:00,True,False,False,False,0,0.29,0.37,0.78,True,1.0,True,0.67,False,False,179.48,182.11,227,2.0,0.49
OXY,47.815,1,True,True,0.277846,False,2025-09-29 14:00,True,False,False,False,0,0.56,0.78,1.26,True,1.0,True,0.67,False,False,47.26,48.93,359,2.0,1.16
V,336.52,1,False,False,0.975707,False,2025-09-29 14:00,False,False,False,False,0,0.26,-0.26,-0.5,False,0.0,False,0.17,False,False,334.57,340.42,102,2.0,0.58
XLP,77.695,1,False,False,0.122384,False,2025-09-29 14:00,True,False,False,False,0,0.34,-0.34,-0.84,False,0.0,False,0.33,False,False,77.45,78.18,817,2.0,0.32
MU,164.78,1,True,True,1.190513,False,2025-09-29 14:00,True,False,True,False,1,0.44,4.77,-0.49,True,1.0,True,0.67,False,False,162.4,169.54,83,2.0,1.44
KO,65.465,1,False,False,0.140732,False,2025-09-29 14:00,True,False,False,False,0,0.17,-0.27,-0.67,False,0.0,False,0.17,False,False,65.18,66.03,710,2.0,0.43
PEP,140.5808,1,False,False,0.318519,False,2025-09-29 14:00,False,False,False,False,0,0.49,0.12,-0.47,False,0.0,True,0.83,False,False,139.94,141.85,313,2.0,0.45
HD,407.3778,1,False,False,1.019156,False,2025-09-29 14:00,False,False,False,False,0,0.23,-0.67,-0.63,False,0.0,False,0.33,False,False,405.34,411.45,98,2.0,0.5
MCD,302.81,1,False,False,0.770698,False,2025-09-29 14:00,False,False,False,False,0,0.34,-0.77,0.03,False,0.0,False,0.33,False,False,301.27,305.89,129,2.0,0.51
VZ,43.285,1,False,False,0.0992,False,2025-09-29 14:00,True,False,False,False,0,0.28,-0.75,0.01,False,0.0,False,0.33,False,False,43.09,43.68,1008,2.0,0.46
BETR,62.597,1,True,True,1.883457,False,2025-09-29 14:00,False,False,True,True,2,0.67,18.24,11.42,True,1.0,True,0.67,False,False,58.83,70.13,53,2.0,6.02
NVDA,183.02,0,True,True,0.983224,False,2025-09-29 14:00,True,False,True,False,1,0.13,2.72,0.41,True,1.0,True,0.67,True,False,181.05,186.95,101,2.0,1.07
MSFT,515.4004,0,True,True,1.330077,False,2025-09-29 14:00,True,False,False,False,0,0.28,0.74,0.05,True,1.0,True,0.83,True,False,512.74,520.72,75,2.0,0.52
AAPL,253.36,0,True,True,0.813437,False,2025-09-29 14:00,True,False,False,False,0,0.32,-0.83,1.93,False,0.67,False,0.33,True,False,251.73,256.61,122,2.0,0.64
META,748.22,0,False,False,2.552583,False,2025-09-29 14:00,False,False,False,False,0,0.23,0.57,-1.38,False,0.0,True,0.5,False,False,743.11,758.43,39,2.0,0.68
TSLA,441.01,0,True,True,3.268582,False,2025-09-29 14:00,True,False,False,False,0,0.32,0.16,1.91,True,1.0,True,0.5,False,False,434.47,454.08,30,2.0,1.48
AMZN,221.05,0,False,False,0.690727,False,2025-09-29 14:00,True,False,False,False,0,0.21,0.56,-1.76,False,0.33,True,0.5,False,False,219.67,223.81,144,2.0,0.62
AMD,162.17,0,True,True,0.856136,False,2025-09-29 14:00,True,False,False,False,0,0.17,1.76,0.11,True,1.0,True,0.67,False,False,160.46,165.59,116,2.0,1.06
AVGO,336.24,0,False,True,1.798825,False,2025-09-29 14:00,True,False,False,False,0,0.31,0.58,-1.36,False,0.67,True,0.67,False,False,332.64,343.44,55,2.0,1.07
SMCI,46.2585,0,True,True,0.358269,False,2025-09-29 14:00,True,False,False,False,0,0.39,0.99,-0.12,True,1.0,True,0.67,False,False,45.54,47.69,279,2.0,1.55
SNOW,227.61,0,True,True,1.227254,False,2025-09-29 14:00,False,False,False,False,0,0.12,1.32,-0.02,True,1.0,True,0.67,False,False,225.16,232.52,81,2.0,1.08
CRM,243.995,0,False,False,0.775407,False,2025-09-29 14:00,False,False,False,False,0,0.24,0.14,-0.4,False,0.33,True,0.67,False,False,242.44,247.1,128,2.0,0.64
PLTR,178.9,0,True,True,1.170331,False,2025-09-29 14:00,True,False,False,False,0,0.41,0.74,0.72,True,1.0,True,0.5,False,False,176.56,183.58,85,2.0,1.31
ARM,141.18,0,False,False,0.743637,False,2025-09-29 14:00,False,False,False,False,0,0.1,1.11,-2.03,False,0.33,True,0.5,False,False,139.69,144.15,134,2.0,1.05
ORCL,281.505,0,False,True,1.804678,False,2025-09-29 14:00,True,False,False,False,0,0.3,-0.7,-2.82,False,0.33,False,0.17,False,False,277.9,288.72,55,2.0,1.28
ADBE,359.75,0,True,True,1.202296,False,2025-09-29 14:00,False,False,False,False,0,0.18,-0.18,-0.08,True,1.0,True,0.67,False,False,357.35,364.56,83,2.0,0.67
NOW,948.99,0,True,True,3.478989,False,2025-09-29 14:00,False,False,False,False,0,0.36,1.35,-0.33,True,1.0,True,0.5,False,False,942.03,962.91,28,2.0,0.73
VEEV,291.525,0,True,True,1.559177,False,2025-09-29 14:00,False,False,False,False,0,0.09,0.46,1.87,True,1.0,True,0.5,False,False,288.41,297.76,64,2.0,1.07
WDAY,245.98,0,True,True,0.917917,False,2025-09-29 14:00,False,False,False,False,0,0.1,-0.27,2.34,True,1.0,True,0.5,False,False,244.14,249.65,108,2.0,0.75
OKTA,92.9,0,True,True,0.456218,False,2025-09-29 14:00,False,False,False,False,0,0.13,1.94,-0.37,True,1.0,True,0.67,False,False,91.99,94.72,219,2.0,0.98
FTNT,84.78,0,True,True,0.285554,False,2025-09-29 14:00,False,False,False,False,0,0.17,0.58,1.08,True,1.0,True,0.67,False,False,84.21,85.92,350,2.0,0.67
ZM,84.77,0,True,True,0.304082,False,2025-09-29 14:00,False,False,False,False,0,0.11,0.31,0.11,True,1.0,True,0.67,False,False,84.16,85.99,328,2.0,0.72
NET,218.825,0,False,True,1.291317,False,2025-09-29 14:00,False,False,False,False,0,0.15,1.11,-1.11,False,0.67,True,0.83,False,False,216.24,223.99,77,2.0,1.18
DDOG,142.14,0,True,True,0.752662,False,2025-09-29 14:00,False,False,True,False,1,0.14,2.19,0.75,True,1.0,True,0.67,False,False,140.63,145.15,132,2.0,1.06
TEAM,167.74,0,True,False,0.836775,False,2025-09-29 14:00,False,False,False,False,0,0.14,0.67,-1.23,False,0.67,True,0.67,False,False,166.07,171.09,119,2.0,1.0
ADP,294.045,0,True,False,0.733492,False,2025-09-29 14:00,False,False,False,False,0,0.21,0.84,0.02,False,0.67,True,0.83,False,False,292.58,296.98,136,2.0,0.5
INTU,702.38,0,True,True,2.095867,False,2025-09-29 14:00,False,False,False,False,0,0.21,0.59,1.07,True,1.0,True,0.83,False,False,698.19,710.76,47,2.0,0.6
RBLX,140.215,0,True,True,1.285254,False,2025-09-29 14:00,True,False,True,False,1,0.46,3.78,-0.15,True,1.0,True,0.5,False,False,137.64,145.36,77,2.0,1.83
COIN,325.47,0,True,True,2.354588,False,2025-09-29 14:00,False,False,True,False,1,0.62,4.09,-2.19,True,1.0,True,0.67,False,False,320.76,334.89,42,2.0,1.45
ZS,296.905,0,True,True,1.565199,False,2025-09-29 14:00,False,False,False,False,0,0.09,0.8,1.03,True,1.0,True,0.67,False,False,293.77,303.17,63,2.0,1.05
PANW,203.63,0,True,True,0.758316,False,2025-09-29 14:00,False,False,False,False,0,0.1,0.64,-0.13,True,1.0,True,0.83,False,False,202.11,206.66,131,2.0,0.74
ABNB,124.243,0,True,False,0.438102,False,2025-09-29 14:00,False,False,False,False,0,0.29,0.41,-0.38,False,0.67,True,0.83,False,False,123.37,126.0,228,2.0,0.71
SHOP,141.68,0,False,False,0.795396,False,2025-09-29 14:00,False,False,False,False,0,0.25,1.03,-2.97,False,0.0,True,0.5,False,False,140.09,144.86,125,2.0,1.12
RIOT,18.4805,0,True,True,0.243497,False,2025-09-29 14:00,True,False,True,False,1,0.13,4.47,0.76,True,1.0,True,0.5,False,False,17.99,19.45,410,2.0,2.64
MARA,16.6449,0,False,False,0.172595,False,2025-09-29 14:00,True,False,True,False,1,0.2,3.22,-3.9,False,0.0,True,0.67,False,False,16.3,17.34,579,2.0,2.07
MSTR,317.6015,0,False,False,2.615777,False,2025-09-29 14:00,True,False,True,False,1,0.24,2.75,-4.03,False,0.33,False,0.33,False,False,312.37,328.06,38,2.0,1.65
RIVN,15.165,0,False,True,0.169861,False,2025-09-29 14:00,True,False,False,False,0,0.16,-2.63,2.97,False,0.33,False,0.17,False,False,14.83,15.84,588,2.0,2.24
LCID,24.3,0,True,True,0.250576,False,2025-09-29 14:00,True,False,False,True,1,0.31,1.36,5.72,True,1.0,False,0.33,False,False,23.8,25.3,399,2.0,2.06
MRNA,24.57,0,False,False,0.181366,False,2025-09-29 14:00,False,False,False,False,0,0.24,0.22,-2.12,False,0.0,True,0.67,False,False,24.21,25.3,551,2.0,1.48
BNTX,97.9251,0,False,False,0.303994,False,2025-09-29 14:00,False,False,False,False,0,0.24,-0.15,-0.52,False,0.0,True,0.5,False,False,97.32,99.14,328,2.0,0.62
UNH,342.42,0,False,True,1.416865,False,2025-09-29 14:00,True,False,False,False,0,0.22,-0.48,0.19,False,0.33,False,0.17,False,False,339.59,348.09,70,2.0,0.83
PFE,23.765,0,False,False,0.068728,False,2025-09-29 14:00,True,False,False,False,0,0.28,0.04,-0.96,False,0.0,False,0.33,False,False,23.63,24.04,1455,2.0,0.58
ABBV,221.29,0,True,True,0.655328,False,2025-09-29 14:00,False,False,False,False,0,0.1,0.31,-0.12,True,1.0,True,0.67,False,False,219.98,223.91,152,2.0,0.59
MRK,78.36,0,False,False,0.282814,False,2025-09-29 14:00,True,False,False,False,0,0.39,-0.22,-1.8,False,0.0,False,0.33,False,False,77.79,79.49,353,2.0,0.72
TMO,458.56,0,False,False,1.767362,False,2025-09-29 14:00,False,False,False,False,0,0.25,-1.22,-1.47,False,0.0,False,0.0,False,False,455.03,465.63,56,2.0,0.77
LLY,723.7701,0,False,False,3.769545,False,2025-09-29 14:00,False,False,False,False,0,0.49,-0.13,-1.92,False,0.0,True,0.5,False,False,716.23,738.85,26,2.0,1.04
DHR,184.185,0,False,False,0.809961,False,2025-09-29 14:00,False,False,False,False,0,0.23,-0.35,-2.02,False,0.0,True,0.5,False,False,182.57,187.42,123,2.0,0.88
CVS,75.08,0,False,True,0.432873,False,2025-09-29 14:00,True,False,False,False,0,0.17,-0.9,0.11,False,0.33,True,0.5,False,False,74.21,76.81,231,2.0,1.15
ISRG,442.1225,0,False,False,1.765076,False,2025-09-29 14:00,False,False,False,False,0,0.37,0.23,-0.29,False,0.33,True,0.83,False,False,438.59,449.18,56,2.0,0.8
BAC,52.29,0,True,True,0.15383,False,2025-09-29 14:00,True,False,False,False,0,0.31,0.17,0.6,True,1.0,True,0.5,False,False,51.98,52.91,650,2.0,0.59
JPM,314.49,0,True,True,0.86342,False,2025-09-29 14:00,False,False,False,False,0,0.42,-0.5,0.83,False,0.67,False,0.17,False,False,312.76,317.94,115,2.0,0.55
WFC,84.61,0,True,True,0.246373,False,2025-09-29 14:00,True,False,False,False,0,0.17,-0.48,0.95,False,0.67,False,0.17,False,False,84.12,85.6,405,2.0,0.58
GS,800.27,0,True,True,2.928446,False,2025-09-29 14:00,False,False,False,False,0,0.2,-0.32,0.45,False,0.67,False,0.17,False,False,794.41,811.98,34,2.0,0.73
C,103.39,0,True,True,0.349167,False,2025-09-29 14:00,True,False,False,False,0,0.27,-0.02,0.81,True,1.0,True,0.5,False,False,102.69,104.79,286,2.0,0.68
MS,160.6568,0,True,True,0.498804,False,2025-09-29 14:00,False,False,False,False,0,0.15,0.34,0.7,True,1.0,True,0.5,False,False,159.66,162.65,200,2.0,0.62
SCHW,95.635,0,True,True,0.242839,False,2025-09-29 14:00,False,False,False,False,0,0.35,0.17,1.13,True,1.0,True,0.67,False,False,95.15,96.61,411,2.0,0.51
COP,95.09,0,False,True,0.564072,False,2025-09-29 14:00,False,False,False,False,0,0.62,-3.46,2.13,False,0.33,True,0.5,False,False,93.96,97.35,177,2.0,1.19
CVX,156.475,0,False,False,0.680451,False,2025-09-29 14:00,False,False,False,False,0,0.27,-2.29,0.46,False,0.0,False,0.17,False,False,155.11,159.2,146,2.0,0.87
XOM,114.97,0,True,True,0.49237,False,2025-09-29 14:00,True,False,False,False,0,0.27,-1.93,1.45,False,0.67,False,0.33,False,False,113.99,116.94,203,2.0,0.86
DVN,35.965,0,True,True,0.215253,False,2025-09-29 14:00,True,False,False,False,0,0.31,-2.76,2.52,False,0.67,False,0.33,False,False,35.53,36.83,464,2.0,1.2
EOG,114.77,0,False,False,0.57487,False,2025-09-29 14:00,False,False,False,False,0,0.22,-2.17,-0.21,False,0.0,False,0.17,False,False,113.62,117.07,173,2.0,1.0
