symbol,price,score,regime,direction,atr,entry_ok,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent
BAC,51.135,2,False,True,0.19661,False,2025-10-01 15:30,True,False,False,False,0,0.14,0.27,-0.47,False,0.33,False,0.33,False,False,50.74,51.92,508,2.0,0.77
TLT,89.1797,2,False,True,0.14709,False,2025-10-01 15:30,True,False,False,False,0,0.08,-0.39,0.18,False,0.33,False,0.33,False,False,88.89,89.77,679,2.0,0.33
TNGX,8.19,2,True,True,0.096063,False,2025-10-01 15:30,False,False,False,True,1,0.42,0.12,4.58,False,0.67,True,0.5,False,False,8.0,8.57,1040,2.0,2.35
META,717.12,1,False,False,3.705457,False,2025-10-01 15:30,True,False,False,False,0,0.26,0.09,-2.18,False,0.0,False,0.17,False,False,709.71,731.94,26,2.0,1.03
GOOGL,241.47,1,False,True,0.953467,False,2025-10-01 15:30,True,False,False,False,0,0.27,0.39,-1.28,False,0.33,True,0.67,True,False,239.56,245.28,104,2.0,0.79
NFLX,1170.3199,1,False,False,6.226855,False,2025-10-01 15:30,False,False,False,False,0,0.27,-0.62,-1.19,False,0.0,False,0.17,False,False,1157.87,1195.23,16,2.0,1.06
CRM,236.58,1,False,False,1.260475,False,2025-10-01 15:30,True,False,False,False,0,0.19,-0.31,-1.22,False,0.0,False,0.17,False,False,234.06,241.62,79,2.0,1.07
VEEV,289.11,1,True,True,1.626595,False,2025-10-01 15:30,False,False,False,False,0,0.38,-0.18,2.26,False,0.67,True,0.5,False,False,285.86,295.62,61,2.0,1.13
UBER,96.985,1,False,True,0.401168,False,2025-10-01 15:30,True,False,False,False,0,0.26,0.2,0.02,False,0.33,False,0.33,False,False,96.18,98.59,249,2.0,0.83
WFC,82.615,1,False,True,0.321579,False,2025-10-01 15:30,True,False,False,False,0,0.27,0.15,-0.49,False,0.33,False,0.33,False,False,81.97,83.9,310,2.0,0.78
C,99.605,1,False,True,0.479534,False,2025-10-01 15:30,True,False,False,False,0,0.21,-0.01,-0.87,False,0.33,False,0.17,False,False,98.65,101.52,208,2.0,0.96
CVX,154.245,1,False,False,0.439735,False,2025-10-01 15:30,False,False,False,False,0,0.34,0.28,-1.34,False,0.0,True,0.5,False,False,153.37,156.0,227,2.0,0.57
EOG,111.39,1,False,False,0.459275,False,2025-10-01 15:30,False,False,False,False,0,0.23,0.23,-2.48,False,0.0,True,0.5,False,False,110.47,113.23,217,2.0,0.82
QQQ,601.16,1,True,True,1.16142,False,2025-10-01 15:30,True,True,False,False,1,3.6,0.08,0.36,True,1.0,True,0.67,True,False,598.84,605.81,86,2.0,0.39
TXN,181.68,1,False,False,0.652343,False,2025-10-01 15:30,False,False,False,False,0,0.16,-0.01,-0.01,False,0.0,True,0.5,False,False,180.38,184.29,153,2.0,0.72
QCOM,165.04,1,False,True,0.60862,False,2025-10-01 15:30,False,False,False,False,0,0.16,-0.1,-0.67,False,0.33,False,0.33,False,False,163.82,167.47,164,2.0,0.74
GILD,112.795,1,True,False,0.832632,False,2025-10-01 15:30,True,False,False,False,0,0.17,0.81,-0.12,False,0.67,True,1.0,False,False,111.13,116.13,120,2.0,1.48
PG,152.03,1,False,False,0.357506,False,2025-10-01 15:30,True,False,False,False,0,0.17,0.1,-0.38,False,0.0,False,0.33,False,False,151.31,153.46,279,2.0,0.47
BLK,1146.76,1,False,True,4.860739,False,2025-10-01 15:30,False,False,False,False,0,0.13,0.17,0.79,False,0.33,True,0.5,False,False,1137.04,1166.2,20,2.0,0.85
BK,108.09,1,False,True,0.386609,False,2025-10-01 15:30,False,False,False,False,0,0.2,-0.01,0.07,False,0.33,False,0.17,False,False,107.32,109.64,258,2.0,0.72
PNC,199.455,1,False,False,0.674823,False,2025-10-01 15:30,False,False,False,False,0,0.2,0.16,-0.99,False,0.0,False,0.33,False,False,198.11,202.15,148,2.0,0.68
HD,399.145,1,False,False,1.322563,False,2025-10-01 15:30,False,False,False,False,0,0.17,0.56,-1.15,False,0.0,False,0.17,False,False,396.5,404.44,75,2.0,0.66
LOW,247.74,1,False,False,0.720202,False,2025-10-01 15:30,False,False,False,False,0,0.13,0.43,-2.11,False,0.0,False,0.17,False,False,246.3,250.62,138,2.0,0.58
BKNG,5272.4902,1,False,False,18.038562,False,2025-10-01 15:30,False,False,False,False,0,0.37,-0.62,-1.17,False,0.0,False,0.17,False,False,5236.41,5344.64,5,2.0,0.68
CMG,38.9947,1,False,False,0.1493,False,2025-10-01 15:30,True,False,False,False,0,0.19,0.05,-0.52,False,0.0,False,0.17,False,False,38.7,39.59,669,2.0,0.77
DE,451.47,1,False,False,1.476758,False,2025-10-01 15:30,False,False,False,False,0,0.26,0.18,-1.52,False,0.0,False,0.17,False,False,448.52,457.38,67,2.0,0.65
T,27.975,1,False,False,0.073376,False,2025-10-01 15:30,True,False,False,False,0,0.62,0.0,-1.02,False,0.0,False,0.17,False,False,27.83,28.27,1362,2.0,0.52
NVDA,186.665,0,True,True,0.981837,False,2025-10-01 15:30,True,False,False,False,0,0.26,-0.29,2.31,True,1.0,True,0.67,True,False,184.7,190.59,101,2.0,1.05
ASST,2.5944,0,False,False,0.065945,False,2025-10-01 15:30,True,False,True,False,1,0.03,2.84,-18.03,False,0.33,True,0.5,False,False,2.46,2.86,1516,2.0,5.08
AAPL,255.76,0,True,True,0.863479,False,2025-10-01 15:30,True,False,False,False,0,0.2,0.09,1.09,True,1.0,True,0.5,True,False,254.03,259.21,115,2.0,0.68
AMZN,219.71,0,False,False,0.735907,False,2025-10-01 15:30,True,False,False,False,0,0.17,0.01,-1.14,False,0.0,True,0.67,False,False,218.24,222.65,135,2.0,0.67
TSLA,455.01,0,True,True,3.163976,False,2025-10-01 15:30,True,False,False,False,0,0.2,-0.8,2.41,True,1.0,True,0.5,False,False,448.68,467.67,31,2.0,1.39
AMD,162.345,0,True,True,0.940012,False,2025-10-01 15:30,True,False,False,False,0,0.16,0.03,0.61,True,1.0,True,1.0,False,False,160.46,166.11,106,2.0,1.16
AVGO,333.78,0,False,True,1.792869,False,2025-10-01 15:30,True,False,False,False,0,0.33,0.99,-1.69,False,0.67,True,0.67,False,False,330.19,340.95,55,2.0,1.07
SMCI,49.805,0,True,True,0.477784,False,2025-10-01 15:30,True,False,False,False,0,0.29,1.61,2.52,True,1.0,True,0.5,False,False,48.85,51.72,209,2.0,1.92
ARM,146.95,0,True,True,1.149815,False,2025-10-01 15:30,False,False,False,False,0,0.2,0.27,-0.24,True,1.0,True,0.67,False,False,144.65,151.55,86,2.0,1.56
PLTR,185.11,0,True,True,1.238365,False,2025-10-01 15:30,True,False,False,False,0,0.13,-0.19,1.44,True,1.0,True,0.5,False,False,182.63,190.06,80,2.0,1.34
SNOW,229.26,0,True,True,1.585138,False,2025-10-01 15:30,False,False,False,False,0,0.19,0.21,0.55,True,1.0,True,0.83,False,False,226.09,235.6,63,2.0,1.38
ORCL,286.67,0,False,True,1.906427,False,2025-10-01 15:30,True,False,False,False,0,0.36,1.05,-2.87,False,0.67,True,0.67,False,False,282.86,294.3,52,2.0,1.33
WDAY,237.6,0,False,True,1.260428,False,2025-10-01 15:30,False,False,False,False,0,0.26,-0.28,0.54,False,0.33,False,0.33,False,False,235.08,242.64,79,2.0,1.06
NOW,916.32,0,False,False,5.469207,False,2025-10-01 15:30,False,False,False,False,0,0.11,0.25,-0.87,False,0.0,True,0.5,False,False,905.38,938.2,18,2.0,1.19
ZM,81.69,0,False,False,0.393985,False,2025-10-01 15:30,False,False,False,False,0,0.31,-0.02,-0.91,False,0.0,False,0.0,False,False,80.9,83.27,253,2.0,0.96
ADBE,342.33,0,False,False,1.979246,False,2025-10-01 15:30,False,False,False,False,0,0.25,0.1,-1.18,False,0.0,False,0.0,False,False,338.37,350.25,50,2.0,1.16
MSFT,514.86,0,True,True,1.447003,False,2025-10-01 15:30,True,False,False,False,0,0.17,0.14,0.49,True,1.0,True,0.67,True,False,511.97,520.65,69,2.0,0.56
OKTA,92.185,0,True,True,0.463692,False,2025-10-01 15:30,False,False,False,False,0,0.23,0.16,0.1,True,1.0,True,0.83,False,False,91.26,94.04,215,2.0,1.01
FTNT,84.575,0,True,True,0.367121,False,2025-10-01 15:30,False,False,False,False,0,0.28,0.58,0.61,True,1.0,True,0.83,False,False,83.84,86.04,272,2.0,0.87
DDOG,150.29,0,True,True,1.073978,False,2025-10-01 15:30,False,False,False,False,0,0.19,0.54,2.6,True,1.0,True,0.67,False,False,148.14,154.59,93,2.0,1.43
NET,214.19,0,False,False,1.156518,False,2025-10-01 15:30,False,False,False,False,0,0.26,0.36,-1.31,False,0.0,True,0.5,False,False,211.88,218.82,86,2.0,1.08
TEAM,152.605,0,False,False,1.267801,False,2025-10-01 15:30,False,False,False,False,0,0.35,-0.71,-2.93,False,0.0,False,0.0,False,False,150.07,157.68,78,2.0,1.66
MDB,320.58,0,True,True,2.224312,False,2025-10-01 15:30,False,False,False,False,0,0.15,0.33,-0.73,True,1.0,True,0.5,False,False,316.13,329.48,44,2.0,1.39
