symbol,price,score,regime,direction,atr,entry_ok,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent
MSFT,508.62,2,False,False,1.022681,False,2025-09-23 19:15,True,False,False,False,0,0.33,-0.3,0.23,False,0.0,True,0.5,True,False,506.57,512.71,97,2.0,0.4
MDB,319.515,2,False,True,1.548767,False,2025-09-23 19:15,False,False,False,False,0,0.93,0.05,-0.25,False,0.33,True,0.5,False,False,316.42,325.71,64,2.0,0.97
DHR,189.25,2,False,False,0.552774,False,2025-09-23 19:15,False,True,False,False,1,2.02,0.19,-1.01,False,0.0,True,0.67,False,False,188.14,191.46,180,2.0,0.58
WFC,84.18,2,True,True,0.303683,False,2025-09-23 19:15,True,False,False,False,0,1.18,0.11,1.78,False,0.67,False,0.33,False,False,83.57,85.39,329,2.0,0.72
SMH,321.29,2,True,True,0.745179,False,2025-09-23 19:15,True,False,False,False,0,0.3,0.07,2.43,True,1.0,False,0.33,False,False,319.8,324.27,134,2.0,0.46
SOXX,269.035,2,True,True,0.641447,False,2025-09-23 19:15,True,False,False,False,0,0.38,0.1,2.18,True,1.0,False,0.33,False,False,267.75,271.6,155,2.0,0.48
ZTS,142.325,2,False,False,0.544887,False,2025-09-23 19:15,False,False,False,False,0,1.01,0.13,-1.73,False,0.0,False,0.33,False,False,141.24,144.5,183,2.0,0.77
PNC,204.02,2,True,True,0.524813,False,2025-09-23 19:15,False,True,False,False,1,1.5,0.32,0.3,False,0.67,False,0.33,False,False,202.97,206.12,190,2.0,0.51
AAPL,254.0816,1,True,True,0.698633,False,2025-09-23 19:15,True,False,False,True,1,0.29,-0.11,3.48,True,1.0,False,0.33,True,False,252.68,256.88,143,2.0,0.55
NVDA,178.395,1,True,True,0.734776,False,2025-09-23 19:15,True,False,False,False,0,0.3,0.27,1.28,False,0.67,True,0.5,True,False,176.93,181.33,136,2.0,0.82
AVGO,338.11,1,False,True,1.625572,False,2025-09-23 19:15,True,False,False,False,0,0.18,-0.01,-1.13,False,0.33,True,0.5,False,False,334.86,344.61,61,2.0,0.96
PLTR,182.9037,1,True,True,1.325007,False,2025-09-23 19:15,True,False,False,True,1,1.02,1.83,3.12,True,1.0,True,0.5,False,False,180.25,188.2,75,2.0,1.45
ORCL,313.4,1,True,True,2.03296,False,2025-09-23 19:15,True,False,False,True,1,0.6,0.49,3.53,True,1.0,True,0.67,False,False,309.33,321.53,49,2.0,1.3
WDAY,240.08,1,True,True,0.93372,False,2025-09-23 19:15,False,False,False,False,0,0.69,-0.17,2.49,True,1.0,False,0.33,False,False,238.21,243.81,107,2.0,0.78
VEEV,279.955,1,True,True,0.715053,False,2025-09-23 19:15,False,False,False,False,0,0.9,-0.24,0.74,True,1.0,True,0.5,False,False,278.52,282.82,139,2.0,0.51
RBLX,133.485,1,False,True,0.834279,False,2025-09-23 19:15,False,False,False,False,0,0.84,-0.07,0.21,False,0.33,False,0.33,False,False,131.82,136.82,119,2.0,1.25
ZS,289.645,1,True,True,1.149233,False,2025-09-23 19:15,False,False,False,False,0,0.57,-0.06,1.19,False,0.67,False,0.33,False,False,287.35,294.24,87,2.0,0.79
PANW,202.96,1,False,True,0.640764,False,2025-09-23 19:15,True,False,False,False,0,0.34,-0.12,0.87,False,0.33,False,0.17,False,False,201.68,205.52,156,2.0,0.63
RIOT,17.1355,1,True,True,0.186062,False,2025-09-23 19:15,True,False,False,False,0,0.47,-0.46,2.69,False,0.67,False,0.33,False,False,16.76,17.88,537,2.0,2.17
