symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric
ABVX,119.59,2,True,True,0.612326,True,Varsayılan,2026-04-06 19:45,True,False,True,True,2,0.26,7.29,5,2.24,16.59,bullish,1.95,1.5,2.0,1.91,high_liquidity,3,60,24.78,True,1.0,True,1.0,False,True,118.67,122.65,1000,3.33,0.77,0.5,0.0,0.0
ACAD,22.33,2,False,False,0.078007,False,Varsayılan,2026-04-06 19:45,True,False,False,False,0,0.76,0.27,5,1.63,7.57,neutral,2.04,1.5,2.0,2.07,high_liquidity,3,60,-0.48,False,0.67,False,0.33,False,False,22.13,22.84,1000,2.6,0.87,0.5,0.0,0.0
ACLX,114.69,0,True,True,0.025823,False,Varsayılan,2026-04-06 19:45,True,False,False,True,1,0.51,-0.09,5,-0.33,0.13,neutral,2.6,1.5,2.0,3.0,high_liquidity,3,60,21.35,False,0.67,False,0.17,False,False,114.64,114.83,1000,2.75,0.05,0.5,0.0,0.0
ADMA,9.28,0,False,False,0.061907,False,Varsayılan,2026-04-06 19:45,True,False,False,False,0,0.25,3.0,3,0.72,3.0,neutral,2.57,1.5,2.0,2.96,high_liquidity,3,60,-14.21,False,0.33,True,0.5,False,False,9.13,9.68,1000,2.6,1.67,0.5,0.0,0.0
AGIO,34.8,2,True,True,0.274432,True,Varsayılan,2026-04-06 19:45,True,False,True,False,1,0.84,2.87,5,2.76,18.25,bullish,2.4,1.5,2.0,2.66,high_liquidity,3,60,-8.32,True,1.0,False,0.17,False,True,34.39,36.17,1000,3.33,1.18,0.5,0.0,0.0
APGE,84.05,1,True,True,0.503558,False,Varsayılan,2026-04-06 19:45,True,False,False,True,1,0.39,-0.19,5,0.9,7.95,neutral,2.26,1.5,2.0,2.43,high_liquidity,3,60,18.98,True,1.0,True,0.5,False,False,83.29,86.57,1000,3.33,0.9,0.5,0.0,0.0
AQST,4.095,1,False,False,0.020355,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,0.63,-1.45,5,0.25,1.74,neutral,2.6,1.5,2.0,3.0,high_liquidity,3,60,-7.4,False,0.33,False,0.33,False,False,4.04,4.23,1000,2.6,1.24,0.5,0.0,0.0
ARDX,5.97,2,True,False,0.027759,False,Varsayılan,2026-04-06 19:45,True,False,False,True,1,0.45,-0.33,5,0.85,8.94,neutral,2.2,1.5,2.0,2.33,high_liquidity,3,60,3.95,False,0.67,False,0.33,False,False,5.9,6.15,1000,2.6,1.16,0.5,0.0,0.0
AXSM,169.56,2,True,True,0.610534,True,Varsayılan,2026-04-06 19:45,True,False,False,True,1,0.58,0.43,5,2.03,8.56,neutral,2.12,1.5,1.6,2.47,mid_liquidity,3,60,13.23,True,1.0,True,0.83,False,True,168.64,172.61,1000,3.33,0.54,0.5,0.0,0.0
IRON,65.82,2,False,False,0.400273,False,Varsayılan,2026-04-06 19:45,True,False,False,False,0,0.85,2.94,5,1.44,9.54,neutral,1.79,1.5,1.6,1.92,mid_liquidity,3,60,-3.22,False,0.67,False,0.33,False,False,64.82,68.42,1000,2.6,1.52,0.5,0.0,0.0
KYMR,85.37,2,True,True,0.500434,True,Varsayılan,2026-04-06 19:45,True,False,False,True,1,0.59,2.38,5,1.4,9.1,neutral,1.86,1.5,1.6,2.04,mid_liquidity,3,60,20.56,True,1.0,True,0.5,False,True,84.62,87.87,1000,3.33,0.88,0.5,0.0,0.0
