symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric
ARWR,74.83,1,True,True,0.502381,False,Varsayılan,2026-05-05 16:15,True,False,False,True,1,0.38,1.84,5,0.99,6.7,neutral,2.22,1.5,2.0,2.36,high_liquidity,3,60,27.56,False,0.67,False,0.33,False,False,74.08,77.34,1000,3.33,1.01,0.5,0.0,0.0
IBRX,7.585,1,True,True,0.087991,False,Varsayılan,2026-05-05 16:15,True,False,False,True,1,0.52,6.83,3,0.37,6.83,neutral,2.33,1.5,2.0,2.55,high_liquidity,3,60,40.47,True,1.0,True,0.83,False,False,7.37,8.16,1000,2.6,2.9,0.5,0.0,0.0
PRAX,329.3,1,True,True,3.410663,False,Varsayılan,2026-05-05 16:15,True,False,False,True,1,0.5,3.28,1,-0.71,-2.46,neutral,1.88,1.5,1.6,2.07,mid_liquidity,3,60,36.7,False,0.67,False,0.33,False,False,320.77,351.47,1000,2.6,2.59,0.5,0.0,0.0
HALO,66.485,1,False,False,0.404095,False,Varsayılan,2026-05-05 16:15,True,False,False,False,0,0.53,4.44,1,1.56,2.97,neutral,2.11,1.5,2.0,2.18,high_liquidity,3,60,-0.09,False,0.67,True,0.67,False,False,65.47,69.11,1000,2.6,1.52,0.5,0.0,0.0
CYTK,76.645,2,True,True,1.450802,True,Varsayılan,2026-05-05 16:15,True,True,True,True,3,3.99,19.81,1,4.71,16.04,bullish,2.15,1.5,2.0,2.25,high_liquidity,3,60,9.48,True,1.0,False,0.33,False,True,74.47,83.9,1000,3.33,2.84,0.5,0.0,0.0
PCVX,56.37,1,True,False,0.602257,False,Varsayılan,2026-05-05 16:15,True,False,False,True,1,0.65,-1.52,1,-1.61,-3.62,neutral,2.19,1.5,2.0,2.31,high_liquidity,3,60,9.31,False,0.33,False,0.17,False,False,54.86,60.28,1000,2.6,2.67,0.5,0.0,0.0
ICLR,116.16,2,False,True,0.93549,False,Varsayılan,2026-05-05 16:15,True,False,False,False,0,0.22,-1.83,5,1.08,13.34,neutral,2.5,1.5,2.0,2.83,high_liquidity,3,60,-21.46,False,0.67,True,0.83,False,False,114.76,120.84,1000,3.33,1.21,0.5,0.0,0.0
KRYS,287.62,2,True,True,3.681518,False,Varsayılan,2026-05-05 16:15,False,False,True,True,2,0.76,9.67,3,2.63,9.67,bullish,2.13,1.5,1.4,2.62,low_liquidity,3,60,14.67,True,1.0,True,0.5,False,True,282.1,306.03,1000,3.33,1.92,0.5,0.0,0.0
RGEN,127.65,3,False,True,1.362475,False,Varsayılan,2026-05-05 16:15,True,False,True,False,1,0.92,7.89,1,2.6,7.99,bullish,2.15,1.5,2.0,2.25,high_liquidity,3,60,-8.33,False,0.67,True,0.83,False,False,125.61,134.46,1000,3.33,1.6,0.5,0.0,0.0
BTSG,53.4433,1,True,True,0.425522,False,Varsayılan,2026-05-05 16:15,True,False,True,True,2,0.28,11.41,5,2.26,12.54,bullish,2.15,1.5,2.0,2.25,high_liquidity,3,60,23.89,True,1.0,True,0.5,False,False,52.81,55.57,1000,3.33,1.19,0.5,0.0,0.0
NUVL,100.81,1,True,False,0.697398,False,Varsayılan,2026-05-05 16:15,True,False,False,True,1,0.38,0.53,1,-0.93,-1.76,neutral,2.0,1.5,1.6,2.27,mid_liquidity,3,60,5.7,False,0.33,False,0.33,False,False,99.07,105.34,1000,2.6,1.73,0.5,0.0,0.0
KYMR,82.665,1,True,False,0.72157,False,Varsayılan,2026-05-05 16:15,True,False,False,True,1,0.32,1.97,1,-0.49,-1.11,neutral,1.84,1.5,1.6,2.0,mid_liquidity,3,60,18.34,False,0.33,False,0.33,False,False,80.86,87.36,1000,2.6,2.18,0.5,0.0,0.0
BLTE,157.15,1,True,False,1.301308,False,Varsayılan,2026-05-05 16:15,False,False,False,True,1,0.32,-1.26,1,0.68,1.71,neutral,1.92,1.5,1.4,2.27,low_liquidity,3,60,21.51,False,0.67,True,0.67,False,False,153.9,165.61,1000,2.6,2.07,0.5,0.0,0.0
RYTM,92.39,3,True,True,1.36627,True,Varsayılan,2026-05-05 16:15,True,True,True,False,2,1.73,13.56,3,2.93,13.56,bullish,2.13,1.5,1.6,2.49,mid_liquidity,3,60,-2.75,True,1.0,True,0.5,False,True,90.34,99.22,1000,3.33,2.22,0.5,0.0,0.0
GRFS,8.22,1,False,False,0.023051,False,Varsayılan,2026-05-05 16:15,True,False,False,False,0,0.1,-0.24,5,0.64,1.86,neutral,2.05,1.5,1.6,2.35,mid_liquidity,3,60,-4.34,False,0.33,True,0.5,False,False,8.16,8.37,1000,2.6,0.7,0.5,0.0,0.0
COGT,36.39,1,True,True,0.258655,False,Varsayılan,2026-05-05 16:15,True,False,False,True,1,0.4,1.68,3,0.45,1.68,neutral,2.13,1.5,2.0,2.22,high_liquidity,3,60,24.35,False,0.67,True,0.5,False,False,35.74,38.07,1000,2.6,1.78,0.5,0.0,0.0
PTCT,64.38,1,False,False,0.432392,False,Varsayılan,2026-05-05 16:15,True,False,False,True,1,0.18,-1.05,5,-1.81,-8.37,neutral,1.99,1.5,2.0,1.98,high_liquidity,3,60,4.36,False,0.0,False,0.17,False,False,63.3,67.19,1000,2.6,1.68,0.5,0.0,0.0
OPCH,21.59,1,False,False,0.192379,False,Varsayılan,2026-05-05 16:15,True,False,False,False,0,0.52,6.2,5,-2.48,-22.25,neutral,2.6,1.5,2.0,3.0,high_liquidity,3,60,-6.31,False,0.33,False,0.33,False,False,21.11,22.84,1000,2.6,2.23,0.5,0.0,0.0
CAI,18.505,1,False,False,0.157554,False,Varsayılan,2026-05-05 16:15,True,False,False,False,0,0.36,-2.61,3,-0.31,-2.61,neutral,2.11,1.5,2.0,2.19,high_liquidity,3,60,-17.85,False,0.0,True,0.5,False,False,18.11,19.53,1000,2.6,2.13,0.5,0.0,0.0
RDNT,58.75,2,False,False,0.407102,False,Varsayılan,2026-05-05 16:15,True,False,False,False,0,0.31,3.89,3,0.91,3.89,neutral,2.08,1.5,1.6,2.4,mid_liquidity,3,60,-8.66,False,0.67,True,1.0,False,False,57.73,61.4,1000,2.6,1.73,0.5,0.0,0.0
IMVT,27.33,1,True,True,0.181425,False,Varsayılan,2026-05-05 16:15,True,False,False,True,1,0.27,0.68,1,-0.69,-1.87,neutral,2.1,1.5,2.0,2.16,high_liquidity,3,60,11.27,False,0.67,True,0.5,False,False,26.88,28.51,1000,2.6,1.66,0.5,0.0,0.0
MIRM,108.85,1,True,True,1.097354,False,Varsayılan,2026-05-05 16:15,True,False,True,True,2,0.55,11.86,5,2.46,15.8,bullish,2.08,1.5,1.6,2.41,mid_liquidity,3,60,16.76,True,1.0,True,0.67,False,False,107.2,114.34,1000,3.33,1.51,0.5,0.0,0.0
ALKS,35.48,1,True,True,0.353334,False,Varsayılan,2026-05-05 16:15,True,False,False,True,1,0.75,5.25,1,1.19,3.83,neutral,2.42,1.5,2.0,2.71,high_liquidity,3,60,5.18,True,1.0,True,0.83,False,False,34.6,37.78,1000,2.6,2.49,0.5,0.0,0.0
