symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric
BCPC,169.61,1,True,True,0.493374,False,Varsayılan,2026-04-06 19:45,False,False,False,True,1,0.66,0.06,1,-0.44,-0.49,neutral,1.88,1.5,1.4,2.2,low_liquidity,3,60,3.72,False,0.33,True,0.67,False,False,168.87,172.08,1000,3.33,0.44,0.5,0.0,0.0
LSTR,165.29,2,True,True,0.57471,True,Varsayılan,2026-04-06 19:45,True,False,False,True,1,0.71,3.1,5,0.75,5.6,neutral,2.13,1.5,1.6,2.48,mid_liquidity,3,60,5.7,True,1.0,True,0.5,False,True,164.43,168.16,1000,3.33,0.52,0.5,0.0,0.0
CENX,64.6,2,True,True,0.488042,True,Varsayılan,2026-04-06 19:45,True,False,True,True,2,0.72,9.97,5,2.8,29.99,bullish,2.27,1.5,2.0,2.45,high_liquidity,3,60,36.31,True,1.0,True,0.5,False,True,63.87,67.04,1000,3.33,1.13,0.5,0.0,0.0
ITRI,91.14,2,False,False,0.335355,False,Varsayılan,2026-04-06 19:45,True,False,False,False,0,0.58,1.66,5,1.78,6.45,neutral,2.14,1.5,1.6,2.51,mid_liquidity,3,60,-9.86,False,0.33,True,0.67,False,False,90.3,93.32,1000,2.6,0.92,0.5,0.0,0.0
MYRG,288.21,2,True,True,1.781731,False,Varsayılan,2026-04-06 19:45,False,False,False,True,1,1.02,2.03,5,0.87,5.34,neutral,1.77,1.5,1.4,2.02,low_liquidity,3,60,18.73,True,1.0,True,0.67,False,True,285.54,297.12,1000,3.33,0.93,0.5,0.0,0.0
VSNT,37.83,2,True,True,0.144282,True,Varsayılan,2026-04-06 19:45,True,False,False,False,0,0.81,3.23,5,0.98,7.87,neutral,2.14,1.5,2.0,2.24,high_liquidity,3,60,-10.98,True,1.0,True,0.67,False,False,37.61,38.55,1000,3.33,0.57,0.5,0.0,0.0
WSC,18.09,2,False,False,0.11342,False,Varsayılan,2026-04-06 19:45,True,False,False,False,0,0.84,4.09,1,1.33,3.91,neutral,2.03,1.5,2.0,2.05,high_liquidity,3,60,-13.24,False,0.33,True,0.83,False,False,17.81,18.83,1000,2.6,1.57,0.5,0.0,0.0
MEOH,61.57,1,True,True,0.375903,False,Varsayılan,2026-04-06 19:45,True,False,False,True,1,0.5,3.41,5,-1.58,-5.6,neutral,2.22,1.5,2.0,2.37,high_liquidity,3,60,20.2,True,1.0,True,0.67,False,False,61.01,63.45,1000,3.33,0.92,0.5,0.0,0.0
HSAI,20.73,1,False,False,0.105881,False,Varsayılan,2026-04-06 19:45,True,False,False,True,1,0.33,8.32,5,1.42,12.31,neutral,2.15,1.5,2.0,2.25,high_liquidity,3,60,4.31,False,0.33,True,0.67,False,False,20.47,21.42,1000,2.6,1.28,0.5,0.0,0.0
LUNR,22.91,3,True,True,0.308725,True,Varsayılan,2026-04-06 19:45,True,False,True,True,2,0.94,23.49,5,2.68,30.82,bullish,2.03,1.5,2.0,2.05,high_liquidity,3,60,24.97,True,1.0,True,0.5,False,True,22.45,24.45,1000,3.33,2.02,0.5,0.0,0.0
WDFC,210.84,1,False,False,0.999702,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,0.92,3.24,1,0.97,2.11,neutral,1.76,1.5,1.4,2.0,low_liquidity,3,60,1.11,False,0.33,True,0.67,False,False,208.34,217.34,1000,2.6,1.19,0.5,0.0,0.0
FLY,34.85,2,True,True,0.476317,True,Varsayılan,2026-04-06 19:45,True,False,True,False,1,1.29,22.41,5,3.38,47.02,bullish,2.07,1.5,2.0,2.11,high_liquidity,3,60,-24.66,True,1.0,True,0.5,False,False,34.14,37.23,1000,3.33,2.05,0.5,0.0,0.0
USLM,132.05,1,True,True,0.823357,False,Varsayılan,2026-04-06 19:45,False,False,False,True,1,1.04,0.94,1,-1.05,-2.82,neutral,1.94,1.5,1.4,2.3,low_liquidity,3,60,3.27,False,0.67,True,0.5,False,False,130.81,136.17,1000,3.33,0.94,0.5,0.0,0.0
LCID,9.33,2,False,False,0.074409,False,Varsayılan,2026-04-06 19:45,True,True,False,False,1,1.66,-2.1,1,-1.31,-6.33,neutral,2.11,1.5,2.0,2.19,high_liquidity,3,60,-33.16,False,0.0,False,0.17,False,False,9.14,9.81,1000,2.6,1.99,0.5,0.0,0.0
