symbol,price,score,regime,direction,atr,entry_ok,timestamp,volume_spike,price_momentum,trend_strength,filter_score,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent
MSTR,321.2892,0,False,False,2.412855,False,2025-09-15 15:15,False,False,True,1,False,0.0,False,0.17,False,False,316.46,330.94,41,2.0,1.5
SOFI,27.1108,0,True,True,0.246236,False,2025-09-15 15:15,False,True,True,2,True,1.0,True,0.67,False,False,26.62,28.1,406,2.0,1.82
RIVN,13.555,0,True,True,0.136659,False,2025-09-15 15:15,False,False,False,0,False,0.67,True,0.5,False,False,13.28,14.1,731,2.0,2.02
LCID,19.41,0,False,False,0.19556,False,2025-09-15 15:15,False,False,False,0,False,0.33,True,0.67,False,False,19.02,20.19,511,2.0,2.02
CRM,242.105,0,False,False,1.044419,False,2025-09-15 15:15,False,False,False,0,False,0.0,False,0.17,False,False,240.02,246.28,95,2.0,0.86
ORCL,303.77,0,True,True,2.976304,False,2025-09-15 15:15,False,True,True,2,True,1.0,True,0.67,False,False,297.82,315.68,33,2.0,1.96
ADBE,346.92,0,False,False,2.851278,False,2025-09-15 15:15,True,False,False,1,False,0.0,False,0.17,False,False,341.22,358.33,35,2.0,1.64
NOW,946.475,0,True,True,3.595374,False,2025-09-15 15:15,False,True,False,1,True,1.0,True,0.83,False,False,939.28,960.86,27,2.0,0.76
WDAY,222.325,0,False,False,0.995919,False,2025-09-15 15:15,False,False,False,0,False,0.0,False,0.17,False,False,220.33,226.31,100,2.0,0.9
VEEV,277.405,0,True,False,1.208266,False,2025-09-15 15:15,False,False,True,1,False,0.67,True,0.67,False,False,274.99,282.24,82,2.0,0.87
ZM,84.06,0,True,True,0.297568,False,2025-09-15 15:15,False,False,False,0,False,0.67,True,0.5,False,False,83.46,85.25,336,2.0,0.71
OKTA,90.26,0,False,False,0.395648,False,2025-09-15 15:15,False,False,False,0,False,0.0,False,0.17,False,False,89.47,91.84,252,2.0,0.88
FTNT,79.865,0,False,False,0.336631,False,2025-09-15 15:15,False,False,False,0,False,0.0,True,0.67,False,False,79.19,81.21,297,2.0,0.84
NET,227.26,0,True,True,1.2557,False,2025-09-15 15:15,False,False,True,1,True,1.0,True,0.67,False,False,224.75,232.28,79,2.0,1.11
DDOG,137.3,0,True,True,0.765028,False,2025-09-15 15:15,False,False,True,1,False,0.67,True,0.5,False,False,135.77,140.36,130,2.0,1.11
MDB,339.1461,0,True,True,2.613844,False,2025-09-15 15:15,False,False,True,1,True,1.0,True,0.67,False,False,333.92,349.6,38,2.0,1.54
TEAM,174.74,0,False,False,0.919194,False,2025-09-15 15:15,False,False,False,0,False,0.0,True,0.5,False,False,172.9,178.42,108,2.0,1.05
INTU,643.1,0,False,False,2.565623,False,2025-09-15 15:15,False,False,True,1,False,0.0,False,0.0,False,False,637.97,653.36,38,2.0,0.8
ADP,292.0155,0,False,False,0.67776,False,2025-09-15 15:15,False,False,False,0,False,0.0,False,0.0,False,False,290.66,294.73,147,2.0,0.46
MRNA,23.58,0,False,False,0.258731,False,2025-09-15 15:15,False,False,False,0,False,0.0,False,0.17,False,False,23.06,24.61,386,2.0,2.19
BNTX,97.71,0,False,False,0.955224,False,2025-09-15 15:15,False,False,False,0,False,0.0,False,0.33,False,False,95.8,101.53,104,2.0,1.96
UNH,348.735,0,False,True,2.357981,False,2025-09-15 15:15,False,False,False,0,False,0.33,False,0.33,False,False,344.02,358.17,42,2.0,1.35
JNJ,177.4,0,True,True,0.419066,False,2025-09-15 15:15,False,False,True,1,False,0.67,False,0.33,False,False,176.56,179.08,238,2.0,0.47
PFE,23.7399,0,False,False,0.105121,False,2025-09-15 15:15,True,False,False,1,False,0.0,False,0.0,False,False,23.53,24.16,951,2.0,0.89
LLY,748.395,0,False,True,2.671308,False,2025-09-15 15:15,False,False,False,0,False,0.33,False,0.17,False,False,743.05,759.08,37,2.0,0.71
MRK,81.1237,0,False,False,0.302221,False,2025-09-15 15:15,False,False,False,0,False,0.0,False,0.0,False,False,80.52,82.33,330,2.0,0.75
ABBV,215.12,0,True,True,0.844689,False,2025-09-15 15:15,False,True,True,2,False,0.67,False,0.33,False,False,213.43,218.5,118,2.0,0.79
TMO,475.25,0,False,False,2.135363,False,2025-09-15 15:15,False,False,False,0,False,0.0,False,0.0,False,False,470.98,483.79,46,2.0,0.9
DHR,187.64,0,False,False,0.866704,False,2025-09-15 15:15,False,False,False,0,False,0.0,False,0.0,False,False,185.91,191.11,115,2.0,0.92
ISRG,442.3904,0,False,False,1.928194,False,2025-09-15 15:15,False,False,False,0,False,0.0,False,0.0,False,False,438.53,450.1,51,2.0,0.87
CVS,72.935,0,True,True,0.345949,False,2025-09-15 15:15,False,True,True,2,False,0.67,False,0.17,False,False,72.24,74.32,289,2.0,0.95
JPM,308.45,0,True,True,0.845743,False,2025-09-15 15:15,False,True,True,2,True,1.0,True,0.67,False,False,306.76,311.83,118,2.0,0.55
BAC,50.755,0,True,True,0.142447,False,2025-09-15 15:15,False,False,True,1,True,1.0,True,0.67,False,False,50.47,51.32,702,2.0,0.56
GS,785.28,0,True,True,2.860052,False,2025-09-15 15:15,False,True,True,2,True,1.0,True,0.5,False,False,779.56,796.72,34,2.0,0.73
WFC,81.235,0,True,True,0.243344,False,2025-09-15 15:15,False,False,True,1,True,1.0,True,0.67,False,False,80.75,82.21,410,2.0,0.6
MS,156.9,0,True,True,0.520125,False,2025-09-15 15:15,False,False,True,1,True,1.0,True,0.5,False,False,155.86,158.98,192,2.0,0.66
C,99.555,0,True,True,0.271331,False,2025-09-15 15:15,False,True,True,2,True,1.0,False,0.33,False,False,99.01,100.64,368,2.0,0.55
SCHW,92.91,0,True,False,0.256311,False,2025-09-15 15:15,False,False,True,1,False,0.33,False,0.17,False,False,92.4,93.94,390,2.0,0.55
XOM,112.175,0,True,True,0.285673,False,2025-09-15 15:15,False,False,False,0,True,1.0,True,0.67,False,False,111.6,113.32,350,2.0,0.51
CVX,157.8,0,True,True,0.416178,False,2025-09-15 15:15,False,False,True,1,True,1.0,True,0.83,False,False,156.97,159.46,240,2.0,0.53
COP,92.28,0,False,False,0.384418,False,2025-09-15 15:15,False,False,False,0,False,0.0,False,0.0,False,False,91.51,93.82,260,2.0,0.83
SLB,35.43,0,False,True,0.211312,False,2025-09-15 15:15,False,False,False,0,False,0.33,False,0.17,False,False,35.01,36.28,473,2.0,1.19
OXY,45.46,0,False,False,0.168713,False,2025-09-15 15:15,False,False,False,0,False,0.0,False,0.17,False,False,45.12,46.13,592,2.0,0.74
DVN,33.99,0,False,False,0.163759,False,2025-09-15 15:15,False,False,False,0,False,0.0,False,0.0,False,False,33.66,34.65,610,2.0,0.96
EOG,117.51,0,False,False,0.441576,False,2025-09-15 15:15,False,False,False,0,False,0.0,False,0.0,False,False,116.63,119.28,226,2.0,0.75
EQT,50.77,0,True,False,0.282423,False,2025-09-15 15:15,False,False,True,1,False,0.33,False,0.33,False,False,50.21,51.9,354,2.0,1.11
FSLR,203.35,0,True,True,1.497239,False,2025-09-15 15:15,False,False,True,1,False,0.67,True,0.67,False,False,200.36,209.34,66,2.0,1.47
ENPH,37.42,0,False,True,0.328834,False,2025-09-15 15:15,False,False,False,0,False,0.33,False,0.17,False,False,36.76,38.74,304,2.0,1.76
PYPL,67.03,0,False,False,0.231815,False,2025-09-15 15:15,False,True,False,1,False,0.0,False,0.33,False,False,66.57,67.96,431,2.0,0.69
V,340.29,0,True,False,0.88627,False,2025-09-15 15:30,False,False,True,1,False,0.33,True,0.5,False,False,338.52,343.84,112,2.0,0.52
MA,582.98,0,True,False,1.565213,False,2025-09-15 15:15,False,False,True,1,False,0.33,True,0.67,False,False,579.85,589.24,63,2.0,0.54
AXP,327.66,0,True,True,0.998778,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.83,False,False,325.66,331.66,100,2.0,0.61
SPY,660.35,0,True,True,0.694692,False,2025-09-15 15:15,False,False,True,1,True,1.0,True,0.67,True,False,658.96,663.13,143,2.0,0.21
QQQ,590.278,0,True,True,0.724055,False,2025-09-15 15:15,False,False,True,1,True,1.0,True,0.5,True,False,588.83,593.17,138,2.0,0.25
IWM,239.34,0,True,True,0.567603,False,2025-09-15 15:15,False,False,True,1,True,1.0,True,0.5,False,False,238.2,241.61,176,2.0,0.47
DIA,459.35,0,True,True,0.594577,False,2025-09-15 15:30,False,False,True,1,False,0.67,True,0.5,False,False,458.16,461.73,168,2.0,0.26
XLK,272.25,0,True,True,0.408533,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.67,False,False,271.43,273.88,244,2.0,0.3
XLF,53.79,0,True,True,0.095648,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.5,False,False,53.6,54.17,1045,2.0,0.36
XLV,137.06,0,False,True,0.274726,False,2025-09-15 15:30,False,False,False,0,False,0.33,False,0.33,False,False,136.51,138.16,363,2.0,0.4
XLE,88.565,0,True,True,0.244077,False,2025-09-15 15:15,False,False,False,0,False,0.67,False,0.33,False,False,88.08,89.54,409,2.0,0.55
XLY,242.29,0,True,True,0.642559,False,2025-09-15 15:15,False,True,True,2,True,1.0,True,0.5,False,False,241.0,244.86,155,2.0,0.53
XLI,152.13,0,True,True,0.265848,False,2025-09-15 15:15,False,False,True,1,True,1.0,True,0.67,False,False,151.6,153.19,376,2.0,0.35
XLP,79.795,0,False,False,0.118543,False,2025-09-15 15:30,False,False,False,0,False,0.0,False,0.0,False,False,79.56,80.27,843,2.0,0.3
XLB,91.31,0,True,True,0.18241,False,2025-09-15 15:30,False,False,False,0,False,0.67,False,0.17,False,False,90.95,92.04,548,2.0,0.4
XLU,85.82,0,True,True,0.154025,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.83,False,False,85.51,86.44,649,2.0,0.36
XLC,118.57,0,True,True,0.255274,False,2025-09-15 15:15,False,False,True,1,True,1.0,True,0.5,False,False,118.06,119.59,391,2.0,0.43
XLRE,42.37,0,True,True,0.070184,False,2025-09-15 15:30,False,False,False,0,True,1.0,True,0.5,False,False,42.23,42.65,1424,2.0,0.33
SMH,305.54,0,True,True,0.720731,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.5,False,False,304.1,308.42,138,2.0,0.47
SOXX,256.66,0,True,True,0.639573,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.5,False,False,255.38,259.22,156,2.0,0.5
COST,962.61,0,True,True,2.168856,False,2025-09-15 15:30,False,False,False,0,False,0.67,False,0.33,False,False,958.27,971.29,46,2.0,0.45
WMT,103.8,0,True,True,0.252598,False,2025-09-15 15:15,False,True,True,2,True,1.0,True,0.67,False,False,103.29,104.81,395,2.0,0.49
TGT,88.789,0,False,False,0.243142,False,2025-09-15 15:30,False,False,False,0,False,0.0,False,0.17,False,False,88.3,89.76,411,2.0,0.55
HD,419.854,0,True,True,1.286655,False,2025-09-15 15:15,False,False,True,1,False,0.67,False,0.33,False,False,417.28,425.0,77,2.0,0.61
LOW,270.76,0,True,True,0.726342,False,2025-09-15 15:30,False,False,True,1,False,0.67,False,0.17,False,False,269.31,273.67,137,2.0,0.54
NKE,72.9,0,True,False,0.264934,False,2025-09-15 15:30,False,False,False,0,False,0.33,False,0.33,False,False,72.37,73.96,377,2.0,0.73
MCD,301.94,0,True,False,0.782763,False,2025-09-15 15:30,False,False,False,0,False,0.33,False,0.17,False,False,300.37,305.07,127,2.0,0.52
SBUX,83.44,0,False,False,0.386603,False,2025-09-15 15:15,False,False,False,0,False,0.33,True,0.5,False,False,82.67,84.99,258,2.0,0.93
BKNG,5532.48,0,True,False,17.925822,False,2025-09-15 15:30,False,False,True,1,False,0.67,True,0.83,False,False,5496.63,5604.18,5,2.0,0.65
TJX,140.265,0,True,True,0.330293,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.67,False,False,139.6,141.59,302,2.0,0.47
ROST,147.0,0,True,False,0.41062,False,2025-09-15 15:30,False,False,False,0,False,0.33,False,0.0,False,False,146.18,148.64,243,2.0,0.56
CAT,432.76,0,True,True,1.488824,False,2025-09-15 15:30,False,True,True,2,True,1.0,True,0.83,False,False,429.78,438.72,67,2.0,0.69
DE,465.05,0,False,False,1.700396,False,2025-09-15 15:30,False,False,True,1,False,0.0,False,0.0,False,False,461.65,471.85,58,2.0,0.73
GE,285.985,0,True,True,0.958755,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.5,False,False,284.07,289.82,104,2.0,0.67
BA,216.532,0,True,False,0.954354,False,2025-09-15 15:30,True,False,True,2,False,0.33,False,0.33,False,False,214.62,220.35,104,2.0,0.88
LMT,474.115,0,True,True,1.116285,False,2025-09-15 15:15,False,True,False,1,True,1.0,True,0.83,False,False,471.88,478.58,89,2.0,0.47
RTX,156.9,0,True,True,0.372833,False,2025-09-15 15:30,False,True,True,2,True,1.0,True,0.83,False,False,156.15,158.39,268,2.0,0.48
NOC,573.27,0,True,False,1.505852,False,2025-09-15 15:30,False,False,True,1,False,0.33,False,0.0,False,False,570.26,579.29,66,2.0,0.53
