symbol,price,score,regime,direction,atr,entry_ok,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent
GOOGL,252.54,2,True,True,0.859192,True,2025-09-22 19:45,True,True,False,False,1,3.71,0.42,1.8,True,1.0,True,0.5,True,False,250.82,255.98,116,2.0,0.68
USB,49.495,3,False,True,0.125676,False,2025-09-22 19:45,False,True,False,False,1,4.2,0.49,0.52,False,0.33,False,0.33,False,False,49.24,50.0,795,2.0,0.51
CRWD,492.91,2,True,True,2.408296,False,2025-09-22 19:45,False,True,False,True,2,3.32,-0.96,5.35,True,1.0,False,0.33,False,False,488.09,502.54,41,2.0,0.98
MRNA,26.56,2,True,True,0.207058,False,2025-09-22 19:45,True,True,False,True,2,3.52,-0.9,3.37,True,1.0,True,0.83,False,False,26.15,27.39,482,2.0,1.56
DHR,190.44,2,False,False,0.579054,False,2025-09-22 19:45,False,True,False,False,1,4.79,-0.1,-0.51,False,0.0,False,0.33,False,False,189.28,192.76,172,2.0,0.61
BAC,51.93,2,True,True,0.112432,False,2025-09-22 19:45,True,True,False,False,1,3.34,0.05,1.23,False,0.67,False,0.17,False,False,51.71,52.38,889,2.0,0.43
GS,805.75,2,True,True,1.759104,False,2025-09-22 19:45,False,True,False,False,1,3.6,0.44,1.53,True,1.0,True,0.67,False,False,802.23,812.79,56,2.0,0.44
MS,160.72,2,True,True,0.380134,False,2025-09-22 19:45,False,True,False,False,1,3.14,0.36,1.52,True,1.0,True,0.67,False,False,159.96,162.24,263,2.0,0.47
XLC,118.59,2,True,True,0.148415,False,2025-09-22 19:45,True,True,False,False,1,1.72,-0.03,0.69,False,0.67,False,0.33,False,False,118.29,119.18,673,2.0,0.25
GILD,112.5,2,False,False,0.42723,False,2025-09-22 19:45,False,True,False,False,1,3.56,-0.7,-0.29,False,0.0,False,0.33,False,False,111.65,114.21,234,2.0,0.76
