symbol,price,score,regime,direction,atr,entry_ok,timestamp,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent
SMCI,512.74,0,True,True,1.353022,False,2025-09-15 16:30,False,False,False,0,0.57,0.52,1.55,True,1.0,True,0.67,False,False,510.03,518.15,73,2.0,0.53
MSFT,512.74,0,True,True,1.353022,False,2025-09-15 16:30,False,False,False,0,0.57,0.52,1.55,True,1.0,True,0.67,True,False,510.03,518.15,73,2.0,0.53
AVGO,512.74,0,True,True,1.353022,False,2025-09-15 16:30,False,False,False,0,0.57,0.52,1.55,True,1.0,True,0.67,False,False,510.03,518.15,73,2.0,0.53
AMD,512.74,0,True,True,1.353022,False,2025-09-15 16:30,False,False,False,0,0.57,0.52,1.55,True,1.0,True,0.67,False,False,510.03,518.15,73,2.0,0.53
NFLX,512.74,0,True,True,1.353022,False,2025-09-15 16:30,False,False,False,0,0.57,0.52,1.55,True,1.0,True,0.67,False,False,510.03,518.15,73,2.0,0.53
AMZN,512.74,0,True,True,1.353022,False,2025-09-15 16:30,False,False,False,0,0.57,0.52,1.55,True,1.0,True,0.67,False,False,510.03,518.15,73,2.0,0.53
AAPL,512.74,0,True,True,1.353022,False,2025-09-15 16:30,False,False,False,0,0.57,0.52,1.55,True,1.0,True,0.67,True,False,510.03,518.15,73,2.0,0.53
GOOGL,512.74,0,True,True,1.353022,False,2025-09-15 16:30,False,False,False,0,0.57,0.52,1.55,True,1.0,True,0.67,True,False,510.03,518.15,73,2.0,0.53
CRWD,153.5,0,True,True,0.840316,False,2025-09-15 16:30,False,False,False,0,0.57,0.52,1.55,True,1.0,True,0.83,False,False,151.82,156.86,119,2.0,1.09
NVDA,512.74,0,True,True,1.353022,False,2025-09-15 16:30,False,False,False,0,0.57,0.52,1.55,True,1.0,True,0.67,True,False,510.03,518.15,73,2.0,0.53
ZS,153.5,0,True,True,0.840316,False,2025-09-15 16:30,False,False,False,0,0.57,0.52,1.55,True,1.0,True,0.83,False,False,151.82,156.86,119,2.0,1.09
PLTR,512.74,0,True,True,1.353022,False,2025-09-15 16:30,False,False,False,0,0.57,0.52,1.55,True,1.0,True,0.67,False,False,510.03,518.15,73,2.0,0.53
SHOP,169.9954,0,True,True,1.00067,False,2025-09-15 16:30,False,False,False,0,0.11,1.39,-0.55,True,1.0,True,0.83,False,False,167.99,174.0,99,2.0,1.18
PANW,231.935,0,True,True,0.811035,False,2025-09-15 16:30,False,False,False,0,0.11,1.39,-0.55,True,1.0,True,0.83,False,False,230.31,235.18,123,2.0,0.7
UBER,1204.59,0,True,True,4.731685,False,2025-09-15 16:30,False,False,False,0,0.11,1.39,-0.55,True,1.0,True,0.83,False,False,1195.13,1223.52,21,2.0,0.79
ABNB,153.5,0,True,True,0.840316,False,2025-09-15 16:30,False,False,False,0,0.11,1.39,-0.55,True,1.0,True,1.0,False,False,151.82,156.86,119,2.0,1.09
MSTR,177.935,0,True,True,1.346695,False,2025-09-15 12:30,False,True,False,1,1.19,3.44,6.3,True,1.0,True,0.67,False,False,175.24,183.32,74,2.0,1.51
WDAY,177.935,0,True,True,1.346695,False,2025-09-15 12:30,False,True,False,1,1.19,3.44,6.3,True,1.0,True,0.67,False,False,175.24,183.32,74,2.0,1.51
RIOT,177.935,0,True,True,1.346695,False,2025-09-15 12:30,False,True,False,1,1.19,3.44,6.3,True,1.0,True,0.67,False,False,175.24,183.32,74,2.0,1.51
RIVN,177.935,0,True,True,1.346695,False,2025-09-15 12:30,False,True,False,1,1.19,3.44,6.3,True,1.0,True,0.67,False,False,175.24,183.32,74,2.0,1.51
MARA,177.935,0,True,True,1.346695,False,2025-09-15 12:30,False,False,False,0,0.11,0.49,1.31,True,1.0,True,0.67,False,False,175.24,183.32,74,2.0,1.51
LCID,177.935,0,True,True,1.346695,False,2025-09-15 12:30,False,False,False,0,0.11,0.49,1.31,True,1.0,True,0.67,False,False,175.24,183.32,74,2.0,1.51
NOW,177.935,0,True,True,1.346695,False,2025-09-15 12:30,False,False,False,0,0.62,1.25,0.5,True,1.0,True,0.67,False,False,175.24,183.32,74,2.0,1.51
ADBE,177.935,0,True,True,1.346695,False,2025-09-15 12:30,False,False,True,1,0.65,-1.66,6.37,True,1.0,True,0.67,False,False,175.24,183.32,74,2.0,1.51
MDB,287.55,0,True,True,2.583577,False,2025-09-15 12:30,False,False,False,0,0.63,-0.02,0.57,True,1.0,True,0.5,False,False,282.38,297.88,38,2.0,1.8
OKTA,231.9427,0,True,True,1.56219,False,2025-09-15 16:30,False,False,False,0,0.63,-0.02,0.57,True,1.0,True,0.67,False,False,228.82,238.19,64,2.0,1.35
ZM,169.9954,0,True,True,1.920796,False,2025-09-15 16:30,False,False,False,0,0.63,-0.02,0.57,True,1.0,True,0.67,False,False,166.15,177.68,52,2.0,2.26
NET,169.9954,0,False,False,4.294811,False,2025-09-15 09:30,False,True,False,1,0.86,2.5,-3.97,False,0.5,True,0.67,False,False,161.41,187.17,23,2.0,5.05
TEAM,287.55,0,False,True,2.583577,False,2025-09-15 12:30,False,True,False,1,0.86,2.5,-3.97,True,1.0,True,0.67,False,False,282.38,297.88,38,2.0,1.8
BNTX,277.365,0,False,True,0.997949,False,2025-09-15 12:30,False,True,False,1,1.16,2.39,-2.13,False,0.67,True,0.83,False,False,275.37,281.36,100,2.0,0.72
TMO,277.365,0,False,True,0.997949,False,2025-09-15 16:30,False,False,False,0,0.44,0.01,-0.75,False,0.67,True,0.83,False,False,275.37,281.36,100,2.0,0.72
LLY,277.365,0,False,True,0.997949,False,2025-09-15 16:30,False,False,False,0,0.44,0.01,-0.75,False,0.67,True,0.83,False,False,275.37,281.36,100,2.0,0.72
CVS,45.065,0,True,True,1.283564,False,2025-09-15 09:30,False,False,False,0,0.13,-0.05,1.95,True,1.0,True,1.0,False,False,42.5,50.2,77,2.0,5.7
XOM,231.935,0,True,True,3.128304,False,2025-09-15 13:30,False,False,False,0,0.42,0.01,1.33,True,1.0,True,0.67,False,False,225.68,244.45,31,2.0,2.7
BAC,80.335,0,True,True,0.551427,False,2025-09-15 16:30,False,False,False,0,0.42,0.01,1.33,True,1.0,True,0.67,False,False,79.23,82.54,181,2.0,1.37
GS,231.935,0,True,True,3.128304,False,2025-09-15 13:30,False,False,False,0,0.42,0.01,1.33,False,0.67,True,0.67,False,False,225.68,244.45,31,2.0,2.7
MS,80.335,0,True,True,0.551427,False,2025-09-15 16:30,False,False,False,0,0.42,0.01,1.33,True,1.0,True,0.67,False,False,79.23,82.54,181,2.0,1.37
SCHW,231.935,0,True,True,3.128304,False,2025-09-15 13:30,False,False,False,0,0.42,0.01,1.33,True,1.0,True,0.67,False,False,225.68,244.45,31,2.0,2.7
C,80.335,0,True,True,0.551427,False,2025-09-15 16:30,False,False,False,0,0.42,0.01,1.33,True,1.0,True,0.67,False,False,79.23,82.54,181,2.0,1.37
CVX,231.935,0,True,True,3.128304,False,2025-09-15 13:30,False,False,False,0,0.42,0.01,1.33,True,1.0,True,0.67,False,False,225.68,244.45,31,2.0,2.7
OXY,16.31,0,True,False,0.868869,False,2025-09-12 04:00,False,False,False,0,1.25,1.37,12.09,False,0.5,True,0.67,False,False,14.57,19.79,115,2.0,10.65
COP,16.31,0,True,False,0.868869,False,2025-09-12 00:00,False,False,False,0,1.25,1.37,12.09,False,0.5,True,0.67,False,False,14.57,19.79,115,2.0,10.65
