symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric
RVSN,8.71,0,False,False,0.172024,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,0.72,7.85,3,0.39,7.85,neutral,2.36,1.5,1.4,3.0,low_liquidity,3,60,-73.96,False,0.33,True,0.67,False,False,8.28,9.83,1000,2.6,4.94,0.5,0.0,0.0
ENGS,1.24,2,False,True,0.022669,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,0.69,4.27,5,0.46,7.96,neutral,2.05,1.5,1.6,2.35,mid_liquidity,3,60,-56.36,False,0.67,False,0.17,False,False,1.21,1.35,1000,3.33,2.74,0.5,0.0,0.0
ELOG,0.9212,1,False,False,0.028501,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,0.5,-7.22,5,-0.65,-9.09,neutral,2.19,1.5,1.4,2.72,low_liquidity,3,60,-37.42,False,0.0,False,0.33,False,False,0.85,1.11,1000,2.6,7.73,0.5,0.0,0.0
ARTW,2.1137,1,False,False,0.045201,False,Varsayılan,2026-04-06 17:30,False,False,False,False,0,0.37,1.44,1,0.74,2.42,neutral,2.15,1.5,1.4,2.66,low_liquidity,3,60,-3.61,False,0.0,False,0.33,False,False,2.0,2.41,1000,2.6,5.35,0.5,0.0,0.0
SNES,1.62,1,False,False,0.039329,False,Varsayılan,2026-04-06 19:30,False,True,False,False,1,1.56,-0.61,1,0.19,0.62,neutral,2.36,1.5,1.4,3.0,low_liquidity,3,60,-27.66,False,0.0,False,0.33,False,False,1.52,1.88,1000,2.6,6.07,0.5,0.0,0.0
PETZ,1.21,1,True,True,0.03198,False,Varsayılan,2026-04-06 16:00,False,False,False,True,1,0.08,-0.82,1,1.3,5.22,neutral,1.91,1.5,1.4,2.25,low_liquidity,3,60,5.05,True,1.0,True,0.67,False,False,1.13,1.42,1000,2.6,6.61,0.5,0.0,0.0
BNGO,1.155,2,False,False,0.010134,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,0.15,-1.71,1,-0.72,-4.17,neutral,2.32,1.5,2.0,2.54,high_liquidity,3,60,-56.87,False,0.0,True,0.5,False,False,1.13,1.22,1000,2.6,2.19,0.5,0.0,0.0
FGI,3.795,2,False,False,0.130766,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,0.09,2.95,3,0.47,2.95,neutral,2.19,1.5,1.6,2.59,mid_liquidity,3,60,-7.2,False,0.0,True,0.5,False,False,3.47,4.64,1000,2.6,8.61,0.5,0.0,0.0
CENN,0.1153,1,False,False,0.00132,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,1.04,-3.17,5,0.89,3.57,neutral,2.11,1.5,1.6,2.45,mid_liquidity,3,60,-61.71,False,0.0,False,0.17,False,False,0.11,0.12,1000,2.6,2.86,0.5,0.0,0.0
WETO,0.5074,1,False,False,0.008899,False,Varsayılan,2026-04-06 19:15,False,False,False,False,0,0.18,21.95,3,1.65,21.95,neutral,1.89,1.5,1.4,2.22,low_liquidity,3,60,-56.62,False,0.33,True,0.5,False,False,0.49,0.57,1000,2.6,4.38,0.5,0.0,0.0
SKYQ,5.21,3,True,True,0.355874,True,Varsayılan,2026-04-06 19:45,True,False,True,False,1,0.93,94.55,3,3.43,94.55,bullish,2.43,1.5,2.0,2.72,high_liquidity,3,60,-31.86,True,1.0,True,0.5,False,True,4.68,6.99,1000,3.33,10.25,0.5,0.0,0.0
GURE,6.415,1,True,True,0.277307,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,0.78,0.64,1,-2.74,-18.84,bearish,2.19,1.5,1.4,2.72,low_liquidity,3,60,-5.88,False,0.67,False,0.33,False,False,6.0,7.8,1000,3.33,6.48,0.5,0.0,0.0
ETS,0.68,1,True,True,0.014933,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,0.37,-3.76,3,-0.6,-3.76,neutral,2.36,1.5,1.4,3.0,low_liquidity,3,60,-53.07,False,0.5,True,0.5,False,False,0.66,0.75,1000,3.33,3.29,0.5,0.0,0.0
INHD,0.5041,1,False,False,0.028733,False,Varsayılan,2026-04-06 19:45,False,True,False,False,1,8.2,-44.68,1,-5.81,-51.54,bearish,1.95,1.5,1.6,2.19,mid_liquidity,3,60,-92.31,False,0.0,False,0.17,False,False,0.43,0.69,1000,2.6,14.25,0.5,0.0,0.0
WKHS,2.63,1,False,False,0.040591,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,1.29,-13.58,3,-2.19,-13.58,bearish,1.83,1.5,1.4,2.12,low_liquidity,3,60,-74.16,False,0.0,True,0.5,False,False,2.53,2.89,1000,2.6,3.86,0.5,0.0,0.0
YHGJ,2.79,1,False,False,0.101157,False,Varsayılan,2026-04-06 19:00,False,False,False,False,0,0.13,0.36,5,0.34,1.45,neutral,2.1,1.5,1.4,2.56,low_liquidity,3,60,-35.01,False,0.0,False,0.17,False,False,2.54,3.45,1000,2.6,9.06,0.5,0.0,0.0
JYD,2.91,1,False,False,0.042916,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,0.28,-1.69,5,0.19,-1.69,neutral,1.82,1.5,1.4,2.1,low_liquidity,3,60,-78.45,False,0.33,True,0.67,False,False,2.8,3.19,1000,2.6,3.69,0.5,0.0,0.0
HXHX,0.5201,2,False,True,0.011665,False,Varsayılan,2026-04-06 19:45,False,False,False,False,0,0.02,36.99,3,2.38,36.99,neutral,2.6,1.5,2.0,3.0,high_liquidity,3,60,-48.08,False,0.67,True,0.5,False,False,0.5,0.58,1000,3.33,3.36,0.5,0.0,0.0
INLF,4.6775,2,False,False,0.134228,False,Varsayılan,2026-04-06 19:30,False,False,False,False,0,0.96,-10.08,1,-0.31,-9.38,neutral,1.47,1.5,1.4,1.52,low_liquidity,3,60,-55.52,False,0.33,False,0.33,False,False,4.34,5.55,1000,2.6,7.17,0.5,0.0,0.0
