symbol,price,score,regime,direction,atr,entry_ok,timestamp,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent
TSLA,169.47,0,True,True,1.004128,False,2025-09-15 16:15,False,False,False,0,0.33,0.15,2.49,True,1.0,True,0.67,False,False,167.46,173.49,99,2.0,1.19
MSFT,169.47,0,True,True,1.004128,False,2025-09-15 16:15,False,False,False,0,0.56,-0.21,1.11,True,1.0,True,0.5,True,False,167.46,173.49,99,2.0,1.19
ARM,359.675,0,True,True,1.571555,False,2025-09-15 16:15,False,False,False,0,0.56,-0.21,1.11,True,1.0,False,0.17,False,False,356.53,365.96,63,2.0,0.87
MDB,200.43,0,True,True,0.825351,False,2025-09-15 12:15,False,True,True,2,1.14,4.37,12.65,True,1.0,True,0.67,False,False,198.78,203.73,121,2.0,0.82
INTU,139.1993,0,True,True,1.898951,False,2025-09-15 15:30,False,True,True,2,1.14,4.37,12.65,True,1.0,True,0.5,False,False,135.4,146.8,52,2.0,2.73
JNJ,139.1993,0,False,True,1.898951,False,2025-09-15 15:30,False,False,False,0,0.43,-0.12,-1.35,False,0.67,True,0.5,False,False,135.4,146.8,52,2.0,2.73
XOM,16.605,0,True,True,0.334096,False,2025-09-15 15:30,False,False,True,1,0.4,-0.33,8.39,False,0.67,True,0.5,False,False,15.94,17.94,299,2.0,4.02
CVX,16.605,0,True,True,0.334096,False,2025-09-15 11:30,False,False,False,0,0.82,-0.71,6.89,False,0.5,False,0.33,False,False,15.94,17.94,299,2.0,4.02
IWM,153.13,0,True,True,3.776403,False,2025-09-15 13:30,False,False,False,0,0.34,-0.15,0.49,True,1.0,True,0.67,False,False,145.58,168.24,26,2.0,4.93
FSLR,512.63,0,True,True,5.143862,False,2025-09-15 13:30,False,False,False,0,0.34,-0.15,0.49,True,1.0,True,0.67,False,False,502.34,533.21,19,2.0,2.01
DIA,153.13,0,True,True,3.776403,False,2025-09-15 13:30,False,False,False,0,0.34,-0.15,0.49,True,1.0,True,0.67,False,False,145.58,168.24,26,2.0,4.93
QQQ,153.13,0,True,True,3.776403,False,2025-09-15 13:30,False,False,False,0,0.34,-0.15,0.49,True,1.0,True,0.67,True,False,145.58,168.24,26,2.0,4.93
AXP,301.1175,0,True,False,2.663228,False,2025-09-15 16:15,False,False,False,0,0.29,-0.1,0.58,False,0.33,True,0.5,False,False,295.79,311.77,37,2.0,1.77
XLY,301.1175,0,True,False,2.663228,False,2025-09-15 16:15,False,False,False,0,0.29,-0.1,0.58,False,0.33,True,0.5,False,False,295.79,311.77,37,2.0,1.77
SPY,301.1175,0,True,False,2.663228,False,2025-09-15 12:15,False,False,False,0,0.29,-0.1,0.58,False,0.33,True,0.5,True,False,295.79,311.77,37,2.0,1.77
XLK,301.1175,0,True,False,2.663228,False,2025-09-15 16:15,False,False,False,0,0.29,-0.1,0.58,False,0.33,True,0.5,False,False,295.79,311.77,37,2.0,1.77
XLE,641.149,0,True,False,4.571557,False,2025-09-15 15:30,False,False,False,0,0.29,-0.1,0.58,False,0.33,False,0.17,False,False,632.01,659.44,21,2.0,1.43
XLV,301.1175,0,True,False,2.663228,False,2025-09-15 16:15,False,False,False,0,1.07,1.07,2.8,False,0.33,True,0.5,False,False,295.79,311.77,37,2.0,1.77
ENPH,301.1175,0,True,False,2.663228,False,2025-09-15 16:15,False,False,False,0,1.07,1.07,2.8,False,0.33,True,0.5,False,False,295.79,311.77,37,2.0,1.77
SMH,277.49,0,True,False,1.026506,False,2025-09-15 12:15,False,True,False,1,1.39,5.95,20.3,False,0.5,True,0.67,False,False,275.44,281.6,97,2.0,0.74
ROST,79.985,0,True,True,0.302627,False,2025-09-15 16:15,False,False,False,0,0.86,-0.35,-1.58,True,1.0,True,0.67,False,False,79.38,81.2,330,2.0,0.76
BA,79.985,0,True,True,0.302627,False,2025-09-15 16:15,False,False,False,0,0.25,-0.03,1.9,True,1.0,True,0.67,False,False,79.38,81.2,330,2.0,0.76
RTX,241.91,0,True,False,0.569557,False,2025-09-15 16:15,False,False,False,0,0.25,-0.03,1.9,False,0.67,True,0.67,False,False,240.77,244.19,175,2.0,0.47
DE,79.985,0,True,True,0.302627,False,2025-09-15 16:15,False,False,False,0,0.38,0.07,0.3,True,1.0,True,0.67,False,False,79.38,81.2,330,2.0,0.76
BKNG,339.61,0,True,True,1.819205,False,2025-09-15 15:30,False,False,False,0,1.15,0.27,0.47,False,0.67,True,0.5,False,False,335.97,346.89,54,2.0,1.07
TJX,339.61,0,True,True,1.819205,False,2025-09-15 15:30,False,False,False,0,1.15,0.27,0.47,True,1.0,True,0.5,False,False,335.97,346.89,54,2.0,1.07
COST,203.86,0,True,True,2.622118,False,2025-09-15 11:30,False,False,False,0,0.38,0.07,0.3,False,0.67,True,0.67,False,False,198.62,214.35,38,2.0,2.57
LMT,241.91,0,False,True,0.569557,False,2025-09-15 16:15,False,False,False,0,0.37,-0.33,-1.36,False,0.67,True,0.5,False,False,240.77,244.19,175,2.0,0.47
GE,79.985,0,False,True,0.302627,False,2025-09-15 16:15,False,False,False,0,0.37,-0.33,-1.36,False,0.67,True,0.67,False,False,79.38,81.2,330,2.0,0.76
NOC,27.505,0,False,False,0.811812,False,2025-09-15 09:30,False,False,False,0,0.5,0.39,-0.66,False,0.33,True,0.67,False,False,25.88,30.75,123,2.0,5.9
