symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric,composite_score
AMWL,7.8,1,True,True,0.140186,False,Varsayılan,2026-05-11 14:30,False,False,False,False,0,0.53,9.09,5,1.55,21.5,neutral,2.05,1.5,1.4,2.48,low_liquidity,3,60,1.75,True,1.0,False,0.33,False,False,7.59,8.5,1000,3.33,2.7,0.5,0.0,0.0,42
JPM,301.47,1,True,False,1.309768,False,Varsayılan,2026-05-11 14:30,True,False,False,False,0,0.22,-4.26,3,-1.81,-4.26,neutral,2.09,1.5,2.0,2.15,high_liquidity,3,60,2.82,False,0.33,False,0.17,False,False,298.2,309.98,1000,2.6,1.09,0.5,0.0,0.0,22
BAC,50.935,1,True,False,0.292206,False,Varsayılan,2026-05-11 14:30,True,False,False,False,0,0.3,-4.97,3,-1.81,-4.97,neutral,1.98,1.5,2.0,1.96,high_liquidity,3,60,2.72,False,0.33,False,0.17,False,False,50.2,52.83,1000,2.6,1.43,0.5,0.0,0.0,22
WFC,74.27,1,False,False,0.470486,False,Varsayılan,2026-05-11 14:30,True,False,False,False,0,0.37,-7.12,3,-1.91,-7.12,bearish,1.91,1.5,2.0,1.85,high_liquidity,3,60,-0.86,False,0.0,False,0.0,False,False,73.09,77.33,1000,2.6,1.58,0.5,0.0,0.0,5
C,127.49,1,True,True,0.798452,False,Varsayılan,2026-05-11 14:30,True,False,False,True,1,0.18,-0.09,1,0.63,1.55,neutral,2.07,1.5,2.0,2.12,high_liquidity,3,60,13.19,False,0.67,True,0.67,False,False,125.49,132.68,1000,2.6,1.57,0.5,0.0,0.0,53
GS,946.68,1,True,True,4.8571,False,Varsayılan,2026-05-11 14:30,True,False,False,True,1,0.31,1.0,5,1.22,4.81,neutral,2.04,1.5,2.0,2.07,high_liquidity,3,60,8.76,True,1.0,True,0.83,False,False,934.54,978.25,1000,2.6,1.28,0.5,0.0,0.0,58
MS,193.1,1,True,True,0.951472,False,Varsayılan,2026-05-11 14:30,True,False,False,True,1,0.15,-0.13,5,0.47,2.71,neutral,2.04,1.5,2.0,2.07,high_liquidity,3,60,9.19,True,1.0,True,0.67,False,False,190.72,199.28,1000,2.6,1.23,0.5,0.0,0.0,56
USB,55.08,1,True,True,0.257017,False,Varsayılan,2026-05-11 14:30,True,False,False,True,1,0.15,-1.92,3,-0.67,-1.92,neutral,2.11,1.5,2.0,2.18,high_liquidity,3,60,6.91,False,0.33,False,0.0,False,False,54.44,56.75,1000,2.6,1.17,0.5,0.0,0.0,42
PNC,216.92,1,True,True,0.916715,False,Varsayılan,2026-05-11 14:30,True,False,False,True,1,0.25,-2.47,3,-0.87,-2.47,neutral,2.07,1.5,2.0,2.12,high_liquidity,3,60,6.01,False,0.33,False,0.17,False,False,214.63,222.88,1000,2.6,1.06,0.5,0.0,0.0,44
TFC,48.4,1,True,False,0.233863,False,Varsayılan,2026-05-11 14:30,True,False,False,True,1,0.16,-3.72,3,-1.17,-3.72,neutral,2.01,1.5,2.0,2.02,high_liquidity,3,60,4.82,False,0.33,False,0.0,False,False,47.82,49.92,1000,2.6,1.21,0.5,0.0,0.0,31
SCHW,87.97,1,False,False,0.373441,False,Varsayılan,2026-05-11 14:30,True,False,False,False,0,0.17,-4.2,3,-1.48,-4.2,neutral,2.18,1.5,2.0,2.31,high_liquidity,3,60,0.18,False,0.0,False,0.0,False,False,87.04,90.4,1000,2.6,1.06,0.5,0.0,0.0,5
