symbol,price,score,regime,direction,atr,entry_ok,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent
RBLX,122.77,2,False,False,1.102333,False,2025-10-03 19:45,True,True,False,False,1,2.56,-0.68,-3.82,False,0.0,False,0.33,False,False,120.57,127.18,90,2.0,1.8
ABNB,120.21,2,False,False,0.359224,False,2025-10-03 19:45,False,True,False,False,1,2.72,0.23,-0.98,False,0.0,False,0.0,False,False,119.49,121.65,278,2.0,0.6
SOFI,25.24,2,False,False,0.193753,False,2025-10-03 19:45,True,True,False,False,1,1.55,0.38,-3.93,False,0.0,True,0.5,False,False,24.85,26.02,516,2.0,1.54
XLY,237.83,2,False,True,0.47789,False,2025-10-03 19:45,True,True,False,False,1,1.93,0.03,-0.22,False,0.33,True,0.5,False,False,236.87,239.74,209,2.0,0.4
LOW,246.38,2,False,False,0.53798,False,2025-10-03 19:45,False,True,False,False,1,4.33,-0.07,-1.76,False,0.0,False,0.33,False,False,245.3,248.53,185,2.0,0.44
PM,153.25,2,False,False,0.725226,False,2025-10-03 19:45,True,True,False,False,1,2.8,0.52,-2.87,False,0.0,False,0.33,False,False,151.8,156.15,137,2.0,0.95
TLT,89.33,2,False,True,0.078331,False,2025-10-03 19:45,True,True,False,False,1,4.34,-0.01,0.08,False,0.33,False,0.33,False,False,89.17,89.64,1276,2.0,0.18
NVDA,187.621,1,True,True,0.759468,False,2025-10-03 19:45,True,True,False,False,1,1.7,0.06,1.93,True,1.0,True,0.5,True,False,186.1,190.66,131,2.0,0.81
AAPL,258.015,1,True,True,0.628049,False,2025-10-03 19:45,True,True,False,False,1,2.57,-0.01,1.15,True,1.0,False,0.33,True,False,256.76,260.53,159,2.0,0.49
META,710.41,1,False,False,2.415137,False,2025-10-03 19:45,True,True,False,False,1,3.37,-0.51,-1.92,False,0.0,False,0.0,False,False,705.58,720.07,41,2.0,0.68
ASST,2.595,1,False,False,0.042518,False,2025-10-03 19:45,False,True,False,False,1,2.32,-2.81,-7.88,False,0.0,False,0.33,False,False,2.51,2.77,2351,2.0,3.28
MSFT,517.35,1,True,True,1.036583,False,2025-10-03 19:45,True,True,False,False,1,2.38,-0.14,0.56,True,1.0,False,0.33,True,False,515.28,521.5,96,2.0,0.4
AMZN,219.49,1,False,False,0.58032,False,2025-10-03 19:45,True,True,False,False,1,2.25,-0.1,-0.29,False,0.0,False,0.17,False,False,218.33,221.81,172,2.0,0.53
