symbol,price,score,regime,direction,atr,entry_ok,timestamp,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent
OKTA,89.35,2,False,False,0.374197,False,2025-09-16 16:30,False,False,False,0,0.41,-2.84,-2.68,False,0.0,False,0.17,False,False,88.6,90.85,267,2.0,0.84
COST,954.39,2,False,False,2.111253,False,2025-09-16 16:30,False,False,False,0,0.4,-1.03,1.08,False,0.0,True,0.5,False,False,950.17,962.84,47,2.0,0.44
BKNG,5452.1401,2,True,False,17.842318,False,2025-09-16 16:15,False,False,True,1,0.41,-0.83,7.91,False,0.33,False,0.17,False,False,5416.46,5523.51,5,2.0,0.65
NVDA,175.2742,1,True,True,0.606904,False,2025-09-16 16:30,False,False,True,1,0.85,0.24,17.06,False,0.67,True,0.5,True,False,174.06,177.7,164,2.0,0.69
WDAY,220.24,1,False,False,0.903683,False,2025-09-16 16:30,False,False,False,0,0.47,-2.84,-4.47,False,0.0,False,0.17,False,False,218.43,223.85,110,2.0,0.82
VEEV,273.4,1,True,False,0.84516,False,2025-09-16 16:30,False,False,True,1,0.21,-2.17,9.26,False,0.33,False,0.17,False,False,271.71,276.78,118,2.0,0.62
FTNT,80.24,1,False,False,0.2939,False,2025-09-16 16:30,False,False,False,0,0.27,-0.8,-6.18,False,0.0,True,0.5,False,False,79.65,81.42,340,2.0,0.73
NET,221.35,1,True,True,1.134312,False,2025-09-16 16:30,False,False,True,1,0.5,-1.46,26.4,False,0.67,False,0.33,False,False,219.08,225.89,88,2.0,1.02
ADP,286.71,1,False,False,1.062341,False,2025-09-16 16:30,False,False,False,0,0.69,-3.3,1.44,False,0.0,False,0.33,False,False,284.59,290.96,94,2.0,0.74
GS,784.38,1,True,True,2.214571,False,2025-09-16 16:30,False,False,True,1,0.37,-0.04,14.86,True,1.0,True,0.5,False,False,779.95,793.24,45,2.0,0.56
C,99.87,1,True,True,0.243975,False,2025-09-16 16:30,False,True,True,2,0.79,2.7,15.91,True,1.0,True,0.5,False,False,99.38,100.85,409,2.0,0.49
EQT,48.9701,1,False,False,0.311355,False,2025-09-16 16:30,False,False,True,1,0.93,-3.9,3.91,False,0.0,False,0.17,False,False,48.35,50.22,321,2.0,1.27
IWM,237.27,1,True,True,0.477751,False,2025-09-16 16:30,False,False,True,1,0.9,1.24,4.96,False,0.67,False,0.17,False,False,236.31,239.18,209,2.0,0.4
XLB,90.685,1,True,False,0.177281,False,2025-09-16 16:30,False,False,False,0,0.45,-2.08,2.08,False,0.33,False,0.33,False,False,90.33,91.39,564,2.0,0.39
GILD,111.535,1,True,False,0.432073,False,2025-09-16 16:30,False,False,True,1,0.27,-4.71,8.9,False,0.33,False,0.17,False,False,110.67,113.26,231,2.0,0.77
USB,48.21,1,True,True,0.163483,False,2025-09-16 16:30,False,False,True,1,0.87,0.18,4.76,False,0.67,False,0.17,False,False,47.88,48.86,611,2.0,0.68
NEE,70.69,1,True,False,0.218922,False,2025-09-16 16:30,False,False,False,0,1.07,0.65,1.43,False,0.33,False,0.33,False,False,70.25,71.57,456,2.0,0.62
DUK,121.63,1,True,False,0.279932,False,2025-09-16 16:30,False,False,True,1,0.94,0.84,4.6,False,0.33,True,0.5,False,False,121.07,122.75,357,2.0,0.46
WMT,103.405,1,True,True,0.212556,False,2025-09-16 16:30,False,True,True,2,0.74,3.27,6.47,True,1.0,False,0.33,False,False,102.98,104.26,470,2.0,0.41
NKE,72.425,1,True,False,0.211328,False,2025-09-16 16:30,False,False,False,0,0.35,-2.56,2.87,False,0.33,False,0.0,False,False,72.0,73.27,473,2.0,0.58
MO,64.705,1,True,False,0.164731,False,2025-09-16 16:30,False,False,True,1,0.38,-0.92,10.92,False,0.33,False,0.33,False,False,64.38,65.36,607,2.0,0.51
BA,214.005,1,True,False,0.725443,False,2025-09-16 16:30,False,False,True,1,0.41,-2.72,12.01,False,0.33,False,0.33,False,False,212.55,216.91,137,2.0,0.68
VZ,43.645,1,True,False,0.102344,False,2025-09-16 16:30,False,False,True,1,0.4,-1.12,3.4,False,0.33,False,0.33,False,False,43.44,44.05,977,2.0,0.47
CSCO,66.845,1,True,False,0.159809,False,2025-09-16 16:30,False,False,True,1,0.38,-1.25,7.86,False,0.33,True,0.5,False,False,66.53,67.48,625,2.0,0.48
ETN,371.38,1,True,True,1.444369,False,2025-09-16 16:30,False,True,True,2,0.5,3.14,6.22,True,1.0,True,0.5,False,False,368.49,377.16,69,2.0,0.78
T,29.3,1,True,True,0.081574,False,2025-09-16 16:30,False,False,True,1,0.44,-0.64,9.37,False,0.67,False,0.33,False,False,29.14,29.63,1225,2.0,0.56
GOOGL,251.96,0,True,True,0.914638,False,2025-09-16 16:30,False,True,True,2,1.24,5.2,12.8,True,1.0,True,0.5,True,False,250.13,255.62,109,2.0,0.73
MSFT,513.22,0,True,True,1.118936,False,2025-09-16 16:30,False,True,True,2,0.35,2.44,9.1,True,1.0,True,0.5,True,False,510.98,517.7,89,2.0,0.44
NFLX,1202.965,0,True,False,3.516222,False,2025-09-16 16:30,False,False,True,1,0.3,-0.04,12.32,False,0.33,True,0.5,False,False,1195.93,1217.03,28,2.0,0.58
TSLA,420.655,0,True,True,3.121023,False,2025-09-16 16:30,True,True,True,3,1.71,17.9,8.13,True,1.0,True,0.83,False,False,414.41,433.14,32,2.0,1.48
META,766.97,0,True,True,2.497511,False,2025-09-16 16:30,False,False,True,1,1.04,1.69,11.25,True,1.0,True,0.67,False,False,761.97,776.96,40,2.0,0.65
AMZN,235.12,0,True,True,0.825229,False,2025-09-16 16:30,False,False,True,1,0.84,0.48,6.24,True,1.0,True,0.67,False,False,233.47,238.42,121,2.0,0.7
AAPL,239.07,0,True,True,0.752987,False,2025-09-16 16:30,False,True,True,2,0.76,4.37,3.19,True,1.0,True,0.67,True,False,237.56,242.08,132,2.0,0.63
SMCI,44.955,0,False,True,0.273472,False,2025-09-16 16:30,False,True,False,1,0.81,3.35,-0.78,False,0.67,True,0.5,False,False,44.41,46.05,365,2.0,1.22
AMD,160.15,0,True,False,0.68528,False,2025-09-16 16:30,False,False,True,1,0.83,1.02,13.29,False,0.67,True,0.5,False,False,158.78,162.89,145,2.0,0.86
SNOW,216.88,0,True,False,1.245865,False,2025-09-16 16:30,False,False,True,1,0.65,-0.03,13.68,False,0.33,False,0.17,False,False,214.39,221.86,80,2.0,1.15
ARM,153.6,0,True,True,0.782358,False,2025-09-16 16:30,False,False,True,1,0.3,-0.71,3.91,True,1.0,True,0.67,False,False,152.04,156.73,127,2.0,1.02
PLTR,170.15,0,True,True,0.81726,False,2025-09-16 16:30,False,True,True,2,0.78,2.68,32.75,True,1.0,True,0.67,False,False,168.52,173.42,122,2.0,0.96
CRM,240.32,0,False,False,0.892822,False,2025-09-16 16:30,False,False,False,0,0.57,-0.02,-7.05,False,0.0,False,0.33,False,False,238.53,243.89,112,2.0,0.74
AVGO,358.78,0,True,True,1.614089,False,2025-09-16 16:30,False,False,True,1,0.62,-1.48,24.33,False,0.67,False,0.33,False,False,355.55,365.24,61,2.0,0.9
ORCL,303.1013,0,True,True,2.61343,False,2025-09-16 16:30,False,False,True,1,1.0,-7.98,23.23,True,1.0,False,0.33,False,False,297.87,313.56,38,2.0,1.72
ADBE,350.165,0,False,False,1.892853,False,2025-09-16 16:30,False,False,False,0,1.07,-0.87,-10.5,False,0.33,True,0.67,False,False,346.38,357.74,52,2.0,1.08
NOW,933.45,0,False,True,3.912034,False,2025-09-16 16:30,False,False,False,0,0.35,-0.51,-0.77,False,0.33,False,0.33,False,False,925.63,949.1,25,2.0,0.84
ZM,85.13,0,True,True,0.257513,False,2025-09-16 16:30,False,False,False,0,0.27,0.45,2.97,True,1.0,True,0.67,False,False,84.61,86.16,388,2.0,0.6
MDB,328.715,0,True,True,1.960189,False,2025-09-16 16:30,False,False,True,1,0.36,-1.05,9.49,False,0.67,False,0.17,False,False,324.79,336.56,51,2.0,1.19
DDOG,135.11,0,True,False,0.767133,False,2025-09-16 16:30,False,False,True,1,1.15,-0.35,5.34,False,0.33,False,0.17,False,False,133.58,138.18,130,2.0,1.14
COIN,325.06,0,True,True,2.030864,False,2025-09-16 16:30,False,False,True,1,0.54,0.34,13.73,True,1.0,True,0.67,False,False,321.0,333.18,49,2.0,1.25
INTU,647.17,0,False,False,2.257199,False,2025-09-16 16:30,False,False,True,1,0.34,-2.02,3.25,False,0.0,True,0.5,False,False,642.66,656.2,44,2.0,0.7
TEAM,175.3435,0,False,True,0.879089,False,2025-09-16 16:30,False,False,False,0,0.24,-0.77,-11.17,False,0.67,True,0.67,False,False,173.59,178.86,113,2.0,1.0
RBLX,136.23,0,True,True,0.815163,False,2025-09-16 16:30,False,True,True,2,0.31,2.46,35.19,True,1.0,True,0.5,False,False,134.6,139.49,122,2.0,1.2
CRWD,443.605,0,True,True,2.2155,False,2025-09-16 16:30,False,True,True,2,0.52,2.36,6.05,True,1.0,False,0.33,False,False,439.17,452.47,45,2.0,1.0
PANW,200.45,0,True,True,0.678284,False,2025-09-16 16:30,False,False,False,0,0.38,1.07,2.55,True,1.0,True,0.5,False,False,199.09,203.16,147,2.0,0.68
ABNB,120.235,0,False,False,0.43884,False,2025-09-16 16:30,False,False,False,0,0.4,-2.29,-2.68,False,0.0,False,0.17,False,False,119.36,121.99,227,2.0,0.73
ZS,280.5935,0,True,True,1.232146,False,2025-09-16 16:30,False,True,True,2,0.5,2.46,12.72,False,0.67,True,0.5,False,False,278.13,285.52,81,2.0,0.88
