symbol,price,score,regime,direction,atr,entry_ok,timestamp,volume_spike,price_momentum,trend_strength,filter_score,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent
PFE,23.8899,0,False,False,0.095439,False,2025-09-12 19:45,True,False,False,1,False,0.0,False,0.0,False,False,23.7,24.27,1047,2.0,0.8
JPM,306.91,0,True,True,0.557794,False,2025-09-12 19:45,False,True,True,2,True,1.0,True,0.5,False,False,305.79,309.14,179,2.0,0.36
BAC,50.57,0,True,True,0.095786,False,2025-09-12 19:45,False,False,True,1,True,1.0,False,0.17,False,False,50.38,50.95,1043,2.0,0.38
GS,779.935,0,True,True,1.967179,False,2025-09-12 19:45,False,True,True,2,True,1.0,False,0.33,False,False,776.0,787.8,50,2.0,0.5
WFC,81.47,0,True,True,0.170652,False,2025-09-12 19:45,False,False,True,1,True,1.0,True,0.83,False,False,81.13,82.15,585,2.0,0.42
XOM,112.185,0,True,True,0.225095,False,2025-09-12 19:45,False,False,False,0,True,1.0,True,0.67,False,False,111.73,113.09,444,2.0,0.4
CVX,157.13,0,True,True,0.334305,False,2025-09-12 19:45,False,False,True,1,False,0.67,True,0.5,False,False,156.46,158.47,299,2.0,0.43
COP,92.435,0,False,False,0.282759,False,2025-09-12 19:45,False,False,False,0,False,0.0,False,0.0,False,False,91.87,93.57,353,2.0,0.61
SLB,35.56,0,False,True,0.131872,False,2025-09-12 19:45,False,False,False,0,False,0.33,False,0.33,False,False,35.3,36.09,758,2.0,0.74
PYPL,66.88,0,False,False,0.150717,False,2025-09-12 19:45,False,False,False,0,False,0.0,False,0.17,False,False,66.58,67.48,663,2.0,0.45
SPY,657.4,0,True,True,0.571731,False,2025-09-12 19:45,False,False,True,1,True,1.0,False,0.17,True,False,656.26,659.69,174,2.0,0.17
QQQ,586.66,0,True,True,0.590928,False,2025-09-12 19:45,False,False,True,1,True,1.0,False,0.33,True,False,585.48,589.02,169,2.0,0.2
IWM,238.32,0,True,True,0.409683,False,2025-09-12 19:45,False,False,True,1,False,0.67,False,0.17,False,False,237.5,239.96,244,2.0,0.34
