symbol,price,score,regime,direction,atr,entry_ok,timestamp,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent
ADP,287.34,2,False,False,1.204389,False,2025-09-16 15:45,False,False,False,0,0.65,-3.09,1.45,False,0.0,False,0.33,False,False,284.93,292.16,83,2.0,0.84
BA,214.34,2,True,False,0.741195,False,2025-09-16 15:45,False,False,True,1,0.36,-2.55,12.01,False,0.33,False,0.33,False,False,212.86,217.3,134,2.0,0.69
HON,212.075,2,False,False,0.599601,False,2025-09-16 15:45,False,False,False,0,0.95,0.02,1.44,False,0.33,True,0.67,False,False,210.88,214.47,166,2.0,0.57
AMD,159.75,1,True,False,0.721265,False,2025-09-16 15:45,False,False,True,1,0.83,1.02,13.29,False,0.67,False,0.33,False,False,158.31,162.64,138,2.0,0.9
CRM,239.65,1,False,False,1.003107,False,2025-09-16 15:45,False,False,False,0,0.27,-2.69,-7.13,False,0.0,False,0.17,False,False,237.64,243.66,99,2.0,0.84
NOW,933.625,1,False,True,4.336472,False,2025-09-16 15:45,False,False,False,0,0.31,-0.5,-0.77,False,0.33,True,0.5,False,False,924.95,950.97,23,2.0,0.93
VEEV,273.075,1,True,False,0.955938,False,2025-09-16 15:45,False,False,True,1,0.17,-2.29,9.26,False,0.33,False,0.17,False,False,271.16,276.9,104,2.0,0.7
WDAY,220.84,1,False,False,1.027577,False,2025-09-16 15:45,False,False,False,0,0.42,-2.57,-4.46,False,0.0,False,0.33,False,False,218.78,224.95,97,2.0,0.93
DDOG,136.05,1,True,True,0.84882,False,2025-09-16 15:45,False,False,True,1,1.15,-0.35,5.34,False,0.67,False,0.33,False,False,134.35,139.45,117,2.0,1.25
NET,221.465,1,True,True,1.202001,False,2025-09-16 15:45,False,False,True,1,0.45,-1.41,26.4,False,0.67,False,0.33,False,False,219.06,226.27,83,2.0,1.09
MDB,328.7,1,True,True,2.134045,False,2025-09-16 15:45,False,False,True,1,0.32,-1.02,9.49,False,0.67,False,0.33,False,False,324.43,337.24,46,2.0,1.3
ZS,281.43,1,True,True,1.376021,False,2025-09-16 15:45,False,False,True,1,0.39,-1.82,12.6,False,0.67,True,0.5,False,False,278.68,286.93,72,2.0,0.98
CRWD,445.0525,1,True,True,2.49253,False,2025-09-16 15:45,False,True,True,2,0.44,2.69,6.06,True,1.0,True,0.67,False,False,440.07,455.02,40,2.0,1.12
RIOT,17.045,1,True,True,0.166906,False,2025-09-16 15:45,False,True,True,2,0.91,1.71,18.3,True,1.0,True,0.67,False,False,16.71,17.71,599,2.0,1.96
MSTR,330.37,1,False,False,2.219296,False,2025-09-16 15:45,False,False,True,1,0.96,0.41,6.78,False,0.33,True,1.0,False,False,325.93,339.25,45,2.0,1.34
RIVN,14.025,1,True,True,0.147974,False,2025-09-16 15:45,False,False,True,1,0.32,0.39,2.47,True,1.0,True,0.83,False,False,13.73,14.62,675,2.0,2.11
UNH,342.0,1,False,True,1.897211,False,2025-09-16 15:45,False,False,False,0,0.65,0.95,-19.88,False,0.33,False,0.33,False,False,338.21,349.59,52,2.0,1.11
ABBV,217.055,1,True,True,0.712134,False,2025-09-16 15:45,False,False,True,1,0.27,-1.44,6.54,True,1.0,True,0.67,False,False,215.63,219.9,140,2.0,0.66
MRK,80.8917,1,False,False,0.264092,False,2025-09-16 15:45,False,False,False,0,0.88,-2.63,-5.55,False,0.0,False,0.33,False,False,80.36,81.95,378,2.0,0.65
C,99.54,1,True,True,0.246261,False,2025-09-16 15:45,False,False,True,1,0.31,0.73,15.97,True,1.0,True,0.5,False,False,99.05,100.53,406,2.0,0.49
PYPL,66.43,1,False,False,0.23763,False,2025-09-16 15:45,False,False,False,0,0.45,-1.23,-2.97,False,0.0,False,0.17,False,False,65.95,67.38,420,2.0,0.72
IWM,237.435,1,True,True,0.528069,False,2025-09-16 15:45,False,True,True,2,0.9,1.24,4.96,False,0.67,False,0.33,False,False,236.38,239.55,189,2.0,0.44
XLF,53.3699,1,True,True,0.094718,False,2025-09-16 15:45,False,False,True,1,0.33,-1.22,5.13,False,0.67,False,0.33,False,False,53.18,53.75,1055,2.0,0.35
XLI,151.7,1,True,True,0.264601,False,2025-09-16 15:45,False,False,True,1,0.49,-0.72,6.18,False,0.67,True,0.5,False,False,151.17,152.76,377,2.0,0.35
XLB,90.65,1,True,False,0.19695,False,2025-09-16 15:45,False,False,False,0,0.41,-2.12,2.08,False,0.33,False,0.17,False,False,90.26,91.44,507,2.0,0.43
XLU,84.9653,1,True,True,0.165647,False,2025-09-16 15:45,False,False,True,1,0.36,-0.12,5.1,False,0.67,True,0.5,False,False,84.63,85.63,603,2.0,0.39
XLRE,42.1062,1,True,True,0.082004,False,2025-09-16 15:45,False,False,False,0,0.48,-1.02,1.44,False,0.67,True,0.5,False,False,41.94,42.43,1219,2.0,0.39
XLC,118.045,1,True,True,0.206611,False,2025-09-16 15:45,False,True,True,2,0.38,1.43,8.29,True,1.0,False,0.33,False,False,117.63,118.87,484,2.0,0.35
TXN,177.48,1,False,False,0.790114,False,2025-09-16 15:45,False,False,True,1,0.32,-3.73,2.23,False,0.0,False,0.33,False,False,175.9,180.64,126,2.0,0.89
SAP,251.235,1,False,False,0.881303,False,2025-09-16 15:45,True,False,True,2,1.61,-3.11,2.67,False,0.0,True,0.67,False,False,249.47,254.76,113,2.0,0.7
BLK,1110.8574,1,True,False,3.675962,False,2025-09-16 15:45,False,False,True,1,0.29,-2.06,8.75,False,0.33,True,0.5,False,False,1103.51,1125.56,27,2.0,0.66
BK,105.298,1,True,True,0.32505,False,2025-09-16 15:45,False,False,True,1,0.2,-0.29,13.94,False,0.67,True,0.5,False,False,104.65,106.6,307,2.0,0.62
PNC,199.9,1,True,False,0.637156,False,2025-09-16 15:45,False,False,True,1,0.23,-1.41,6.59,False,0.33,False,0.17,False,False,198.63,202.45,156,2.0,0.64
COST,954.7,1,True,False,2.226468,False,2025-09-16 15:45,False,False,False,0,0.36,-1.0,1.08,False,0.33,False,0.33,False,False,950.25,963.61,44,2.0,0.47
VALE,10.8791,1,True,True,0.034047,False,2025-09-16 15:45,False,True,True,2,0.75,2.34,4.57,True,1.0,True,0.5,False,False,10.81,11.02,2937,2.0,0.63
NKE,72.345,1,True,False,0.237061,False,2025-09-16 15:45,False,False,True,1,0.31,-2.67,2.87,False,0.33,False,0.17,False,False,71.87,73.29,421,2.0,0.66
ROST,146.36,1,True,False,0.400915,False,2025-09-16 15:45,False,False,True,1,0.15,-3.14,2.47,False,0.33,False,0.17,False,False,145.56,147.96,249,2.0,0.55
DE,469.08,1,False,False,1.863018,False,2025-09-16 15:45,False,False,True,1,0.37,-1.55,3.4,False,0.0,True,0.83,False,False,465.35,476.53,53,2.0,0.79
ETN,371.24,1,True,True,1.646864,False,2025-09-16 15:45,False,True,True,2,0.46,3.1,6.22,True,1.0,True,0.5,False,False,367.95,377.83,60,2.0,0.89
VZ,43.615,1,True,False,0.106807,False,2025-09-16 15:45,False,False,True,1,0.36,-1.19,3.4,False,0.33,False,0.33,False,False,43.4,44.04,936,2.0,0.49
VNQ,92.26,1,True,True,0.180677,False,2025-09-16 15:45,False,False,False,0,0.43,-1.05,1.83,False,0.67,True,0.5,False,False,91.9,92.98,553,2.0,0.39
EFA,93.235,1,True,True,0.105691,False,2025-09-16 15:45,True,True,True,3,1.4,1.33,6.47,True,1.0,True,0.5,False,False,93.02,93.66,946,2.0,0.23
BETR,25.8,1,True,True,0.292232,False,2025-09-16 15:45,False,True,True,2,0.22,4.84,21.94,True,1.0,False,0.17,False,False,25.22,26.97,342,2.0,2.27
WINA,502.01,1,True,True,2.601377,False,2025-09-16 15:00,False,False,True,1,0.37,-2.33,10.88,True,1.0,True,0.5,False,False,496.81,512.42,38,2.0,1.04
NFLX,1204.585,0,True,False,3.844343,False,2025-09-16 15:45,False,False,True,1,0.99,-3.64,12.49,False,0.67,True,0.5,False,False,1196.9,1219.96,26,2.0,0.64
GOOGL,250.98,0,True,True,0.979089,False,2025-09-16 15:45,False,True,True,2,1.24,5.2,12.8,True,1.0,True,0.5,True,False,249.02,254.9,102,2.0,0.78
META,767.825,0,True,True,2.797826,False,2025-09-16 15:45,False,True,True,2,1.04,1.69,11.25,True,1.0,True,0.67,False,False,762.23,779.02,35,2.0,0.73
AAPL,238.64,0,True,True,0.848057,False,2025-09-16 15:45,False,True,True,2,0.76,4.37,3.19,True,1.0,True,0.67,True,False,236.94,242.03,117,2.0,0.71
