symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric
TEAM,68.03,2,False,False,0.38997,False,Varsayılan,2026-04-06 19:45,True,False,False,False,0,0.71,-0.23,5,1.14,4.56,neutral,2.08,1.5,2.0,2.13,high_liquidity,3,60,-36.94,False,0.0,False,0.33,False,False,67.06,70.56,1000,2.6,1.43,0.5,0.0,0.0
VRSN,274.57,2,True,True,1.014419,True,Varsayılan,2026-04-06 19:45,True,False,True,False,1,1.2,10.53,3,2.93,10.53,bullish,2.19,1.5,1.6,2.58,mid_liquidity,3,60,-1.66,True,1.0,True,0.5,False,True,273.05,279.64,1000,3.33,0.55,0.5,0.0,0.0
SMCI,22.07,1,False,False,0.171014,False,Varsayılan,2026-04-06 19:45,True,False,False,False,0,0.47,-3.16,1,-0.76,-5.04,neutral,2.49,1.5,2.0,2.82,high_liquidity,3,60,-20.11,False,0.0,False,0.17,False,False,21.64,23.18,1000,2.6,1.94,0.5,0.0,0.0
PTC,144.32,1,False,False,0.432033,False,Varsayılan,2026-04-06 19:45,True,False,False,False,0,0.64,1.31,5,1.68,4.91,neutral,2.12,1.5,2.0,2.2,high_liquidity,3,60,-9.85,False,0.33,True,1.0,False,False,143.24,147.13,1000,2.6,0.75,0.5,0.0,0.0
MTSI,233.16,2,True,True,1.479656,True,Varsayılan,2026-04-06 19:45,True,False,False,True,1,0.68,4.94,1,-0.74,-2.21,neutral,2.42,1.5,2.0,2.7,high_liquidity,3,60,23.01,True,1.0,True,0.67,False,True,230.94,240.56,1000,3.33,0.95,0.5,0.0,0.0
SSNC,68.65,2,False,False,0.186374,False,Varsayılan,2026-04-06 19:45,True,False,False,False,0,0.65,1.61,5,1.63,4.95,neutral,2.31,1.5,2.0,2.52,high_liquidity,3,60,-7.49,False,0.33,True,0.83,False,False,68.18,69.86,1000,2.6,0.68,0.5,0.0,0.0
CHKP,148.16,2,False,False,0.701854,False,Varsayılan,2026-04-06 19:45,True,False,True,False,1,0.8,3.74,5,1.91,6.73,bullish,1.81,1.5,1.6,1.94,mid_liquidity,3,60,-12.64,False,0.33,True,0.83,False,False,146.41,152.72,1000,2.6,1.18,0.5,0.0,0.0
CDW,123.5,2,False,False,0.357912,False,Varsayılan,2026-04-06 19:45,True,False,False,False,0,0.73,2.02,5,0.92,4.49,neutral,2.35,1.5,2.0,2.58,high_liquidity,3,60,-13.36,False,0.67,True,0.83,False,False,122.61,125.83,1000,2.6,0.72,0.5,0.0,0.0
TSEM,190.18,1,True,True,1.813016,False,Varsayılan,2026-04-06 19:45,True,False,False,True,1,0.59,8.38,1,-0.92,-3.85,neutral,2.1,1.5,2.0,2.17,high_liquidity,3,60,39.02,True,1.0,True,0.83,False,False,187.46,199.25,1000,3.33,1.43,0.5,0.0,0.0
NVMI,445.59,1,True,True,2.602505,False,Varsayılan,2026-04-06 19:45,True,False,False,True,1,0.79,2.6,3,0.31,2.6,neutral,1.89,1.5,1.6,2.08,mid_liquidity,3,60,22.08,False,0.67,True,0.83,False,False,439.08,462.51,1000,2.6,1.46,0.5,0.0,0.0
GEN,19.36,1,False,False,0.066774,False,Varsayılan,2026-04-06 19:45,True,False,False,False,0,0.86,2.87,5,1.71,5.62,neutral,2.13,1.5,2.0,2.21,high_liquidity,3,60,-13.3,False,0.33,True,0.5,False,False,19.19,19.79,1000,2.6,0.86,0.5,0.0,0.0
LSCC,97.24,2,True,True,0.627137,True,Varsayılan,2026-04-06 19:45,True,False,False,True,1,0.96,4.83,5,0.85,7.58,neutral,2.22,1.5,2.0,2.36,high_liquidity,3,60,18.53,True,1.0,True,0.83,False,True,96.3,100.38,1000,3.33,0.97,0.5,0.0,0.0
IREN,35.11,1,False,False,0.332053,False,Varsayılan,2026-04-06 19:45,True,False,False,True,1,0.68,2.48,3,0.34,2.48,neutral,2.13,1.5,2.0,2.21,high_liquidity,3,60,9.41,False,0.33,True,0.67,False,False,34.28,37.27,1000,2.6,2.36,0.5,0.0,0.0
LOGI,92.485,2,False,False,0.254828,False,Varsayılan,2026-04-06 19:45,True,False,False,False,0,0.54,1.49,5,0.99,2.71,neutral,2.0,1.5,1.6,2.27,mid_liquidity,3,60,-4.15,False,0.67,True,0.67,False,False,91.85,94.14,1000,2.6,0.69,0.5,0.0,0.0
OKTA,80.56,2,False,True,0.363554,False,Varsayılan,2026-04-06 19:45,True,False,False,False,0,0.87,2.35,5,1.63,10.01,neutral,2.18,1.5,2.0,2.3,high_liquidity,3,60,-7.31,False,0.67,True,0.5,False,False,80.01,82.38,1000,3.33,0.68,0.5,0.0,0.0
