symbol,price,score,regime,direction,atr,entry_ok,timestamp,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,recommendation_score,why,reason
TSLA,421.225,0,True,True,3.121023,False,2025-09-16 16:30,True,True,True,3,1.71,17.9,8.13,True,1.0,True,0.67,False,False,414.98,433.71,32,2.0,1.48,13.34,Trend Up | Uyum Z100%/M67% | Filtre 3/3,Bekleyin: Eksik Onay bekleyin | R/R 2.0
ETN,371.28,1,True,True,1.437226,False,2025-09-16 16:30,False,True,True,2,0.5,3.11,6.22,True,1.0,True,0.5,False,False,368.41,377.03,69,2.0,0.77,12.0,Trend Up | Uyum Z100%/M50% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
XLY,241.915,0,True,True,0.460128,False,2025-09-16 16:30,False,True,True,2,0.3,1.9,6.27,True,1.0,True,0.83,False,False,240.99,243.76,217,2.0,0.38,11.66,Trend Up | Uyum Z100%/M83% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
RIO,63.585,0,True,True,0.145207,False,2025-09-16 16:30,False,True,True,2,1.09,2.61,2.45,True,1.0,True,0.83,False,False,63.29,64.17,688,2.0,0.46,11.66,Trend Up | Uyum Z100%/M83% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
AAPL,239.055,0,True,True,0.756559,False,2025-09-16 16:30,False,True,True,2,0.76,4.37,3.19,True,1.0,True,0.67,True,False,237.54,242.08,132,2.0,0.63,11.64,Trend Up | Uyum Z100%/M67% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
META,766.8001,0,True,True,2.498217,False,2025-09-16 16:30,False,True,True,2,0.53,2.12,11.25,True,1.0,True,0.67,False,False,761.8,776.79,40,2.0,0.65,11.34,Trend Up | Uyum Z100%/M67% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
PLTR,170.15,0,True,True,0.81726,False,2025-09-16 16:30,False,True,True,2,0.78,2.68,32.75,True,1.0,True,0.67,False,False,168.52,173.42,122,2.0,0.96,11.34,Trend Up | Uyum Z100%/M67% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
UBER,97.64,0,True,True,0.428294,False,2025-09-16 16:30,False,True,True,2,1.19,4.93,10.39,True,1.0,True,0.67,False,False,96.78,99.35,233,2.0,0.88,11.34,Trend Up | Uyum Z100%/M67% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
RIOT,17.26,0,True,True,0.157421,False,2025-09-16 16:30,False,True,True,2,0.91,1.71,18.3,True,1.0,True,0.67,False,False,16.95,17.89,635,2.0,1.82,11.34,Trend Up | Uyum Z100%/M67% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
SOFI,27.115,0,True,True,0.191237,False,2025-09-16 16:30,False,True,True,2,1.11,8.42,34.69,True,1.0,True,0.67,False,False,26.73,27.88,522,2.0,1.41,11.34,Trend Up | Uyum Z100%/M67% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
