symbol,price,score,regime,direction,atr,entry_ok,timestamp,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,recommendation_score,why,reason
BETR,26.26,2,True,True,0.24992,True,2025-09-15 19:45,False,True,True,2,1.01,9.28,20.81,True,1.0,True,0.5,False,True,25.76,27.26,400,2.0,1.9,13.0,Trend Up | Uyum Z100%/M50% | Filtre 2/3,Alınır: Trend+ Uyum+ | R/R 2.0 | SL $25.76 · TP $27.26
RZLV,7.73,1,True,True,0.156276,False,2025-09-15 19:45,True,True,True,3,1.38,23.52,5.13,True,1.0,True,0.67,False,False,7.42,8.36,639,2.0,4.04,14.34,Trend Up | Uyum Z100%/M67% | Filtre 3/3,Bekleyin: Eksik Onay bekleyin | R/R 2.0
ARQQ,33.18,1,True,True,0.341927,False,2025-09-15 19:45,True,True,True,3,1.36,19.28,25.23,True,1.0,False,0.33,False,False,32.5,34.55,292,2.0,2.06,13.66,Trend Up | Uyum Z100%/M33% | Filtre 3/3,Bekleyin: Eksik Mom.Uyum | R/R 2.0
TRMD,23.194,1,True,True,0.10147,False,2025-09-15 19:45,False,True,True,2,0.91,3.06,2.85,True,1.0,True,0.5,False,False,22.99,23.6,985,2.0,0.87,12.0,Trend Up | Uyum Z100%/M50% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
VOD,11.805,1,True,True,0.017696,False,2025-09-15 19:45,False,True,True,2,0.92,1.37,13.16,False,0.67,True,0.67,False,False,11.77,11.88,5650,2.0,0.3,11.68,Trend Up | Uyum Z67%/M67% | Filtre 2/3,"Bekleyin: Eksik Hacim,Uyum | R/R 2.0"
ENGS,7.13,1,True,True,0.156273,False,2025-09-15 19:45,True,True,False,2,3.79,21.06,-1.3,True,1.0,False,0.33,False,False,6.82,7.76,639,2.0,4.38,11.66,Trend Up | Uyum Z100%/M33% | Filtre 2/3,"Bekleyin: Eksik Trend,Mom.Uyum | R/R 2.0"
WTW,333.77,3,True,True,0.804982,False,2025-09-15 19:45,False,False,True,1,0.82,1.05,3.75,False,0.67,True,0.5,False,False,332.16,336.99,124,2.0,0.48,11.34,Trend Up | Uyum Z67%/M50% | Filtre 1/3,"Bekleyin: Eksik Hacim,Momentum | R/R 2.0"
ROIV,13.935,1,True,True,0.067692,False,2025-09-15 19:45,False,True,True,2,0.71,1.31,6.25,False,0.67,False,0.33,False,False,13.8,14.21,1477,2.0,0.97,11.0,Trend Up | Uyum Z67%/M33% | Filtre 2/3,"Bekleyin: Eksik Hacim,Uyum | R/R 2.0"
VRNA,106.37,3,True,True,0.036167,False,2025-09-15 19:45,False,False,True,1,0.91,0.0,32.26,False,0.67,False,0.17,False,False,106.3,106.51,2764,2.0,0.07,10.68,Trend Up | Uyum Z67%/M17% | Filtre 1/3,"Bekleyin: Eksik Hacim,Momentum | R/R 2.0"
ATAI,4.66,1,True,True,0.035552,False,2025-09-15 19:45,False,False,True,1,0.76,-1.48,50.43,True,1.0,True,0.67,False,False,4.59,4.8,2812,2.0,1.53,10.34,Trend Up | Uyum Z100%/M67% | Filtre 1/3,"Bekleyin: Eksik Hacim,Momentum | R/R 2.0"
