symbol,price,score,regime,direction,atr,entry_ok,timestamp,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,recommendation_score,why,reason
TSLA,420.655,0,True,True,3.121023,False,2025-09-16 16:30,True,True,True,3,1.71,17.9,8.13,True,1.0,True,0.83,False,False,414.41,433.14,32,2.0,1.48,13.66,Trend Up | Uyum Z100%/M83% | Filtre 3/3,Bekleyin: Eksik Onay bekleyin | R/R 2.0
C,99.87,1,True,True,0.243975,False,2025-09-16 16:30,False,True,True,2,0.79,2.7,15.91,True,1.0,True,0.5,False,False,99.38,100.85,409,2.0,0.49,12.0,Trend Up | Uyum Z100%/M50% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
ETN,371.38,1,True,True,1.444369,False,2025-09-16 16:30,False,True,True,2,0.5,3.14,6.22,True,1.0,True,0.5,False,False,368.49,377.16,69,2.0,0.78,12.0,Trend Up | Uyum Z100%/M50% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
WMT,103.405,1,True,True,0.212556,False,2025-09-16 16:30,False,True,True,2,0.74,3.27,6.47,True,1.0,False,0.33,False,False,102.98,104.26,470,2.0,0.41,11.66,Trend Up | Uyum Z100%/M33% | Filtre 2/3,"Bekleyin: Eksik Hacim,Mom.Uyum | R/R 2.0"
AAPL,239.07,0,True,True,0.752987,False,2025-09-16 16:30,False,True,True,2,0.76,4.37,3.19,True,1.0,True,0.67,True,False,237.56,242.08,132,2.0,0.63,11.64,Trend Up | Uyum Z100%/M67% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
PLTR,170.15,0,True,True,0.81726,False,2025-09-16 16:30,False,True,True,2,0.78,2.68,32.75,True,1.0,True,0.67,False,False,168.52,173.42,122,2.0,0.96,11.34,Trend Up | Uyum Z100%/M67% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
RIOT,17.2499,0,True,True,0.156699,False,2025-09-16 16:30,False,True,True,2,0.5,10.22,19.15,True,1.0,True,0.67,False,False,16.94,17.88,638,2.0,1.82,11.34,Trend Up | Uyum Z100%/M67% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
TNGX,7.3,0,True,True,0.110467,False,2025-09-16 16:30,False,True,True,2,1.14,6.73,27.5,True,1.0,True,0.67,False,False,7.08,7.74,905,2.0,3.03,11.34,Trend Up | Uyum Z100%/M67% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
GOOGL,251.96,0,True,True,0.914638,False,2025-09-16 16:30,False,True,True,2,1.24,5.2,12.8,True,1.0,True,0.5,True,False,250.13,255.62,109,2.0,0.73,11.3,Trend Up | Uyum Z100%/M50% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
MSFT,513.22,0,True,True,1.118936,False,2025-09-16 16:30,False,True,True,2,0.35,2.44,9.1,True,1.0,True,0.5,True,False,510.98,517.7,89,2.0,0.44,11.3,Trend Up | Uyum Z100%/M50% | Filtre 2/3,Bekleyin: Eksik Hacim | R/R 2.0
